eta_LT_circular_H0,theta_LT_circular_H0,theta_rr_LT_circular_H0,eta_WNL_circular_H0,theta_WNL_circular_H0,theta_rr_WNL_circular_H0,eta_UR_circular_H0,theta_UR_circular_H0,theta_rr_UR_circular_H0,eta_LT_circular_H1,theta_LT_circular_H1,theta_rr_LT_circular_H1,eta_WNL_circular_H1,theta_WNL_circular_H1,theta_rr_WNL_circular_H1,eta_UR_circular_H1,theta_UR_circular_H1,theta_rr_UR_circular_H1,eta_LT_linear_H0,theta_LT_linear_H0,theta_rr_LT_linear_H0,eta_WNL_linear_H0,theta_WNL_linear_H0,theta_rr_WNL_linear_H0,eta_UR_linear_H0,theta_UR_linear_H0,theta_rr_UR_linear_H0,eta_LT_linear_H1,theta_LT_linear_H1,theta_rr_LT_linear_H1,eta_WNL_linear_H1,theta_WNL_linear_H1,theta_rr_WNL_linear_H1,eta_UR_linear_H1,theta_UR_linear_H1,theta_rr_UR_linear_H1
-1.8548091,0.019186491,0.019186491,-1.8548091,0.19157477,0.19157476,-1.8548091,1.7046558,1.7046558,-1.8548091,0.14531324,0.14531324,-1.8548091,1.3496237,1.3496237,-1.8548091,5.3637611,5.3637576,-1.8548091,0.027115024,0.027115024,-1.8548091,0.27033461,0.27033461,-1.8548091,2.2240313,2.2240313,-1.8548091,0.10464011,0.10464011,-1.8548091,1.0041554,1.0041554,-1.8548091,4.7148002,4.7147972
-1.853809,0.019255634,0.019255634,-1.853809,0.19226305,0.19226305,-1.853809,1.7096412,1.7096413,-1.853809,0.14591813,0.14591813,-1.853809,1.3545252,1.3545252,-1.853809,5.3720065,5.3720029,-1.853809,0.027230755,0.027230755,-1.853809,0.2714815,0.2714815,-1.853809,2.2308921,2.2308921,-1.853809,0.10466306,0.10466306,-1.853809,1.004359,1.0043589,-1.853809,4.7152314,4.7152283
-1.8528088,0.01932499,0.01932499,-1.8528088,0.19295344,0.19295344,-1.8528088,1.7146334,1.7146334,-1.8528088,0.14652524,0.14652524,-1.8528088,1.3594378,1.3594378,-1.8528088,5.3802487,5.3802451,-1.8528088,0.027320064,0.027320064,-1.8528088,0.27236648,0.27236648,-1.8528088,2.2361735,2.2361736,-1.8528088,0.10467811,0.10467811,-1.8528088,1.0044925,1.0044925,-1.8528088,4.7155142,4.7155111
-1.8518086,0.019394561,0.019394561,-1.8518086,0.19364595,0.19364595,-1.8518086,1.7196324,1.7196324,-1.8518086,0.1471346,0.1471346,-1.8518086,1.3643615,1.3643614,-1.8518086,5.3884879,5.3884842,-1.8518086,0.027382665,0.027382665,-1.8518086,0.27298677,0.27298677,-1.8518086,2.2398689,2.2398689,-1.8518086,0.10468679,0.10468679,-1.8518086,1.0045695,1.0045695,-1.8518086,4.7156771,4.715674
-1.8508085,0.019464352,0.019464352,-1.8508085,0.19434062,0.19434062,-1.8508085,1.7246384,1.7246385,-1.8508085,0.14774621,0.14774621,-1.8508085,1.3692962,1.3692962,-1.8508085,5.3967239,5.3967202,-1.8508085,0.027418296,0.027418296,-1.8508085,0.27333981,0.27333981,-1.8508085,2.2419697,2.2419697,-1.8508085,0.10469067,0.10469067,-1.8508085,1.0046039,1.0046038,-1.8508085,4.71575,4.7157468
-1.8498083,0.019534364,0.019534364,-1.8498083,0.19503746,0.19503746,-1.8498083,1.7296516,1.7296516,-1.8498083,0.14836007,0.14836007,-1.8498083,1.374242,1.3742419,-1.8498083,5.4049569,5.4049531,-1.8498083,0.02742672,0.02742672,-1.8498083,0.27342328,0.27342328,-1.8498083,2.2424661,2.2424661,-1.8498083,0.10469138,0.10469138,-1.8498083,1.0046102,1.0046101,-1.8498083,4.7157633,4.7157601
-1.8488081,0.0196046,0.0196046,-1.8488081,0.19573652,0.19573652,-1.8488081,1.7346719,1.734672,-1.8488081,0.14897619,0.14897619,-1.8488081,1.3791987,1.3791987,-1.8488081,5.4131867,5.4131829,-1.8488081,0.027407726,0.027407726,-1.8488081,0.27323509,0.27323509,-1.8488081,2.2413467,2.2413467,-1.8488081,0.1046906,0.1046906,-1.8488081,1.0046033,1.0046033,-1.8488081,4.7157488,4.7157455
-1.847808,0.019675063,0.019675063,-1.847808,0.19643782,0.19643782,-1.847808,1.7396997,1.7396998,-1.847808,0.14959458,0.14959458,-1.847808,1.3841665,1.3841665,-1.847808,5.4214134,5.4214096,-1.847808,0.027361131,0.027361131,-1.847808,0.2727734,0.2727734,-1.847808,2.2385984,2.2385984,-1.847808,0.10469008,0.10469008,-1.847808,1.0045987,1.0045987,-1.847808,4.715739,4.7157357
-1.8468078,0.019745757,0.019745757,-1.8468078,0.19714137,0.19714137,-1.8468078,1.744735,1.7447351,-1.8468078,0.15021524,0.15021524,-1.8468078,1.3891453,1.3891452,-1.8468078,5.4296369,5.4296331,-1.8468078,0.027286777,0.027286777,-1.8468078,0.27203663,0.27203663,-1.8468078,2.2342063,2.2342063,-1.8468078,0.10469159,0.10469159,-1.8468078,1.004612,1.004612,-1.8468078,4.7157672,4.7157639
-1.8458076,0.019816683,0.019816683,-1.8458076,0.19784723,0.19784723,-1.8458076,1.749778,1.749778,-1.8458076,0.15083819,0.15083819,-1.8458076,1.3941349,1.3941349,-1.8458076,5.4378574,5.4378535,-1.8458076,0.027184531,0.027184531,-1.8458076,0.27102344,0.27102344,-1.8458076,2.2281541,2.2281541,-1.8458076,0.10469692,0.10469692,-1.8458076,1.0046593,1.0046593,-1.8458076,4.7158674,4.715864
-1.8448075,0.019887844,0.019887844,-1.8448075,0.1985554,0.1985554,-1.8448075,1.7548287,1.7548287,-1.8448075,0.15146343,0.15146343,-1.8448075,1.3991355,1.3991355,-1.8448075,5.4460747,5.4460708,-1.8448075,0.027054291,0.027054291,-1.8448075,0.26973273,0.26973273,-1.8448075,2.2204234,2.2204234,-1.8448075,0.10470791,0.10470791,-1.8448075,1.0047568,1.0047568,-1.8448075,4.7160738,4.7160705
-1.8438073,0.019959244,0.019959244,-1.8438073,0.19926591,0.19926591,-1.8438073,1.7598873,1.7598873,-1.8438073,0.15209096,0.15209096,-1.8438073,1.4041471,1.404147,-1.8438073,5.4542888,5.4542849,-1.8438073,0.02689598,0.02689598,-1.8438073,0.26816368,0.26816368,-1.8438073,2.210994,2.210994,-1.8438073,0.10472641,0.10472641,-1.8438073,1.004921,1.0049209,-1.8438073,4.7164213,4.7164179
-1.8428071,0.020030885,0.020030885,-1.8428071,0.19997881,0.19997881,-1.8428071,1.7649539,1.764954,-1.8428071,0.1527208,0.1527208,-1.8428071,1.4091695,1.4091694,-1.8428071,5.4624998,5.4624959,-1.8428071,0.026709549,0.026709549,-1.8428071,0.26631572,0.26631572,-1.8428071,2.1998438,2.1998438,-1.8428071,0.10475429,0.10475429,-1.8428071,1.0051682,1.0051682,-1.8428071,4.7169446,4.7169412
-1.841807,0.02010277,0.02010277,-1.841807,0.2006941,0.2006941,-1.841807,1.7700287,1.7700287,-1.841807,0.15335295,0.15335295,-1.841807,1.4142027,1.4142026,-1.841807,5.4707077,5.4707037,-1.841807,0.026494977,0.026494977,-1.841807,0.26418855,0.26418855,-1.841807,2.1869486,2.1869487,-1.841807,0.1047934,0.1047934,-1.841807,1.0055151,1.0055151,-1.841807,4.7176786,4.7176752
-1.8408068,0.020174902,0.020174902,-1.8408068,0.20141183,0.20141183,-1.8408068,1.7751117,1.7751118,-1.8408068,0.15398742,0.15398742,-1.8408068,1.4192468,1.4192467,-1.8408068,5.4789124,5.4789084,-1.8408068,0.026252273,0.026252273,-1.8408068,0.26178214,0.26178214,-1.8408068,2.1722824,2.1722824,-1.8408068,0.1048456,0.1048456,-1.8408068,1.005978,1.005978,-1.8408068,4.7186578,4.7186545
-1.8398066,0.020247284,0.020247284,-1.8398066,0.20213201,0.20213201,-1.8398066,1.7802031,1.7802032,-1.8398066,0.15462421,0.15462421,-1.8398066,1.4243017,1.4243016,-1.8398066,5.487114,5.4871099,-1.8398066,0.025981473,0.025981473,-1.8398066,0.2590967,0.2590967,-1.8398066,2.1558168,2.1558168,-1.8398066,0.10491272,0.10491272,-1.8398066,1.0065733,1.0065733,-1.8398066,4.7199164,4.719913
-1.8388065,0.020319918,0.020319918,-1.8388065,0.20285468,0.20285468,-1.8388065,1.7853031,1.7853031,-1.8388065,0.15526333,0.15526333,-1.8388065,1.4293674,1.4293673,-1.8388065,5.4953123,5.4953083,-1.8388065,0.02568264,0.02568264,-1.8388065,0.25613275,0.25613275,-1.8388065,2.1375213,2.1375213,-1.8388065,0.10499659,0.10499659,-1.8388065,1.0073168,1.0073168,-1.8388065,4.7214877,4.7214843
-1.8378063,0.020392806,0.020392806,-1.8378063,0.20357986,0.20357986,-1.8378063,1.7904116,1.7904116,-1.8378063,0.1559048,0.1559048,-1.8378063,1.4344438,1.4344438,-1.8378063,5.5035076,5.5035034,-1.8378063,0.02535587,0.02535587,-1.8378063,0.25289106,0.25289106,-1.8378063,2.117363,2.117363,-1.8378063,0.10509895,0.10509895,-1.8378063,1.0082242,1.0082242,-1.8378063,4.723404,4.7234007
-1.8368061,0.020465953,0.020465953,-1.8368061,0.20430758,0.20430758,-1.8368061,1.7955288,1.7955289,-1.8368061,0.1565486,0.1565486,-1.8368061,1.439531,1.439531,-1.8368061,5.5116996,5.5116955,-1.8368061,0.025001283,0.025001283,-1.8368061,0.24937269,0.24937269,-1.8368061,2.0953069,2.0953069,-1.8368061,0.10522156,0.10522156,-1.8368061,1.0093108,1.0093108,-1.8368061,4.7256968,4.7256936
-1.835806,0.02053936,0.02053936,-1.835806,0.20503786,0.20503786,-1.835806,1.8006549,1.800655,-1.835806,0.15719477,0.15719477,-1.835806,1.4446289,1.4446289,-1.835806,5.5198885,5.5198843,-1.835806,0.024619033,0.024619033,-1.835806,0.24557897,0.24557897,-1.835806,2.0713154,2.0713154,-1.835806,0.10536605,0.10536605,-1.835806,1.010591,1.010591,-1.835806,4.7283958,4.7283926
-1.8348058,0.020613031,0.020613031,-1.8348058,0.20577074,0.20577074,-1.8348058,1.8057899,1.80579,-1.8348058,0.15784329,0.15784329,-1.8348058,1.4497375,1.4497375,-1.8348058,5.5280741,5.5280699,-1.8348058,0.024209299,0.024209299,-1.8348058,0.24151152,0.24151152,-1.8348058,2.0453485,2.0453485,-1.8348058,0.10553404,0.10553404,-1.8348058,1.012079,1.0120789,-1.8348058,4.7315291,4.7315259
-1.8338056,0.020686967,0.020686967,-1.8338056,0.20650623,0.20650623,-1.8338056,1.810934,1.810934,-1.8338056,0.15849418,0.15849418,-1.8338056,1.4548568,1.4548567,-1.8338056,5.5362566,5.5362524,-1.8338056,0.02377229,0.02377229,-1.8338056,0.23717223,0.23717223,-1.8338056,2.0173638,2.0173638,-1.8338056,0.10572704,0.10572704,-1.8338056,1.0137878,1.0137877,-1.8338056,4.735123,4.7351199
-1.8328055,0.020761172,0.020761172,-1.8328055,0.20724436,0.20724436,-1.8328055,1.8160872,1.8160872,-1.8328055,0.15914745,0.15914745,-1.8328055,1.4599867,1.4599866,-1.8328055,5.5444359,5.5444316,-1.8328055,0.023308247,0.023308247,-1.8328055,0.23256329,0.23256329,-1.8328055,1.9873162,1.9873162,-1.8328055,0.10594648,0.10594648,-1.8328055,1.0157298,1.0157298,-1.8328055,4.7392015,4.7391984
-1.8318053,0.020835647,0.020835647,-1.8318053,0.20798517,0.20798517,-1.8318053,1.8212496,1.8212497,-1.8318053,0.1598031,0.1598031,-1.8318053,1.4651272,1.4651271,-1.8318053,5.552612,5.5526077,-1.8318053,0.022817436,0.022817436,-1.8318053,0.22768717,0.22768717,-1.8318053,1.9551583,1.9551583,-1.8318053,0.10619368,0.10619368,-1.8318053,1.0179166,1.0179165,-1.8318053,4.7437862,4.7437832
-1.8308051,0.020910397,0.020910397,-1.8308051,0.20872866,0.20872866,-1.8308051,1.8264214,1.8264214,-1.8308051,0.16046114,0.16046114,-1.8308051,1.4702783,1.4702782,-1.8308051,5.5607849,5.5607806,-1.8308051,0.022300154,0.022300154,-1.8308051,0.22254662,0.22254662,-1.8308051,1.9208401,1.9208401,-1.8308051,0.10646986,0.10646986,-1.8308051,1.0203583,1.0203583,-1.8308051,4.7488963,4.7488933
-1.829805,0.020985423,0.020985423,-1.829805,0.20947488,0.20947488,-1.829805,1.8316025,1.8316026,-1.829805,0.16112158,0.16112158,-1.829805,1.4754399,1.4754398,-1.829805,5.5689546,5.5689502,-1.829805,0.021756727,0.021756727,-1.829805,0.21714469,0.21714469,-1.829805,1.8843089,1.8843089,-1.829805,0.10677613,0.10677613,-1.829805,1.0230645,1.0230644,-1.829805,4.754548,4.7545452
-1.8288048,0.021060727,0.021060727,-1.8288048,0.21022384,0.21022384,-1.8288048,1.8367932,1.8367932,-1.8288048,0.16178442,0.16178442,-1.8288048,1.4806121,1.480612,-1.8288048,5.5771211,5.5771167,-1.8288048,0.021187509,0.021187509,-1.8288048,0.21148472,0.21148472,-1.8288048,1.8455101,1.8455101,-1.8288048,0.10711345,0.10711345,-1.8288048,1.026043,1.026043,-1.8288048,4.7607548,4.760752
-1.8278046,0.021136313,0.021136313,-1.8278046,0.21097557,0.21097557,-1.8278046,1.8419934,1.8419935,-1.8278046,0.16244967,0.16244967,-1.8278046,1.4857948,1.4857947,-1.8278046,5.5852844,5.5852799,-1.8278046,0.020592884,0.020592884,-1.8278046,0.20557032,0.20557032,-1.8278046,1.8043866,1.8043866,-1.8278046,0.10748266,0.10748266,-1.8278046,1.0293009,1.0293008,-1.8278046,4.767527,4.7675243
-1.8268045,0.021212182,0.021212182,-1.8268045,0.21173009,0.21173009,-1.8268045,1.8472033,1.8472034,-1.8268045,0.16311734,0.16311734,-1.8268045,1.4909879,1.4909879,-1.8268045,5.5934445,5.59344,-1.8268045,0.019973264,0.019973264,-1.8268045,0.19940542,0.19940542,-1.8268045,1.7608795,1.7608795,-1.8268045,0.10788448,0.10788448,-1.8268045,1.0328435,1.0328435,-1.8268045,4.7748716,4.774869
-1.8258043,0.021288338,0.021288338,-1.8258043,0.21248742,0.21248742,-1.8258043,1.852423,1.852423,-1.8258043,0.16378743,0.16378743,-1.8258043,1.4961915,1.4961915,-1.8258043,5.6016013,5.6015968,-1.8258043,0.019329087,0.019329087,-1.8258043,0.19299423,0.19299423,-1.8258043,1.7149281,1.7149281,-1.8258043,0.10831945,0.10831945,-1.8258043,1.0366752,1.0366752,-1.8258043,4.7827926,4.78279
-1.8248041,0.021364782,0.021364782,-1.8248041,0.2132476,0.2132476,-1.8248041,1.8576524,1.8576525,-1.8248041,0.16445996,0.16445996,-1.8248041,1.5014056,1.5014055,-1.8248041,5.6097549,5.6097503,-1.8248041,0.018660823,0.018660823,-1.8248041,0.18634122,0.18634122,-1.8248041,1.6664705,1.6664705,-1.8248041,0.10878798,0.10878798,-1.8248041,1.0407987,1.0407987,-1.8248041,4.7912905,4.791288
-1.823804,0.021441516,0.021441516,-1.823804,0.21401063,0.21401063,-1.823804,1.8628917,1.8628918,-1.823804,0.16513493,0.16513493,-1.823804,1.50663,1.5066299,-1.823804,5.6179053,5.6179007,-1.823804,0.017968967,0.017968967,-1.823804,0.1794512,0.1794512,-1.823804,1.6154443,1.6154443,-1.823804,0.10929034,0.10929034,-1.823804,1.0452154,1.0452154,-1.823804,4.8003626,4.8003603
-1.8228038,0.021518544,0.021518544,-1.8228038,0.21477654,0.21477654,-1.8228038,1.8681409,1.868141,-1.8228038,0.16581235,0.16581235,-1.8228038,1.5118648,1.5118647,-1.8228038,5.6260525,5.6260478,-1.8228038,0.017254041,0.017254041,-1.8228038,0.17232924,0.17232924,-1.8228038,1.5617869,1.5617869,-1.8228038,0.10982662,0.10982662,-1.8228038,1.0499253,1.0499252,-1.8228038,4.8100031,4.8100008
-1.8218036,0.021595867,0.021595867,-1.8218036,0.21554536,0.21554536,-1.8218036,1.8734002,1.8734002,-1.8218036,0.16649223,0.16649222,-1.8218036,1.5171099,1.5171099,-1.8218036,5.6341964,5.6341917,-1.8218036,0.016516598,0.016516598,-1.8218036,0.16498068,0.16498068,-1.8218036,1.5054368,1.5054368,-1.8218036,0.11039676,0.11039676,-1.8218036,1.0549268,1.0549267,-1.8218036,4.8202026,4.8202005
-1.8208035,0.021673487,0.021673487,-1.8208035,0.21631711,0.21631711,-1.8208035,1.8786694,1.8786695,-1.8208035,0.16717456,0.16717456,-1.8208035,1.5223654,1.5223653,-1.8208035,5.6423371,5.6423323,-1.8208035,0.015757212,0.015757212,-1.8208035,0.15741119,0.15741119,-1.8208035,1.4463346,1.4463346,-1.8208035,0.11100057,0.11100057,-1.8208035,1.0602171,1.0602171,-1.8208035,4.830949,4.830947
-1.8198033,0.021751406,0.021751406,-1.8198033,0.2170918,0.2170918,-1.8198033,1.8839488,1.8839489,-1.8198033,0.16785937,0.16785937,-1.8198033,1.5276311,1.527631,-1.8198033,5.6504745,5.6504697,-1.8198033,0.014976489,0.014976489,-1.8198033,0.14962667,0.14962667,-1.8198033,1.3844242,1.3844241,-1.8198033,0.11163768,0.11163768,-1.8198033,1.0657919,1.0657919,-1.8198033,4.842227,4.8422251
-1.8188031,0.021829627,0.021829627,-1.8188031,0.21786945,0.21786945,-1.8188031,1.8892383,1.8892384,-1.8188031,0.16854665,0.16854665,-1.8188031,1.5329071,1.532907,-1.8188031,5.6586087,5.6586039,-1.8188031,0.014175057,0.014175057,-1.8188031,0.14163335,0.14163335,-1.8188031,1.3196546,1.3196546,-1.8188031,0.11230758,0.11230758,-1.8188031,1.0716456,1.0716456,-1.8188031,4.8540185,4.8540167
-1.817803,0.021908152,0.021908152,-1.817803,0.21865009,0.21865009,-1.817803,1.894538,1.894538,-1.817803,0.16923642,0.16923642,-1.817803,1.5381933,1.5381932,-1.817803,5.6667396,5.6667348,-1.817803,0.013353572,0.013353572,-1.817803,0.1334377,0.1334377,-1.817803,1.2519821,1.251982,-1.817803,0.11300961,0.11300961,-1.817803,1.0777712,1.0777711,-1.817803,4.8663029,4.8663011
-1.8168028,0.021986982,0.021986982,-1.8168028,0.21943374,0.21943374,-1.8168028,1.8998479,1.8998479,-1.8168028,0.16992868,0.16992868,-1.8168028,1.5434897,1.5434896,-1.8168028,5.6748673,5.6748624,-1.8168028,0.012512714,0.012512714,-1.8168028,0.12504647,0.12504647,-1.8168028,1.1813723,1.1813722,-1.8168028,0.11374297,0.11374297,-1.8168028,1.0841604,1.0841604,-1.8168028,4.8790568,4.8790552
-1.8158026,0.02206612,0.02206612,-1.8158026,0.2202204,0.2202204,-1.8158026,1.905168,1.905168,-1.8158026,0.17062345,0.17062345,-1.8158026,1.5487962,1.5487961,-1.8158026,5.6829917,5.6829868,-1.8158026,0.011653187,0.011653187,-1.8158026,0.11646669,0.11646669,-1.8158026,1.107803,1.1078029,-1.8158026,0.11450673,0.11450673,-1.8158026,1.0908039,1.0908039,-1.8158026,4.8922551,4.8922535
-1.8148025,0.022145567,0.022145567,-1.8148025,0.22101011,0.22101011,-1.8148025,1.9104984,1.9104984,-1.8148025,0.17132072,0.17132072,-1.8148025,1.5541129,1.5541128,-1.8148025,5.6911129,5.6911079,-1.8148025,0.01077572,0.01077572,-1.8148025,0.10770565,0.10770565,-1.8148025,1.0312673,1.0312672,-1.8148025,0.11529981,0.11529981,-1.8148025,1.097691,1.097691,-1.8148025,4.9058702,4.9058687
-1.8138023,0.022225325,0.022225325,-1.8138023,0.22180288,0.22180288,-1.8138023,1.915839,1.9158391,-1.8138023,0.1720205,0.1720205,-1.8138023,1.5594397,1.5594396,-1.8138023,5.6992308,5.6992258,-1.8138023,0.0098810644,0.0098810644,-1.8138023,0.098770892,0.098770892,-1.8138023,0.9517767,0.95177664,-1.8138023,0.11612103,0.11612103,-1.8138023,1.1048102,1.1048102,-1.8138023,4.9198731,4.9198716
-1.8128021,0.022305395,0.022305395,-1.8128021,0.22259872,0.22259872,-1.8128021,1.92119,1.9211901,-1.8128021,0.17272281,0.17272281,-1.8128021,1.5647765,1.5647764,-1.8128021,5.7073454,5.7073404,-1.8128021,0.008969996,0.008969996,-1.8128021,0.089670215,0.089670215,-1.8128021,0.86936518,0.86936511,-1.8128021,0.11696908,0.11696908,-1.8128021,1.1121488,1.1121488,-1.8128021,4.9342331,4.9342317
-1.811802,0.02238578,0.02238578,-1.811802,0.22339764,0.22339764,-1.811802,1.9265513,1.9265513,-1.811802,0.17342764,0.17342764,-1.811802,1.5701234,1.5701233,-1.811802,5.7154567,5.7154517,-1.811802,0.0080433115,0.0080433115,-1.811802,0.080411666,0.080411666,-1.811802,0.78409252,0.78409244,-1.811802,0.11784255,0.11784255,-1.811802,1.1196933,1.1196933,-1.811802,4.9489183,4.9489171
-1.8108018,0.022466481,0.022466481,-1.8108018,0.22419968,0.22419968,-1.8108018,1.9319229,1.9319229,-1.8108018,0.17413502,0.17413502,-1.8108018,1.5754803,1.5754802,-1.8108018,5.7235648,5.7235597,-1.8108018,0.0071018298,0.0071018298,-1.8108018,0.071003531,0.071003531,-1.8108018,0.69604815,0.69604807,-1.8108018,0.11873991,0.11873991,-1.8108018,1.1274295,1.1274295,-1.8108018,4.9638959,4.9638947
-1.8098016,0.0225475,0.0225475,-1.8098016,0.22500483,0.22500483,-1.8098016,1.9373048,1.9373049,-1.8098016,0.17484494,0.17484494,-1.8098016,1.5808472,1.5808471,-1.8098016,5.7316696,5.7316645,-1.8098016,0.0061463904,0.0061463904,-1.8098016,0.06145433,0.06145433,-1.8098016,0.60535447,0.60535437,-1.8098016,0.11965958,0.11965958,-1.8098016,1.1353423,1.1353422,-1.8098016,4.9791322,4.979131
-1.8088015,0.022628837,0.022628837,-1.8088015,0.22581312,0.22581312,-1.8088015,1.942697,1.9426971,-1.8088015,0.17555741,0.17555741,-1.8088015,1.586224,1.5862239,-1.8088015,5.7397711,5.7397659,-1.8088015,0.0051778532,0.0051778532,-1.8088015,0.051772807,0.051772807,-1.8088015,0.51216955,0.51216945,-1.8088015,0.12059985,0.12059985,-1.8088015,1.143416,1.143416,-1.8088015,4.9945929,4.9945918
-1.8078013,0.022710495,0.022710495,-1.8078013,0.22662455,0.22662455,-1.8078013,1.9480996,1.9480996,-1.8078013,0.17627244,0.17627244,-1.8078013,1.5916107,1.5916106,-1.8078013,5.7478693,5.7478641,-1.8078013,0.0041970975,0.0041970975,-1.8078013,0.041967926,0.041967926,-1.8078013,0.41668894,0.41668884,-1.8078013,0.12155899,0.12155899,-1.8078013,1.1516346,1.1516346,-1.8078013,5.0102435,5.0102425
-1.8068011,0.022792474,0.022792474,-1.8068011,0.22743915,0.22743915,-1.8068011,1.9535124,1.9535125,-1.8068011,0.17699004,0.17699004,-1.8068011,1.5970073,1.5970072,-1.8068011,5.7559643,5.755959,-1.8068011,0.0032050214,0.0032050214,-1.8068011,0.032048856,0.032048856,-1.8068011,0.31914611,0.31914601,-1.8068011,0.12253515,0.12253515,-1.8068011,1.1599814,1.1599814,-1.8068011,5.0260494,5.0260484
-1.805801,0.022874777,0.022874777,-1.805801,0.22825691,0.22825691,-1.805801,1.9589355,1.9589356,-1.805801,0.17771022,0.17771022,-1.805801,1.6024138,1.6024137,-1.805801,5.7640559,5.7640506,-1.805801,0.0022025408,0.0022025408,-1.805801,0.022024967,0.022024967,-1.805801,0.21981133,0.21981122,-1.805801,0.12352648,0.12352648,-1.805801,1.1684395,1.1684395,-1.805801,5.0419761,5.0419751
-1.8048008,0.022957404,0.022957404,-1.8048008,0.22907786,0.22907786,-1.8048008,1.9643689,1.9643689,-1.8048008,0.17843298,0.17843298,-1.8048008,1.6078301,1.60783,-1.8048008,5.7721443,5.7721389,-1.8048008,0.001190589,0.001190589,-1.8048008,0.011905821,0.01190582,-1.8048008,0.1189887,0.11898858,-1.8048008,0.12453104,0.12453104,-1.8048008,1.1769917,1.1769916,-1.8048008,5.0579893,5.0579883
-1.8038006,0.023040356,0.023040356,-1.8038006,0.22990201,0.22990201,-1.8038006,1.9698124,1.9698125,-1.8038006,0.17915833,0.17915833,-1.8038006,1.6132561,1.613256,-1.8038006,5.7802293,5.7802239,-1.8038006,0.00017011546,0.00017011546,-1.8038006,0.0017011544,0.0017011543,-1.8038006,0.017011341,0.017011218,-1.8038006,0.12554689,0.12554689,-1.8038006,1.1856206,1.1856205,-1.8038006,5.0740551,5.0740542
-1.8028005,0.023123634,0.023123634,-1.8028005,0.23072935,0.23072935,-1.8028005,1.9752662,1.9752663,-1.8028005,0.17988627,0.17988627,-1.8028005,1.6186919,1.6186918,-1.8028005,5.7883111,5.7883056,-1.8028005,0.00085791488,0.00085791488,-1.8028005,0.0085791228,0.0085791229,-1.8028005,0.085765202,0.085765329,-1.8028005,0.12657204,0.12657204,-1.8028005,1.1943087,1.1943087,-1.8028005,5.0901404,5.0901394
-1.8018003,0.02320724,0.02320724,-1.8018003,0.23155992,0.23155992,-1.8018003,1.9807301,1.9807302,-1.8018003,0.18061683,0.18061683,-1.8018003,1.6241374,1.6241373,-1.8018003,5.7963895,5.796384,-1.8018003,0.0018925224,0.0018925224,-1.8018003,0.018924945,0.018924945,-1.8018003,0.18897097,0.1889711,-1.8018003,0.12760449,0.12760449,-1.8018003,1.2030386,1.2030386,-1.8018003,5.1062125,5.1062116
-1.8008001,0.023291174,0.023291174,-1.8008001,0.2323937,0.2323937,-1.8008001,1.9862042,1.9862042,-1.8008001,0.18134999,0.18134999,-1.8008001,1.6295926,1.6295925,-1.8008001,5.8044646,5.8044591,-1.8008001,0.0029327138,0.0029327138,-1.8008001,0.029326098,0.029326098,-1.8008001,0.29223054,0.29223067,-1.8008001,0.12864222,0.12864222,-1.8008001,1.2117929,1.2117929,-1.8008001,5.1222399,5.1222389
-1.7998,0.023375437,0.023375437,-1.7998,0.23323071,0.23323071,-1.7998,1.9916882,1.9916883,-1.7998,0.18208578,0.18208578,-1.7998,1.6350575,1.6350574,-1.7998,5.8125364,5.8125308,-1.7998,0.0039774829,0.0039774829,-1.7998,0.039772234,0.039772234,-1.7998,0.39517226,0.39517239,-1.7998,0.12968322,0.12968322,-1.7998,1.2205542,1.2205542,-1.7998,5.1381917,5.1381908
-1.7987998,0.02346003,0.02346003,-1.7987998,0.23407096,0.23407096,-1.7987998,1.9971823,1.9971824,-1.7987998,0.1828242,0.1828242,-1.7987998,1.6405319,1.6405318,-1.7987998,5.8206049,5.8205993,-1.7987998,0.0050258118,0.0050258118,-1.7987998,0.050252883,0.050252883,-1.7987998,0.49743717,0.4974373,-1.7987998,0.13072548,0.13072548,-1.7987998,1.2293055,1.2293055,-1.7987998,5.1540383,5.1540374
-1.7977996,0.023544954,0.023544954,-1.7977996,0.23491445,0.23491445,-1.7977996,2.0026864,2.0026864,-1.7977996,0.18356525,0.18356525,-1.7977996,1.646016,1.6460159,-1.7977996,5.8286701,5.8286644,-1.7977996,0.0060766714,0.0060766714,-1.7977996,0.060757462,0.060757462,-1.7977996,0.59868689,0.59868702,-1.7977996,0.13176699,0.13176699,-1.7977996,1.23803,1.2380299,-1.7977996,5.1697511,5.1697501
-1.7967995,0.023630209,0.023630209,-1.7967995,0.23576119,0.23576119,-1.7967995,2.0082003,2.0082004,-1.7967995,0.18430895,0.18430895,-1.7967995,1.6515095,1.6515094,-1.7967995,5.836732,5.8367262,-1.7967995,0.0071290228,0.0071290228,-1.7967995,0.071275291,0.071275291,-1.7967995,0.69861016,0.69861029,-1.7967995,0.13280576,0.13280576,-1.7967995,1.2467111,1.246711,-1.7967995,5.1853026,5.1853016
-1.7957993,0.023715796,0.023715796,-1.7957993,0.23661118,0.23661118,-1.7957993,2.013724,2.0137241,-1.7957993,0.1850553,0.1850553,-1.7957993,1.6570126,1.6570125,-1.7957993,5.8447905,5.8447847,-1.7957993,0.0081818182,0.0081818182,-1.7957993,0.081795606,0.081795606,-1.7957993,0.79692757,0.7969277,-1.7957993,0.13383985,0.13383985,-1.7957993,1.2553326,1.2553325,-1.7957993,5.2006666,5.2006655
