x_fwd_H0,y_fwd_H0,x_fwd_H1,y_fwd_H1,x_fwd_H2,y_fwd_H2,x_fwd_H3.5,y_fwd_H3.5,x_fwd_H5,y_fwd_H5,x_back_H0,y_back_H0,x_back_H1,y_back_H1,x_back_H2,y_back_H2,x_back_H3.5,y_back_H3.5,x_back_H5,y_back_H5
0.63875423,-0.76176183,7.0364522,6.8698326,-0.60264507,0.75256925,-0.24241752,0.29841941,-0.15192977,0.18638727,0.032017958,-0.038183791,0.033894983,-0.040109413,0.035804395,-0.042316435,0.0392365,-0.046435827,0.043576548,-0.051315293
0.65270566,-0.75010424,6.9195246,7.0130596,-0.61685905,0.74123331,-0.24801007,0.29389489,-0.15541646,0.18355747,0.032717282,-0.037599447,0.034631923,-0.039492687,0.03658309,-0.041663677,0.040088245,-0.045720285,0.044516492,-0.050522806
0.66644063,-0.73818655,6.7996987,7.1543148,-0.6308569,0.72962553,-0.253517,0.28926423,-0.15884972,0.18066158,0.033405756,-0.037002065,0.035357424,-0.038862231,0.037349687,-0.040996421,0.040926747,-0.044988909,0.0454418,-0.049712874
0.67995423,-0.72601284,6.6770072,7.2935397,-0.64463335,0.71775011,-0.25893627,0.28452907,-0.16222827,0.17770063,0.034083133,-0.03639185,0.036071227,-0.038218262,0.038103912,-0.040314894,0.041751707,-0.044241949,0.046352144,-0.04888577
0.69324162,-0.71358726,6.5514841,7.4306765,-0.65818321,0.70561131,-0.26426586,0.27969111,-0.16555087,0.17467567,0.034749172,-0.03576901,0.036773076,-0.037560999,0.038845498,-0.039619329,0.042562832,-0.043479658,0.047247201,-0.048041777
0.70629806,-0.70091409,6.4231646,7.5656678,-0.6715014,0.69321351,-0.26950381,0.27475206,-0.16881629,0.17158777,0.035403634,-0.03513376,0.03746272,-0.036890668,0.039574179,-0.038909963,0.043359835,-0.042702296,0.048126653,-0.04718118
0.71911887,-0.68799767,6.2920849,7.6984569,-0.68458291,0.68056121,-0.27464818,0.26971368,-0.1720233,0.16843803,0.036046286,-0.034486316,0.038139914,-0.036207498,0.040289695,-0.038187039,0.04414243,-0.041910129,0.048990189,-0.046304271
0.73169946,-0.67484244,6.1582826,7.8289877,-0.6974228,0.66765896,-0.27969705,0.26457778,-0.17517074,0.16522756,0.036676896,-0.033826902,0.038804415,-0.035511723,0.040991791,-0.037450805,0.044910339,-0.041103427,0.049837503,-0.04541135
0.74403532,-0.66145293,6.0217962,7.9572046,-0.71001625,0.65451146,-0.28464856,0.25934618,-0.17825743,0.16195751,0.037295239,-0.033155744,0.039455986,-0.034803584,0.041680216,-0.036701513,0.04566329,-0.040282466,0.050668292,-0.04450272
0.75612205,-0.64783375,5.8826655,8.0830529,-0.72235853,0.64112345,-0.28950088,0.25402076,-0.18128222,0.15862906,0.037901093,-0.032473074,0.040094394,-0.034083322,0.042354725,-0.035939421,0.046401013,-0.039447527,0.051482263,-0.043578692
0.7679553,-0.63398961,5.7409313,8.2064783,-0.73444498,0.62749982,-0.2942522,0.24860343,-0.184244,0.15524337,0.038494242,-0.031779128,0.040719409,-0.033351187,0.043015075,-0.035164791,0.047123246,-0.038598898,0.052279127,-0.042639581
0.77953084,-0.61992528,5.5966355,8.3274274,-0.74627104,0.6136455,-0.29890076,0.24309612,-0.18714167,0.15180168,0.039074473,-0.031074145,0.04133081,-0.03260743,0.043661032,-0.03437789,0.047829733,-0.037736868,0.053058599,-0.041685709
0.79084451,-0.60564563,5.4498213,8.4458474,-0.75783227,0.59956555,-0.30344484,0.23750082,-0.18997416,0.14830521,0.039641579,-0.030358368,0.041928376,-0.031852309,0.044292363,-0.033578988,0.048520219,-0.036861734,0.053820404,-0.040717402
0.80189227,-0.59115559,5.3005326,8.5616863,-0.76912432,0.58526508,-0.30788276,0.23181953,-0.19274042,0.14475521,0.040195355,-0.029632046,0.042511893,-0.031086084,0.044908845,-0.032768361,0.049194461,-0.035973798,0.054564271,-0.039734991
0.81267015,-0.57646019,5.1488148,8.6748929,-0.78014291,0.57074931,-0.31221287,0.22605429,-0.19543942,0.14115296,0.040735603,-0.02889543,0.043081154,-0.030309021,0.045510255,-0.031946289,0.049852217,-0.035073364,0.055289935,-0.038738815
0.82317429,-0.56156452,4.994714,8.7854167,-0.79088391,0.55602354,-0.31643357,0.22020719,-0.19807016,0.13749975,0.041262129,-0.028148775,0.043635953,-0.029521388,0.04609638,-0.031113056,0.050493252,-0.034160744,0.055997138,-0.037729214
0.83340091,-0.54647375,4.8382775,8.893208,-0.80134325,0.54109314,-0.32054328,0.21428031,-0.20063168,0.1337969,0.041774745,-0.02739234,0.044176093,-0.028723457,0.046667008,-0.03026895,0.051117339,-0.033236252,0.056685629,-0.036706536
0.84334635,-0.53119311,4.6795536,8.9982181,-0.81151701,0.52596357,-0.32454049,0.20827581,-0.20312301,0.13004573,0.042273266,-0.026626389,0.044701379,-0.027915506,0.047221937,-0.029414263,0.051724254,-0.032300207,0.057355162,-0.035671132
0.85300703,-0.51572792,4.5185917,9.1003989,-0.82140133,0.51064037,-0.32842371,0.20219583,-0.20554325,0.1262476,0.042757514,-0.025851186,0.045211624,-0.027097815,0.047760967,-0.028549291,0.05231378,-0.031352931,0.0580055,-0.034623359
0.8623795,-0.50008355,4.3554421,9.1997034,-0.8309925,0.49512913,-0.33219151,0.19604258,-0.20789149,0.12240387,0.043227315,-0.025067002,0.045706645,-0.026270667,0.048283905,-0.027674335,0.052885708,-0.030394754,0.058636411,-0.033563577
0.87146038,-0.48426545,4.1901561,9.2960853,-0.84028688,0.47943554,-0.33584248,0.18981828,-0.21016687,0.11851594,0.0436825,-0.02427411,0.046186263,-0.02543435,0.048790564,-0.026789696,0.053439833,-0.029426005,0.059247671,-0.032492151
0.88024642,-0.46827912,4.0227859,9.3894994,-0.84928099,0.46356536,-0.33937527,0.18352516,-0.21236854,0.1145852,0.044122905,-0.023472785,0.046650307,-0.024589155,0.049280763,-0.025895683,0.053975957,-0.028447021,0.059839061,-0.031409452
0.88873445,-0.45213013,3.8533848,9.4799013,-0.85797141,0.44752439,-0.34278858,0.17716551,-0.2144957,0.11061306,0.044548373,-0.022663307,0.047098611,-0.023735376,0.049754326,-0.024992606,0.054493889,-0.02745814,0.060410372,-0.030315852
0.89692144,-0.43582411,3.6820069,9.5672475,-0.86635488,0.43131853,-0.34608112,0.17074163,-0.21654755,0.10660098,0.044958751,-0.021845957,0.047531014,-0.022873308,0.050211084,-0.024080778,0.054993444,-0.026459705,0.0609614,-0.029211728
0.90480443,-0.41936674,3.5087073,9.6514957,-0.87442822,0.41495372,-0.3492517,0.16425583,-0.21852334,0.10255038,0.045353891,-0.021021022,0.047947361,-0.022003254,0.050650872,-0.023160517,0.055474443,-0.025452063,0.061491949,-0.028097464
0.9123806,-0.40276378,3.333542,9.7326043,-0.88218839,0.39843597,-0.35229912,0.15771047,-0.22042235,0.098462734,0.045733651,-0.020188788,0.048347502,-0.021125516,0.051073533,-0.022232143,0.055936715,-0.024435561,0.062001829,-0.026973442
0.91964723,-0.38602101,3.1565678,9.810533,-0.88963245,0.38177135,-0.35522225,0.1511079,-0.22224386,0.094339521,0.046097896,-0.019349546,0.048731294,-0.020240399,0.051478916,-0.021295978,0.056380093,-0.023410554,0.06249086,-0.025840052
0.92660169,-0.36914429,2.9778424,9.8852424,-0.89675761,0.36496599,-0.35802002,0.14445052,-0.22398721,0.090182228,0.046446493,-0.01850359,0.049098599,-0.019348212,0.051866876,-0.020352348,0.056804421,-0.022377397,0.062958866,-0.024697687
0.9332415,-0.3521395,2.7974245,9.956694,-0.90356116,0.34802607,-0.36069139,0.13774075,-0.22565176,0.085992356,0.046779317,-0.017651214,0.049449285,-0.018449267,0.052237272,-0.019401583,0.057209546,-0.021336449,0.063405681,-0.023546741
0.93956427,-0.3350126,2.6153733,10.024851,-0.91004053,0.33095781,-0.36323536,0.13098101,-0.22723689,0.08177142,0.04709625,-0.016792717,0.049783226,-0.017543878,0.052589973,-0.018444013,0.057595323,-0.020288072,0.063831146,-0.022387612
0.94556771,-0.31776957,2.4317492,10.089676,-0.91619328,0.31376751,-0.36565099,0.12417374,-0.22874203,0.077520946,0.047397176,-0.0159284,0.050100302,-0.01663236,0.052924852,-0.017479972,0.057961614,-0.01923263,0.064235109,-0.021220703
0.95124968,-0.30041644,2.246613,10.151135,-0.92201709,0.29646148,-0.36793739,0.11732143,-0.23016661,0.073242468,0.047681989,-0.015058563,0.050400401,-0.015715031,0.053241788,-0.016509797,0.058308289,-0.01817049,0.064617427,-0.020046418
0.95660813,-0.2829593,2.0600265,10.209194,-0.92750975,0.27904611,-0.3700937,0.11042654,-0.23151011,0.068937535,0.047950584,-0.014183513,0.050683413,-0.014792213,0.053540668,-0.015533825,0.058635224,-0.017102022,0.064977961,-0.018865163
0.96164114,-0.26540423,1.8720522,10.263819,-0.93266918,0.26152781,-0.37211914,0.10349159,-0.23277204,0.064607701,0.048202867,-0.013303554,0.050949237,-0.013864228,0.053821386,-0.014552398,0.0589423,-0.016027597,0.065316586,-0.017677348
0.96634688,-0.24775741,1.6827534,10.31498,-0.93749345,0.24391303,-0.37401294,0.096519085,-0.23395193,0.060254532,0.048438745,-0.012418996,0.051197778,-0.0129314,0.054083839,-0.013565858,0.05922941,-0.01494759,0.065633178,-0.016483386
0.97072368,-0.230025,1.4921939,10.362645,-0.94198072,0.22620826,-0.3757744,0.089511554,-0.23504936,0.055879601,0.048658135,-0.011530148,0.051428946,-0.011994055,0.054327934,-0.012574548,0.05949645,-0.013862377,0.065927626,-0.015283689
0.97476995,-0.21221322,1.3004384,10.406785,-0.94612929,0.20842004,-0.37740288,0.082471541,-0.23606392,0.05148449,0.048860957,-0.010637321,0.051642659,-0.011052521,0.054553584,-0.011578817,0.059743324,-0.012772334,0.066199825,-0.014078675
0.97848424,-0.1943283,1.1075522,10.447372,-0.94993761,0.19055493,-0.37889776,0.075401601,-0.23699524,0.047070786,0.049047138,-0.0097408283,0.051838839,-0.010107128,0.054760707,-0.01057901,0.059969944,-0.011677843,0.066449677,-0.012868762
0.98186522,-0.17637653,0.91360108,10.484379,-0.95340424,0.17261951,-0.3802585,0.068304299,-0.23784297,0.042640085,0.049216612,-0.0088409843,0.052017417,-0.0091582059,0.054949228,-0.0095754783,0.06017623,-0.010579284,0.066677093,-0.01165437
0.98491167,-0.15836418,0.71865165,10.51778,-0.95652785,0.1546204,-0.38148459,0.06118221,-0.23860681,0.038193989,0.049369317,-0.0079381041,0.052178327,-0.0082060876,0.055119081,-0.0085685716,0.060362107,-0.009477041,0.066881992,-0.01043592
0.98762248,-0.14029758,0.52277103,10.547551,-0.95930728,0.13656424,-0.38257557,0.054037921,-0.23928647,0.033734103,0.049505198,-0.0070325045,0.052321513,-0.0072511062,0.055270205,-0.0075586421,0.060527509,-0.0083714972,0.067064302,-0.0092138363
0.9899967,-0.12218307,0.3260269,10.573669,-0.96174146,0.1184577,-0.38353105,0.046874026,-0.23988172,0.02926204,0.049624207,-0.006124503,0.052446923,-0.0062935958,0.055402544,-0.0065460428,0.060672376,-0.0072630382,0.067223956,-0.0079885422
0.99203345,-0.10402698,0.1284875,10.596111,-0.96382949,0.10030746,-0.38435066,0.039693124,-0.24039232,0.024779416,0.049726301,-0.005214418,0.052554511,-0.005333892,0.055516052,-0.0055311277,0.060796658,-0.0061520507,0.067360898,-0.006760464
0.99373202,-0.085835707,-0.069778411,10.614857,-0.96557057,0.082120218,-0.3850341,0.032497823,-0.24081809,0.020287849,0.049811442,-0.0043025688,0.052644239,-0.0043723306,0.055610688,-0.0045142516,0.060900309,-0.005038922,0.067475079,-0.0055300281
0.99509178,-0.067615615,-0.26870156,10.629887,-0.96696405,0.063902688,-0.38558113,0.025290736,-0.24115889,0.015788963,0.049879601,-0.0033892752,0.052716075,-0.0034092486,0.055686417,-0.0034957701,0.060983292,-0.0039240402,0.067566459,-0.0042976622
0.99611225,-0.049373101,-0.46821221,10.641183,-0.9680094,0.045661597,-0.38599154,0.01807448,-0.24141457,0.011284383,0.049930753,-0.0024748578,0.052769994,-0.0024449832,0.055743213,-0.0024760395,0.061045578,-0.0028077942,0.067635004,-0.0030637945
0.99679306,-0.031114565,-0.66824018,10.648729,-0.96870622,0.027403679,-0.38626517,0.010851675,-0.24158506,0.0067757357,0.049964879,-0.0015596372,0.052805975,-0.0014798722,0.055781055,-0.0014554163,0.061087144,-0.0016905734,0.067680691,-0.0018288538
0.99713397,-0.012846414,-0.86871483,10.652509,-0.96905425,0.0091356756,-0.38640193,0.003624945,-0.24167029,0.0022646507,0.049981968,-0.00064393458,0.052824005,-0.0005142537,0.055799929,-0.00043425759,0.061107976,-0.00057276734,0.067703502,-0.00059326926
0.99713486,0.0054249431,-1.0695652,10.652508,-0.96905337,-0.0091356673,-0.38640176,-0.003603087,-0.24167022,-0.0022472429,0.049982012,0.00027192867,0.052824079,0.00045153403,0.055799829,0.0005870796,0.061108066,0.00054523398,0.06770343,0.00064252968
0.99679572,0.023693094,-1.2707198,10.648715,-0.96870356,-0.027403604,-0.38626467,-0.010829796,-0.24158486,-0.0067583156,0.049965012,0.0011876312,0.052806197,0.0014171527,0.055780755,0.001608238,0.061087414,0.0016630406,0.067680475,0.0018781135
0.99611668,0.04195163,-1.4721069,10.641116,-0.96800497,-0.045661388,-0.38599072,-0.018052557,-0.24141425,-0.011266938,0.049930975,0.0021028518,0.052770364,0.0023822639,0.055742713,0.0026288604,0.061046027,0.0027802626,0.067634644,0.0031130529
0.99509798,0.060194144,-1.6736545,10.629704,-0.96695787,-0.06390228,-0.38557999,-0.025268748,-0.24115843,-0.015771481,0.049879912,0.0030172693,0.052716594,0.0033465297,0.055685717,0.0036485899,0.060983921,0.0038965104,0.067565955,0.0043469185
0.99373999,0.078414236,-1.8752902,10.614467,-0.96556264,-0.082119543,-0.38503264,-0.032475749,-0.24081752,-0.020270319,0.049811842,0.0039305629,0.052644906,0.0043096124,0.055609788,0.0046670698,0.060901118,0.0050113946,0.067474432,0.0055792817
0.9920432,0.096605513,-2.0769413,10.5954,-0.96381982,-0.10030645,-0.38434888,-0.039670943,-0.24039163,-0.024761826,0.049726789,0.0048424121,0.052555325,0.0052711744,0.055514952,0.005683944,0.060797647,0.0061245263,0.067360107,0.0068097142
0.99000822,0.11476159,-2.2785349,10.572497,-0.96173006,-0.1184563,-0.38352897,-0.046851717,-0.23988091,-0.029244381,0.049624784,0.0057524971,0.052447885,0.0062308791,0.055401244,0.0066988569,0.060673546,0.0072355174,0.067223021,0.0080377884
0.98763577,0.13287611,-2.4799979,10.545752,-0.95929416,-0.13656238,-0.3825732,-0.054015466,-0.23928557,-0.033716363,0.049505864,0.0066604986,0.052322624,0.0071883904,0.055268705,0.0077114535,0.060528858,0.0083439805,0.067063222,0.0092630777
0.98492673,0.15094271,-2.6812571,10.515162,-0.95651304,-0.15461801,-0.38148193,-0.061159589,-0.23860581,-0.038176159,0.049370072,0.0075660982,0.052179586,0.008143373,0.055117381,0.00872138,0.060363636,0.0094495291,0.066880769,0.010485156
0.98188206,0.16895505,-2.8822389,10.480726,-0.95338776,-0.17261653,-0.38025557,-0.068281492,-0.23784188,-0.042622157,0.049217456,0.0084689783,0.052018824,0.0090954926,0.054947328,0.0097282833,0.060177939,0.010551778,0.066675726,0.0117036
0.97850285,0.18690683,-3.0828697,10.442443,-0.94991949,-0.19055129,-0.37889457,-0.075378593,-0.23699407,-0.047052751,0.049048071,0.0093688224,0.051840394,0.010044416,0.054758606,0.010731811,0.059971833,0.011650342,0.066448166,0.012917985
0.97479033,0.20479174,-3.2830757,10.400315,-0.94610955,-0.20841569,-0.37739944,-0.082448314,-0.23606269,-0.051466342,0.048861978,0.010265315,0.051644362,0.01098981,0.054551284,0.011731614,0.059745392,0.01274484,0.06619817,0.014127891
0.97074583,0.22260353,-3.4827832,10.354343,-0.94195937,-0.22620314,-0.37577073,-0.089488092,-0.23504808,-0.055861335,0.048659245,0.011158142,0.051430797,0.011931346,0.054325434,0.012727341,0.059498698,0.01383489,0.065925828,0.015332897
0.96637081,0.24033594,-3.6819183,10.304532,-0.93747054,-0.24390707,-0.37400905,-0.096495373,-0.2339506,-0.060236142,0.048439944,0.01204699,0.051199777,0.012868693,0.054081139,0.013718645,0.059231838,0.014920111,0.065631236,0.016532584
0.96166683,0.25798276,-3.880407,10.250887,-0.93264475,-0.26152095,-0.37211505,-0.10346762,-0.23277067,-0.064589184,0.048204155,0.012931548,0.050951384,0.013801523,0.053818486,0.01470518,0.058944908,0.016000127,0.0653145,0.017726537
0.9566356,0.27553782,-4.0781754,10.193414,-0.92748381,-0.27903831,-0.37008944,-0.11040229,-0.23150872,-0.068918888,0.047951961,0.013811507,0.050685708,0.01472951,0.053537568,0.015686602,0.058638011,0.01707456,0.064975732,0.018914342
0.95127892,0.29299497,-4.2751496,10.132122,-0.9219897,-0.29645268,-0.36793296,-0.11729689,-0.23016521,-0.073223691,0.047683454,0.014686557,0.050402844,0.015652331,0.053238488,0.016662567,0.058311256,0.018143038,0.064615054,0.020095586
0.94559872,0.3103481,-4.4712558,10.06702,-0.91616447,-0.31375764,-0.36564642,-0.12414891,-0.22874064,-0.077502037,0.047398731,0.015556394,0.050102894,0.016569662,0.052921352,0.017632736,0.057964761,0.019205188,0.064232593,0.02126986
0.93959705,0.32759113,-4.6664202,9.9981194,-0.91001034,-0.33094683,-0.36323066,-0.13095587,-0.22723552,-0.081752381,0.047097893,0.016420711,0.049785966,0.017481182,0.052586273,0.01859677,0.057598649,0.02026064,0.063828487,0.022436757
0.93327606,0.34471803,-4.8605692,9.9254325,-0.90352963,-0.34801393,-0.36068659,-0.1377153,-0.22565042,-0.085973189,0.046781049,0.017279208,0.049452172,0.018386574,0.052233372,0.019554333,0.057213051,0.021309029,0.063402878,0.023595872
0.92663802,0.36172282,-5.0536291,9.848973,-0.89672479,-0.36495264,-0.35801514,-0.14442475,-0.22398591,-0.090162936,0.046448314,0.018131584,0.049101635,0.019285522,0.051862776,0.020505091,0.056808106,0.022349989,0.06295592,0.024746805
0.91968533,0.37859954,-5.2455267,9.7687563,-0.88959839,-0.38175673,-0.35521731,-0.1510818,-0.22224261,-0.094320109,0.046099805,0.01897754,0.048734478,0.020177711,0.051474617,0.021448712,0.056383958,0.023383158,0.06248777,0.025889156
0.91242048,0.39534231,-5.4361887,9.6847991,-0.88215313,-0.39842005,-0.35229413,-0.15768404,-0.22042116,-0.098443207,0.04573565,0.019816782,0.048350834,0.021062831,0.051069034,0.022384869,0.055940759,0.024408178,0.061998597,0.02702253
0.90484608,0.41194527,-5.6255422,9.5971195,-0.87439181,-0.41493644,-0.3492467,-0.16422908,-0.21852223,-0.10253074,0.045355979,0.020649016,0.047950841,0.021940573,0.050646173,0.023313235,0.055478667,0.025424693,0.061488573,0.028146536
0.89696486,0.42840264,-5.8135144,9.5057371,-0.86631738,-0.43129986,-0.34607613,-0.17071455,-0.21654652,-0.10658124,0.044960928,0.021473952,0.047534643,0.022810631,0.050206185,0.024233487,0.054997847,0.026432351,0.060957881,0.029260785
0.88877964,0.44470866,-6.0000329,9.4106729,-0.85793287,-0.44750429,-0.34278361,-0.1771381,-0.21449476,-0.11059324,0.044550639,0.022291301,0.047102388,0.023672701,0.049749228,0.025145305,0.054498471,0.0274308,0.060406711,0.030364891
0.88029338,0.46085765,-6.1850256,9.3119493,-0.84924146,-0.46354378,-0.33937035,-0.18349742,-0.21236771,-0.11456528,0.044125259,0.023100779,0.046654232,0.024526485,0.049275465,0.026048373,0.053980719,0.028419697,0.059835257,0.031458474
0.87150912,0.47684398,-6.3684206,9.20959,-0.84024642,-0.47941246,-0.33583763,-0.18979021,-0.21016614,-0.11849595,0.043684943,0.023902104,0.046190335,0.025371684,0.048785066,0.026942375,0.053444774,0.029398697,0.059243723,0.032541155
0.86243001,0.49266208,-6.5501464,9.1036204,-0.83095116,-0.4951045,-0.33218675,-0.1960142,-0.20789088,-0.12238382,0.043229847,0.024694997,0.045710865,0.026208004,0.048278207,0.027827003,0.052890828,0.030367462,0.058632321,0.033612562
0.85305931,0.50830645,-6.7301321,8.994067,-0.82135919,-0.51061417,-0.32841906,-0.20216714,-0.20554276,-0.1262275,0.042760135,0.02547918,0.045215993,0.027035156,0.047755069,0.028701949,0.052319079,0.031325657,0.058001267,0.034672324
0.8434004,0.52377164,-6.9083068,8.8809578,-0.81147411,-0.52593577,-0.32453597,-0.20824681,-0.20312265,-0.13002559,0.042275975,0.026254383,0.044705896,0.027852852,0.047215839,0.029566909,0.051729732,0.03227295,0.057350787,0.035720077
0.83345673,0.53905228,-7.0846004,8.7643224,-0.80129966,-0.54106371,-0.32053891,-0.21425103,-0.20063144,-0.13377672,0.041777543,0.027020334,0.044180758,0.028660807,0.046660711,0.030421584,0.051122996,0.033209013,0.056681111,0.03675546
0.82323188,0.55414305,-7.2589432,8.6441916,-0.79083968,-0.55599245,-0.31642937,-0.22017762,-0.19807005,-0.13747956,0.041265016,0.027776769,0.043640766,0.029458742,0.046089883,0.031265678,0.050499088,0.034133525,0.055992478,0.037778116
0.81272952,0.56903872,-7.4312657,8.5205974,-0.78009812,-0.57071654,-0.31220886,-0.22602445,-0.19543944,-0.14113277,0.040738578,0.028523424,0.043086115,0.03024638,0.045503559,0.032098899,0.049858231,0.035046165,0.055285133,0.038787695
0.80195341,0.58373412,-7.6014994,8.3935736,-0.76907902,-0.58523061,-0.30787896,-0.23178943,-0.19274057,-0.14473503,0.040198419,0.02926004,0.042517002,0.031023448,0.044901949,0.032920958,0.049200654,0.035946618,0.054559327,0.039783848
0.79090743,0.59822416,-7.7695759,8.263155,-0.75778654,-0.59952936,-0.30344126,-0.23747048,-0.18997445,-0.14828505,0.039644732,0.029986362,0.041933632,0.031789678,0.044285268,0.033731572,0.048526591,0.036834575,0.053815318,0.040766235
0.77959552,0.61250381,-7.9354277,8.1293779,-0.74622493,-0.61360759,-0.29889741,-0.24306555,-0.18714208,-0.15178155,0.039077716,0.030702139,0.041336215,0.032544804,0.043653736,0.03453046,0.047836283,0.03770973,0.053053371,0.041734517
0.76802176,0.62656814,-8.0989877,7.99228,-0.73439855,-0.62746016,-0.2942491,-0.24857264,-0.18424454,-0.15522329,0.038497574,0.031407122,0.040724962,0.033288565,0.04300758,0.035317348,0.047129976,0.038571782,0.052273757,0.042688365
0.75619028,0.64041228,-8.2601895,7.8519002,-0.72231186,-0.64108204,-0.28949805,-0.25398978,-0.18128287,-0.15860903,0.037904513,0.032101068,0.040100095,0.034020706,0.04234703,0.036091963,0.046407921,0.039420434,0.051476752,0.04362745
0.74410533,0.65403145,-8.4189674,7.7082789,-0.70996941,-0.65446828,-0.28464601,-0.25931502,-0.17825819,-0.16193755,0.037298747,0.032783738,0.039461835,0.034740973,0.041672323,0.03685404,0.045670376,0.040255396,0.050662639,0.044551451
0.73177123,0.66742096,-8.5752564,7.5614576,-0.69737585,-0.66761401,-0.27969479,-0.26454646,-0.17517161,-0.16520768,0.036680493,0.033454896,0.038810412,0.035449119,0.040983698,0.037603317,0.044917604,0.041076381,0.049831708,0.045460054
0.71919241,0.68057619,-8.728992,7.4114793,-0.68453591,-0.68051449,-0.27464622,-0.26968223,-0.17202427,-0.16841823,0.036049972,0.03411431,0.038146059,0.036144899,0.040281403,0.038339536,0.044149872,0.041883107,0.048984254,0.046352948
0.70637338,0.69349262,-8.8801107,7.2583882,-0.67145443,-0.69316502,-0.26950216,-0.27472049,-0.16881735,-0.17156807,0.03540741,0.034761754,0.037469013,0.036828075,0.039565687,0.039062443,0.043367455,0.042675299,0.048120577,0.047229828
0.69331871,0.70616579,-9.0285496,7.1022297,-0.65813633,-0.70556105,-0.26426452,-0.27965944,-0.16555201,-0.17465608,0.034753036,0.035397004,0.036779516,0.037498412,0.038836807,0.039771793,0.042570631,0.043452687,0.047240983,0.048090396
0.68003309,0.71859137,-9.1742467,6.9430507,-0.64458662,-0.71769808,-0.25893525,-0.28449732,-0.16222949,-0.17768115,0.034087086,0.036019844,0.036077815,0.038155681,0.038095022,0.040467342,0.041759684,0.044215004,0.046345786,0.04893436
0.66652126,0.73076508,-9.3171407,6.7808992,-0.6308104,-0.72957175,-0.25351631,-0.28923242,-0.15885099,-0.18064221,0.033409797,0.036630059,0.035364161,0.038799656,0.037340597,0.041148852,0.040934902,0.044961991,0.045435301,0.049761433
0.65278806,0.74268277,-9.4571712,6.6158244,-0.61681284,-0.74117777,-0.24800971,-0.29386305,-0.15541778,-0.18353822,0.032721412,0.037227441,0.034638808,0.039430118,0.036573801,0.041816091,0.040096578,0.045693393,0.044509852,0.050571334
0.63883841,0.75434036,-9.5942786,6.4478767,-0.6025992,-0.75251198,-0.24241748,-0.29838756,-0.15193113,-0.18636814,0.032022177,0.037811785,0.033902016,0.040046851,0.035794907,0.042468831,0.039245011,0.046408963,0.043569768,0.05136379
0.62467728,0.76573386,-9.7284042,6.277108,-0.58817483,-0.7635703,-0.2367417,-0.30280435,-0.14839232,-0.18913099,0.031312342,0.038382891,0.033154047,0.040649646,0.035004193,0.04310685,0.038380503,0.047108458,0.04261538,0.052138532
0.61030975,0.77685941,-9.8594904,6.103571,-0.57354514,-0.77434878,-0.23098447,-0.30711186,-0.14480266,-0.19182579,0.03059216,0.038940566,0.032395168,0.041238296,0.034201941,0.043729932,0.037503362,0.04779164,0.041647027,0.0528953
0.59574093,0.7877132,-9.9874803,5.9273198,-0.55871563,-0.78484355,-0.22514791,-0.31130857,-0.14116349,-0.19445158,0.029861889,0.03948462,0.031625651,0.041812603,0.033388436,0.044337866,0.036613899,0.048458279,0.040665052,0.053633837
0.58097604,0.79829157,-10.112318,5.7484096,-0.54369186,-0.79505087,-0.21923417,-0.31539299,-0.13747614,-0.19700745,0.02912179,0.040014867,0.03084577,0.042372371,0.032563969,0.044930445,0.035712431,0.049108149,0.039669802,0.054353897
0.56602035,0.80859092,-10.233949,5.5668969,-0.52847946,-0.80496711,-0.21324546,-0.3193637,-0.13374198,-0.19949251,0.028372126,0.040531128,0.030055802,0.042917412,0.031728831,0.04550747,0.034799276,0.049741033,0.038661629,0.055055238
0.55087919,0.81860777,-10.352318,5.3828391,-0.51308414,-0.81458874,-0.20718397,-0.3232193,-0.12996239,-0.20190589,0.027613166,0.04103323,0.02925603,0.043447541,0.030883322,0.046068747,0.033874761,0.050356717,0.037640891,0.055737624
0.53555797,0.82833875,-10.467374,5.1962948,-0.49751168,-0.82391236,-0.20105195,-0.32695843,-0.12613876,-0.20424675,0.02684518,0.041521001,0.028446738,0.04396258,0.03002774,0.046614086,0.032939211,0.050954994,0.036607947,0.056400829
0.52006215,0.83778059,-10.579065,5.0073237,-0.48176791,-0.83293465,-0.19485167,-0.3305798,-0.1222725,-0.20651428,0.026068442,0.041994279,0.027628215,0.044462356,0.029162392,0.047143305,0.03199296,0.051535666,0.035563164,0.05704463
0.50439725,0.84693011,-10.687339,4.8159865,-0.46585873,-0.84165246,-0.1885854,-0.33408213,-0.11836504,-0.2087077,0.02528323,0.042452904,0.026800751,0.044946702,0.028287583,0.047656226,0.031036342,0.052098538,0.034506909,0.057668815
0.48856886,0.85578425,-10.792147,4.6223452,-0.44979009,-0.8500627,-0.18225548,-0.33746422,-0.11441783,-0.21082624,0.024489822,0.042896724,0.025964642,0.045415456,0.027403625,0.04815268,0.030069697,0.052643423,0.033439556,0.058273176
0.47258262,0.86434006,-10.893441,4.4264624,-0.43356802,-0.85816243,-0.17586422,-0.34072489,-0.11043231,-0.21286919,0.023688501,0.043325589,0.025120185,0.045868462,0.026510832,0.0486325,0.029093367,0.05317014,0.032361483,0.058857514
