x_fwd_H0,y_fwd_H0,x_fwd_H1,y_fwd_H1,x_fwd_H2,y_fwd_H2,x_fwd_H3.5,y_fwd_H3.5,x_fwd_H5,y_fwd_H5,x_back_H0,y_back_H0,x_back_H1,y_back_H1,x_back_H2,y_back_H2,x_back_H3.5,y_back_H3.5,x_back_H5,y_back_H5
-0.029785976,0.0099311745,-0.05843557,-0.081464262,0.018627738,-0.02577916,0.0094395282,-0.0091471384,0.0061720991,-0.0054930113,-0.0014930408,0.00049780637,-0.0015521997,0.00051858531,-0.0016321192,0.00054679658,-0.0018006373,0.00058272449,-0.0020220501,0.0005821742
-0.030162783,0.0094288483,-0.057261391,-0.083057338,0.019219082,-0.02556791,0.009662146,-0.0090191987,0.0063090971,-0.005407021,-0.0015119285,0.00047262695,-0.0015715649,0.00049192975,-0.0016520137,0.00051851332,-0.0018214011,0.00055155448,-0.0020436068,0.00054738862
-0.030532247,0.0089167532,-0.05604995,-0.084637693,0.019809568,-0.025344145,0.0098835034,-0.0088863784,0.0064451857,-0.0053179269,-0.0015304481,0.00044695786,-0.0015905366,0.00046476641,-0.0016714862,0.00048970319,-0.0018416928,0.00051982689,-0.0020646297,0.00051201277
-0.030894143,0.0083949767,-0.054801271,-0.086204537,0.020398946,-0.025107816,0.010103502,-0.0087486765,0.0065802966,-0.0052257306,-0.0015485883,0.00042080349,-0.0016091031,0.00043710004,-0.0016905245,0.00046037137,-0.0018614993,0.0004875477,-0.0020851047,0.00047605358
-0.031248247,0.0078636109,-0.053515393,-0.087757077,0.020986967,-0.024858876,0.010322045,-0.0086060937,0.006714361,-0.0051304353,-0.001566338,0.00039416844,-0.0016272526,0.00040893565,-0.0017091163,0.00043052331,-0.0018808076,0.00045472313,-0.0021050178,0.00043951828
-0.031594338,0.0073227526,-0.05219237,-0.089294515,0.021573376,-0.024597284,0.010539031,-0.0084586326,0.0068473102,-0.0050320461,-0.0015836861,0.00036705758,-0.0016449736,0.00038027849,-0.0017272494,0.00040016473,-0.0018996047,0.00042135973,-0.0021243553,0.00040241443
-0.031932192,0.0067725035,-0.050832272,-0.090816049,0.022157918,-0.024323005,0.010754362,-0.0083062973,0.0069790751,-0.0049305695,-0.0016006212,0.000339476,-0.0016622544,0.00035113408,-0.0017449118,0.0003693016,-0.0019178777,0.00038746429,-0.0021431033,0.00036474987
-0.032261587,0.0062129702,-0.049435184,-0.092320876,0.022740336,-0.024036008,0.010967939,-0.008149094,0.0071095866,-0.0048260142,-0.0016171324,0.00031142904,-0.0016790835,0.00032150816,-0.0017620915,0.00033794015,-0.0019356137,0.00035304391,-0.0021612479,0.00032653275
-0.032582304,0.0056442638,-0.048001209,-0.093808186,0.023320371,-0.023736265,0.011179659,-0.0079870306,0.0072387757,-0.0047183902,-0.0016332085,0.00028292227,-0.0016954493,0.00029140675,-0.0017787764,0.0003060869,-0.0019528,0.00031810597,-0.0021787757,0.00028777155
-0.032894123,0.0050665005,-0.046530465,-0.09527717,0.02389776,-0.023423757,0.011389424,-0.0078201166,0.0073665733,-0.0046077094,-0.0016488386,0.00025396152,-0.0017113404,0.00026083612,-0.0017949545,0.0002737486,-0.0019694239,0.00028265813,-0.002195673,0.00024847501
-0.033196824,0.0044798012,-0.045023086,-0.096727014,0.024472242,-0.023098465,0.011597131,-0.0076483636,0.0074929104,-0.0044939852,-0.0016640117,0.00022455285,-0.0017267453,0.00022980277,-0.0018106141,0.00024093228,-0.0019854726,0.00024670831,-0.0022119264,0.00020865222
-0.033490191,0.0038842915,-0.043479224,-0.098156904,0.02504355,-0.02276038,0.01180268,-0.0074717849,0.0076177183,-0.0043772329,-0.0016787169,0.00019470256,-0.0017416529,0.00019831348,-0.0018257433,0.00020764525,-0.0020009337,0.00021026476,-0.0022275224,0.00016831256
-0.033774006,0.0032801022,-0.041899046,-0.099566023,0.02561142,-0.022409496,0.012005968,-0.0072903959,0.0077409286,-0.0042574692,-0.0016929433,0.00016441718,-0.0017560517,0.00016637525,-0.0018403304,0.00017389505,-0.0020157947,0.00017333598,-0.0022424479,0.0001274657
-0.034048057,0.0026673684,-0.040282737,-0.10095355,0.026175582,-0.022045812,0.012206894,-0.0071042137,0.0078624729,-0.0041347128,-0.0017066803,0.00013370352,-0.0017699306,0.00013399538,-0.0018543638,0.00013968951,-0.0020300433,0.00013593076,-0.0022566897,8.6121625e-05
-0.034312128,0.0020462305,-0.038630497,-0.10231867,0.026735768,-0.021669332,0.012405355,-0.0069132573,0.0079822833,-0.0040089836,-0.001719917,0.00010256859,-0.0017832785,0.00010118137,-0.0018678319,0.00010503671,-0.0020436672,9.8058174e-05,-0.0022702347,4.4290631e-05
-0.034566009,0.0014168334,-0.036942547,-0.10366056,0.027291707,-0.021280067,0.012601248,-0.0067175478,0.0081002924,-0.0038803032,-0.0017326429,7.1019666e-05,-0.0017960844,6.7941005e-05,-0.0018807233,6.9944999e-05,-0.0020566542,5.9727576e-05,-0.0022830702,1.9833077e-06
-0.034809489,0.00077932701,-0.035219121,-0.1049784,0.027843127,-0.020878031,0.012794471,-0.0065171082,0.008216433,-0.0037486948,-0.0017448475,3.9064256e-05,-0.0018083373,3.4282314e-05,-0.0018930266,3.4422992e-05,-0.0020689923,2.0948605e-05,-0.0022951833,-4.0789453e-05
-0.035042361,0.00013386589,-0.033460473,-0.10627137,0.028389755,-0.020463247,0.01298492,-0.0063119635,0.0083306384,-0.0036141831,-0.0017565204,6.7101116e-06,-0.0018200265,2.1357399e-07,-0.0019047306,-1.5204404e-06,-0.0020806697,-1.8268823e-05,-0.0023065614,-8.4016456e-05
-0.035264417,-0.00051939051,-0.031666873,-0.10753865,0.028931317,-0.02003574,0.013172493,-0.0061021407,0.0084428427,-0.0034767942,-0.0017676511,-2.6034777e-05,-0.0018311411,-3.4256686e-05,-0.0019158241,-3.7876163e-05,-0.0020916745,-5.7914512e-05,-0.0023171921,-0.00012768621
-0.035475454,-0.001180278,-0.029838607,-0.10877941,0.029467539,-0.019595543,0.013357085,-0.0058876689,0.0085529801,-0.0033365556,-0.0017782294,-5.9162177e-05,-0.0018416707,-6.9119688e-05,-0.0019262962,-7.4634782e-05,-0.0021019952,-9.7977986e-05,-0.002327063,-0.00017178692
-0.035675269,-0.0018486276,-0.027975983,-0.10999284,0.029998145,-0.019142692,0.013538593,-0.0056685791,0.0086609857,-0.0031934964,-0.0017882453,-9.2663621e-05,-0.0018516046,-0.0001043664,-0.0019361359,-0.00011178664,-0.0021116201,-0.0001384485,-0.0023361621,-0.00021630649
-0.035863661,-0.0025242656,-0.026079323,-0.11117811,0.030522859,-0.018677232,0.013716915,-0.0054449045,0.0087667951,-0.0030476467,-0.0017976886,-0.0001265304,-0.0018609324,-0.00013998756,-0.0019453325,-0.00014932183,-0.002120538,-0.00017931501,-0.0023444773,-0.00026123255
-0.036040435,-0.0032070135,-0.024148967,-0.11233442,0.031041404,-0.018199211,0.013891945,-0.0052166805,0.0088703444,-0.0028990381,-0.0018065495,-0.00016075357,-0.001869644,-0.00017597363,-0.0019538754,-0.00018723017,-0.0021287376,-0.00022056623,-0.0023519968,-0.00030655242
-0.036205393,-0.0038966882,-0.022185275,-0.11346095,0.031553502,-0.017708684,0.014063581,-0.0049839445,0.0089715705,-0.0027477036,-0.0018148181,-0.00019532395,-0.0018777292,-0.00021231484,-0.001961754,-0.00022550125,-0.0021362079,-0.00026219058,-0.002358709,-0.00035225313
-0.036358343,-0.0045931018,-0.020188621,-0.11455688,0.032058876,-0.017205711,0.014231719,-0.004746736,0.0090704109,-0.0025936773,-0.0018224848,-0.00023023212,-0.001885178,-0.00024900119,-0.001968958,-0.00026412437,-0.002142938,-0.0003041762,-0.0023646025,-0.00039832142
-0.036499095,-0.0052960618,-0.018159401,-0.1156214,0.032557249,-0.016690358,0.014396255,-0.0045050967,0.0091668038,-0.0024369945,-0.0018295401,-0.00026546843,-0.0018919805,-0.00028602242,-0.0019754773,-0.00030308861,-0.0021489172,-0.000346511,-0.002369666,-0.00044474374
-0.036627461,-0.0060053711,-0.016098028,-0.11665371,0.033048341,-0.016162699,0.014557086,-0.0042590707,0.0092606879,-0.0022776916,-0.0018359745,-0.000301023,-0.001898127,-0.00032336802,-0.0019813018,-0.00034238277,-0.002154135,-0.00038918257,-0.0023738885,-0.00049150627
-0.036743257,-0.0067208279,-0.01400493,-0.117653,0.033531876,-0.01562281,0.014714109,-0.0040087039,0.0093520028,-0.0021158062,-0.0018417789,-0.00033688572,-0.0019036079,-0.00036102727,-0.0019864215,-0.00038199543,-0.002158581,-0.00043217828,-0.0023772591,-0.00053859489
-0.0368463,-0.0074422258,-0.011880557,-0.11861847,0.034007576,-0.015070776,0.014867221,-0.0037540449,0.0094406886,-0.001951377,-0.001846944,-0.00037304625,-0.0019084139,-0.00039898919,-0.001990827,-0.00042191489,-0.002162245,-0.00047548521,-0.0023797673,-0.00058599521
-0.036936413,-0.0081693539,-0.009725374,-0.11954933,0.034475163,-0.014506686,0.015016319,-0.0034951441,0.0095266861,-0.0017844439,-0.0018514609,-0.000409494,-0.0019125357,-0.00043724255,-0.0019945084,-0.00046212923,-0.0021651171,-0.00051909018,-0.0023814026,-0.00063369255
-0.037013418,-0.008901997,-0.0075398665,-0.12044478,0.03493436,-0.013930637,0.015161299,-0.0032320546,0.009609937,-0.0016150475,-0.0018553209,-0.0004462182,-0.0019159643,-0.00047577592,-0.0019974567,-0.00050262628,-0.0021671875,-0.00056297977,-0.0023821548,-0.00068167197
-0.037077145,-0.009639935,-0.0053245368,-0.12130404,0.035384889,-0.013342729,0.015302062,-0.0029648314,0.0096903832,-0.0014432296,-0.0018585152,-0.00048320781,-0.0019186906,-0.00051457762,-0.0019996625,-0.00054339361,-0.0021684466,-0.00060714028,-0.0023820141,-0.00072991826
-0.037127423,-0.010382944,-0.0030799055,-0.12212633,0.035826477,-0.012743071,0.015438503,-0.0026935321,0.0097679677,-0.0012690332,-0.0018610354,-0.00052045159,-0.0019207061,-0.00055363573,-0.0020011169,-0.00058441858,-0.0021688852,-0.00065155777,-0.0023809707,-0.00077841593
-0.037164088,-0.011130795,-0.00080651145,-0.12291086,0.036258846,-0.012131776,0.015570522,-0.0024182164,0.009842634,-0.001092502,-0.0018628733,-0.00055793808,-0.0019220022,-0.00059293812,-0.0020018111,-0.00062568828,-0.002168494,-0.00069621806,-0.0023790151,-0.00082714923
-0.037186976,-0.011883254,0.0014950885,-0.12365687,0.036681722,-0.011508965,0.015698019,-0.0021389464,0.0099143261,-0.00091368057,-0.0018640206,-0.0005956556,-0.0019225704,-0.00063247241,-0.0020017365,-0.00066718961,-0.0021672642,-0.0007411067,-0.0023761382,-0.00087610214
-0.03719593,-0.012640086,0.0038243192,-0.1243636,0.037094832,-0.010874762,0.015820892,-0.0018557867,0.0099829887,-0.00073261474,-0.0018644694,-0.00063359226,-0.0019224027,-0.00067222604,-0.0020008849,-0.00070890919,-0.002165187,-0.000786209,-0.002372331,-0.0009252584
-0.037190795,-0.013401048,0.0061805876,-0.12503029,0.037497904,-0.0102293,0.015939043,-0.0015688039,0.010048567,-0.00054935108,-0.001864212,-0.00067173594,-0.0019214912,-0.00071218618,-0.0019992479,-0.00075083345,-0.0021622542,-0.00083151005,-0.0023675849,-0.00097460148
-0.03717142,-0.014165894,0.0085632825,-0.12565618,0.037890667,-0.0095727168,0.016052371,-0.0012780674,0.010111008,-0.00036393712,-0.0018632408,-0.00071007433,-0.0019198279,-0.0007523398,-0.0019968178,-0.00079294858,-0.0021584573,-0.00087699468,-0.0023618914,-0.0010241146
-0.037137658,-0.014934374,0.010971775,-0.12624054,0.03827285,-0.0089051562,0.016160778,-0.00098364871,0.010170256,-0.00017642132,-0.0018615485,-0.0007485949,-0.0019174055,-0.00079267368,-0.0019935867,-0.00083524053,-0.0021537886,-0.00092264748,-0.0023552424,-0.0010737807
-0.037089366,-0.015706235,0.013405417,-0.12678264,0.038644186,-0.0082267682,0.016264167,-0.0006856217,0.01022626,1.3146903e-05,-0.0018591278,-0.00078728492,-0.0019142166,-0.00083317436,-0.0019895472,-0.00087769507,-0.0021482403,-0.00096845284,-0.00234763,-0.0011235826
-0.037026405,-0.016481219,0.015863545,-0.12728174,0.039004407,-0.0075377088,0.016362441,-0.00038406277,0.010278967,0.00020471723,-0.0018559719,-0.00082613145,-0.001910254,-0.00087382818,-0.001984692,-0.00092029771,-0.002141805,-0.0010143949,-0.0023390468,-0.0011735028
-0.036948642,-0.017259063,0.018345475,-0.12773712,0.03935325,-0.0068381402,0.016455504,-7.9050643e-05,0.010328325,0.00039823838,-0.0018520739,-0.00086512137,-0.001905511,-0.00091462126,-0.0019790142,-0.00096303379,-0.0021344755,-0.0010604576,-0.0023294854,-0.0012235235
-0.036855945,-0.018039501,0.020850507,-0.12814809,0.03969045,-0.0061282306,0.016543261,0.00022933355,0.010374283,0.00059365813,-0.0018474274,-0.00090424134,-0.0018999808,-0.00095553955,-0.0019725069,-0.0010058884,-0.0021262449,-0.0011066246,-0.0023189389,-0.0012736267
-0.036748189,-0.018822265,0.023377922,-0.12851394,0.040015748,-0.005408154,0.016625617,0.00054100628,0.01041679,0.00079092327,-0.0018420261,-0.00094347785,-0.001893657,-0.00099656877,-0.0019651637,-0.0010488465,-0.0021171066,-0.0011528794,-0.0023074007,-0.0013237943
-0.036625253,-0.019607079,0.025926984,-0.12883399,0.040328884,-0.0046780908,0.01670248,0.0008558816,0.010455796,0.00098997962,-0.0018358638,-0.00098281718,-0.0018865335,-0.0010376945,-0.0019569783,-0.0010918927,-0.0021070543,-0.0011992053,-0.0022948643,-0.0013740078
-0.03648702,-0.020393668,0.02849694,-0.12910755,0.040629602,-0.0039382272,0.016773758,0.0011738712,0.010491251,0.001190772,-0.0018289348,-0.0010222454,-0.0018786043,-0.001078902,-0.0019479447,-0.0011350116,-0.0020960819,-0.0012455854,-0.0022813239,-0.0014242486
-0.036333379,-0.02118175,0.031087019,-0.12933395,0.040917647,-0.0031887553,0.01683936,0.0014948844,0.010523106,0.0013932441,-0.0018212335,-0.0010617486,-0.0018698638,-0.0011201765,-0.0019380572,-0.0011781874,-0.0020841836,-0.0012920024,-0.0022667736,-0.001474498
-0.036164222,-0.021971041,0.033696432,-0.12951255,0.041192768,-0.0024298735,0.016899197,0.001818828,0.010551312,0.0015973388,-0.0018127544,-0.0011013123,-0.0018603065,-0.0011615029,-0.0019273103,-0.0012214043,-0.002071354,-0.0013384392,-0.0022512082,-0.0015247367
-0.035979448,-0.022761254,0.036324374,-0.1296427,0.041454716,-0.0016617859,0.01695318,0.0021456066,0.010575821,0.0018029976,-0.0018034924,-0.0011409221,-0.0018499273,-0.0012028661,-0.0019156988,-0.0012646463,-0.002057588,-0.0013848782,-0.0022346226,-0.0015749457
-0.035778959,-0.023552095,0.038970023,-0.12972375,0.041703245,-0.00088470244,0.017001223,0.0024751224,0.010596586,0.0020101612,-0.0017934428,-0.0011805636,-0.0018387213,-0.0012442506,-0.0019032179,-0.0013078971,-0.0020428807,-0.0014313016,-0.0022170122,-0.0016251055
-0.035562663,-0.024343272,0.04163254,-0.12975511,0.041938112,-9.8839243e-05,0.017043241,0.0028072751,0.010613559,0.0022187688,-0.0017826008,-0.0012202218,-0.0018266839,-0.001285641,-0.0018898629,-0.0013511402,-0.0020272276,-0.0014776917,-0.0021983726,-0.0016751963
-0.035330474,-0.025134486,0.044311068,-0.12973614,0.042159077,0.00069558188,0.017079149,0.0031419621,0.010626695,0.0024287588,-0.0017709622,-0.0012598819,-0.0018138107,-0.0013270214,-0.0018756296,-0.0013943592,-0.0020106244,-0.0015240302,-0.0021786998,-0.0017251986
-0.03508231,-0.025925436,0.047004734,-0.12966627,0.042365902,0.0014983332,0.017108865,0.0034790788,0.010635947,0.0026400683,-0.0017585228,-0.0012995288,-0.0018000976,-0.0013683761,-0.0018605138,-0.0014375371,-0.0019930673,-0.001570299,-0.0021579902,-0.0017750922
-0.034818094,-0.026715819,0.049712649,-0.12954491,0.042558355,0.0023091813,0.017132309,0.0038185178,0.010641269,0.002852633,-0.0017452789,-0.0013391472,-0.0017855409,-0.0014096889,-0.0018445119,-0.0014806572,-0.0019745527,-0.0016164797,-0.0021362406,-0.001824857
-0.034537757,-0.027505326,0.052433908,-0.12937148,0.042736204,0.003127887,0.017149401,0.0041601698,0.010642618,0.0030663876,-0.0017312268,-0.0013787218,-0.001770137,-0.0014509437,-0.0018276205,-0.0015237024,-0.0019550775,-0.0016625537,-0.002113448,-0.0018744727
-0.034241233,-0.028293648,0.055167589,-0.12914545,0.042899224,0.0039542052,0.017160065,0.004503923,0.01063995,0.0032812653,-0.0017163633,-0.0014182369,-0.0017538828,-0.0014921242,-0.0018098363,-0.0015666554,-0.0019346386,-0.0017085023,-0.00208961,-0.0019239189
-0.033928462,-0.029080472,0.057912755,-0.12886627,0.043047192,0.0047878853,0.017164225,0.0048496635,0.010633222,0.0034971982,-0.0017006855,-0.001457677,-0.0017367754,-0.0015332138,-0.0017911568,-0.0016094988,-0.0019132336,-0.0017543066,-0.0020647244,-0.0019731748
-0.033599391,-0.029865484,0.060668452,-0.12853341,0.043179888,0.005628671,0.017161808,0.0051972752,0.01062239,0.003714117,-0.0016841906,-0.0014970261,-0.0017188121,-0.001574196,-0.0017715793,-0.0016522152,-0.0018908603,-0.0017999476,-0.0020387895,-0.0020222198
-0.033253972,-0.030648363,0.063433713,-0.12814638,0.043297099,0.0064763007,0.017152741,0.0055466397,0.010607414,0.0039319511,-0.0016668762,-0.0015362685,-0.0016999907,-0.0016150539,-0.0017511017,-0.0016947869,-0.0018675168,-0.0018454062,-0.0020118039,-0.0020710329
-0.032892161,-0.031428791,0.066207552,-0.12770468,0.043398612,0.0073305068,0.017136957,0.0058976367,0.010588253,0.0041506283,-0.0016487403,-0.0015753879,-0.0016803091,-0.0016557707,-0.0017297222,-0.0017371962,-0.0018432018,-0.001890663,-0.0019837666,-0.0021195931
-0.032513924,-0.032206444,0.06898897,-0.12720782,0.043484222,0.0081910166,0.017114386,0.0062501434,0.010564867,0.0043700753,-0.0016297809,-0.0016143683,-0.0016597657,-0.0016963294,-0.0017074393,-0.001779425,-0.0018179139,-0.0019356987,-0.001954677,-0.0021678793
-0.032119229,-0.032980997,0.071776955,-0.12665537,0.043553725,0.0090575519,0.017084965,0.0066040353,0.010537217,0.0045902174,-0.0016099966,-0.0016531932,-0.0016383591,-0.001736713,-0.0016842518,-0.0018214555,-0.0017916526,-0.0019804938,-0.0019245351,-0.00221587
-0.031708053,-0.033752121,0.074570478,-0.12604686,0.043606926,0.0099298291,0.017048629,0.0069591858,0.010505266,0.0048109782,-0.0015893861,-0.0016918463,-0.0016160883,-0.001776904,-0.0016601589,-0.0018632695,-0.0017644173,-0.0020250285,-0.001893341,-0.0022635441
-0.031280378,-0.034519489,0.077368495,-0.12538189,0.04364363,0.010807559,0.017005319,0.007315466,0.010468977,0.0050322801,-0.0015679486,-0.0017303111,-0.0015929526,-0.0018168852,-0.0016351602,-0.0019048488,-0.0017362082,-0.0020692832,-0.0018610953,-0.0023108799
-0.030836191,-0.035282767,0.08016995,-0.12466003,0.043663649,0.011690449,0.016954975,0.0076727455,0.010428314,0.0052540442,-0.0015456835,-0.0017685709,-0.0015689515,-0.0018566392,-0.0016092555,-0.001946175,-0.0017070255,-0.002113238,-0.0018277992,-0.0023578559
-0.030375488,-0.036041623,0.082973773,-0.12388091,0.043666799,0.012578198,0.016897542,0.0080308916,0.010383243,0.0054761898,-0.0015225904,-0.001806609,-0.0015440851,-0.0018961485,-0.001582445,-0.0019872297,-0.0016768701,-0.002156873,-0.001793454,-0.0024044504
-0.029898268,-0.036795721,0.085778879,-0.12304416,0.043652903,0.013470503,0.016832966,0.00838977,0.010333732,0.0056986353,-0.0014986695,-0.0018444087,-0.0015183536,-0.0019353953,-0.0015547293,-0.0020279943,-0.001645743,-0.0022001682,-0.0017580618,-0.0024506416
-0.02940454,-0.037544725,0.088584171,-0.12214942,0.043621787,0.014367054,0.016761196,0.0087492445,0.010279748,0.0059212971,-0.0014739211,-0.0018819529,-0.0014917576,-0.0019743621,-0.0015261094,-0.0020684504,-0.0016136457,-0.0022431034,-0.0017216248,-0.0024964078
-0.028894317,-0.038288295,0.09138854,-0.12119636,0.043573284,0.015267538,0.016682182,0.009109177,0.010221261,0.0061440908,-0.0014483458,-0.0019192249,-0.0014642982,-0.0020130309,-0.0014965864,-0.0021085792,-0.0015805803,-0.0022856585,-0.0016841458,-0.002541727
-0.02836762,-0.039026093,0.094190861,-0.12018467,0.043507229,0.016171635,0.01659588,0.009469428,0.010158243,0.0063669302,-0.0014219448,-0.0019562075,-0.0014359765,-0.0020513841,-0.0014661622,-0.002148362,-0.001546549,-0.0023278133,-0.0016456279,-0.0025865772
-0.027824476,-0.039757777,0.096989999,-0.11911406,0.043423466,0.017079021,0.016502246,0.009829856,0.010090666,0.0065897279,-0.0013947193,-0.0019928836,-0.0014067943,-0.0020894036,-0.0014348387,-0.0021877799,-0.0015115544,-0.0023695475,-0.0016060748,-0.0026309366
-0.027264917,-0.040483005,0.099784809,-0.11798426,0.043321845,0.017989369,0.016401239,0.010190318,0.010018505,0.0068123952,-0.0013666711,-0.0020292361,-0.0013767536,-0.0021270715,-0.0014026182,-0.0022268142,-0.0014755999,-0.0024108407,-0.0015654905,-0.002674783
-0.026688985,-0.041201434,0.10257413,-0.11679501,0.043202218,0.018902345,0.016292822,0.01055067,0.0099417358,0.0070348422,-0.0013378022,-0.0020652478,-0.0013458568,-0.0021643698,-0.0013695037,-0.0022654459,-0.0014386887,-0.0024516726,-0.0015238795,-0.0027180944
-0.026096727,-0.041912719,0.10535679,-0.1155461,0.043064446,0.019817612,0.016176959,0.010910765,0.0098603365,0.0072569776,-0.0013081149,-0.0021009014,-0.0013141065,-0.0022012805,-0.0013354981,-0.0023036561,-0.0014008249,-0.0024920227,-0.0014812469,-0.0027608486
-0.025488197,-0.042616516,0.10813162,-0.11423729,0.042908396,0.020734828,0.016053618,0.011270457,0.0097742869,0.0074787088,-0.0012776119,-0.0021361797,-0.0012815058,-0.0022377853,-0.0013006051,-0.0023414258,-0.0013620128,-0.0025318707,-0.0014375979,-0.0028030236
-0.024863455,-0.043312478,0.11089741,-0.11286843,0.042733938,0.021653648,0.015922769,0.011629596,0.0096835685,0.0076999424,-0.0012462963,-0.0021710652,-0.0012480583,-0.0022738662,-0.0012648285,-0.0023787361,-0.0013222572,-0.002571196,-0.0013929384,-0.0028445973
-0.02422257,-0.04400026,0.11365297,-0.11143932,0.042540952,0.02257372,0.015784388,0.011988032,0.0095881649,0.0079205835,-0.0012141715,-0.0022055407,-0.0012137676,-0.0023095051,-0.0012281726,-0.0024155678,-0.0012815631,-0.0026099782,-0.0013472747,-0.0028855475
-0.023565615,-0.044679515,0.11639708,-0.10994985,0.042329323,0.023494691,0.015638449,0.012345615,0.0094880618,0.0081405365,-0.0011812413,-0.0022395888,-0.0011786381,-0.0023446838,-0.0011906421,-0.002451902,-0.0012399362,-0.0026481968,-0.0013006136,-0.0029258521
-0.022892674,-0.045349896,0.11912853,-0.10839988,0.04209894,0.024416202,0.015484933,0.012702191,0.0093832467,0.0083597044,-0.0011475097,-0.002273192,-0.0011426741,-0.002379384,-0.0011522421,-0.0024877196,-0.0011973825,-0.0026858314,-0.0012529622,-0.0029654891
-0.022203834,-0.046011056,0.12184608,-0.10678931,0.041849703,0.025337892,0.015323822,0.013057606,0.0092737094,0.0085779898,-0.0011129812,-0.0023063331,-0.0011058807,-0.0024135877,-0.0011129779,-0.0025230016,-0.0011539084,-0.0027228615,-0.0012043282,-0.0030044364
-0.021499192,-0.046662648,0.1245485,-0.10511808,0.041581515,0.026259394,0.015155102,0.013411707,0.009159442,0.0087952938,-0.0010776605,-0.0023389946,-0.001068263,-0.0024472766,-0.0010728555,-0.002557729,-0.0011095208,-0.0027592667,-0.0011547198,-0.003042672
-0.020778851,-0.047304325,0.12723454,-0.10338614,0.041294287,0.027180339,0.014978762,0.013764338,0.0090404385,0.0090115173,-0.001041553,-0.0023711591,-0.0010298269,-0.0024804326,-0.001031881,-0.0025918828,-0.0010642268,-0.0027950265,-0.0011041454,-0.0030801739
-0.02004292,-0.047935741,0.12990293,-0.10159346,0.040987937,0.028100355,0.014794794,0.014115341,0.0089166953,0.00922656,-0.001004664,-0.0024028092,-0.00099057823,-0.0025130375,-0.00099006117,-0.002625444,-0.0010180343,-0.0028301208,-0.0010526143,-0.0031169202
-0.019291518,-0.04855655,0.13255243,-0.099740037,0.040662389,0.029019064,0.014603193,0.01446456,0.0087882112,0.0094403213,-0.00096699946,-0.0024339276,-0.0009505235,-0.0025450732,-0.00094740289,-0.0026583936,-0.00097095121,-0.002864529,-0.0010001357,-0.003152889
-0.018524768,-0.049166406,0.13518175,-0.097825893,0.040317577,0.029936087,0.014403958,0.014811837,0.008654987,0.0096526998,-0.00092856566,-0.002464497,-0.00090966949,-0.0025765217,-0.00090391365,-0.0026907127,-0.00092298622,-0.002898231,-0.00094671981,-0.0031880587
-0.017742803,-0.049764963,0.13778963,-0.095851078,0.039953438,0.030851041,0.014197089,0.015157012,0.0085170263,0.0098635937,-0.00088936918,-0.0024945001,-0.00086802335,-0.0026073649,-0.00085960124,-0.0027223826,-0.00087414826,-0.0029312066,-0.00089237695,-0.0032224073
-0.016945762,-0.050351879,0.14037478,-0.093815664,0.039569918,0.031763541,0.013982593,0.015499926,0.0083743346,0.010072901,-0.00084941698,-0.0025239196,-0.00082559266,-0.0026375848,-0.00081447389,-0.0027533844,-0.00082444675,-0.0029634357,-0.00083711806,-0.0032559135
-0.016133791,-0.05092681,0.14293592,-0.091719748,0.039166972,0.032673198,0.013760477,0.015840419,0.00822692,0.010280518,-0.00080871641,-0.0025527384,-0.00078238532,-0.0026671634,-0.00076854021,-0.0027836994,-0.00077389151,-0.0029948981,-0.00078095449,-0.0032885557
-0.015307043,-0.051489414,0.14547174,-0.089563453,0.038744561,0.033579621,0.013530752,0.01617833,0.0080747931,0.010486344,-0.00076727517,-0.0025809393,-0.00073840967,-0.002696083,-0.00072180922,-0.0028133089,-0.00072249283,-0.0030255741,-0.00072389809,-0.0033203124
-0.01446568,-0.05203935,0.14798096,-0.087346928,0.038302652,0.034482415,0.013293433,0.016513499,0.0079179667,0.010690274,-0.00072510131,-0.0026085052,-0.0006936744,-0.0027243257,-0.00067429034,-0.0028421943,-0.00067026139,-0.0030554437,-0.00066596115,-0.0033511625
-0.01360987,-0.05257628,0.15046226,-0.085070349,0.037841222,0.035381183,0.013048539,0.016845763,0.0077564562,0.010892205,-0.00068220329,-0.0026354191,-0.00064818859,-0.0027518738,-0.00062599338,-0.0028703373,-0.00061720834,-0.0030844872,-0.00060715643,-0.0033810848
-0.012739788,-0.053099865,0.15291435,-0.082733915,0.037360254,0.036275528,0.012796091,0.017174962,0.0075902793,0.011092035,-0.00063858988,-0.0026616641,-0.0006019617,-0.0027787096,-0.00057692857,-0.0028977193,-0.00056334524,-0.003112685,-0.00054749718,-0.0034100582
-0.011855617,-0.053609771,0.15533591,-0.080337855,0.036859741,0.037165048,0.012536113,0.017500934,0.007419456,0.01128966,-0.00059427027,-0.0026872235,-0.00055500358,-0.0028048157,-0.00052710652,-0.0029243221,-0.00050868408,-0.0031400175,-0.00048699709,-0.0034380621
-0.010957548,-0.054105662,0.15772564,-0.077882421,0.036339681,0.03804934,0.012268634,0.017823516,0.0072440088,0.011484978,-0.00054925398,-0.0027120803,-0.00050732447,-0.0028301746,-0.00047653827,-0.0029501276,-0.00045323729,-0.0031664655,-0.00042567033,-0.0034650756
