theta_deg,dW_LT,dW_WNL,dW_UR,dW_H0,dW_H1,dW_H2,dW_H3.5,dW_H5,dW_s0.3,dW_s0.5,dW_s0.7,dW_s1.0,dW_s1.4,dW_s2.0
0.36483807,0.99332017,0.0021066507,5.6138909e-08,0.0021066507,1,0.0021073239,0.080022672,0.30458329,0.0018619578,0.0020522332,0.0020872889,0.0021066507,0.0021164534,0.002121751
0.37087276,0.99332027,0.0021068138,5.6582363e-08,0.0021068138,7.3990729e-05,0.0021074867,0.080023614,0.30458456,0.0018621072,0.0020523935,0.0020874508,0.0021068138,0.0021166168,0.0021219147
0.37700728,0.99332038,0.0021069822,5.7044457e-08,0.0021069822,0.00032679308,0.002107655,0.080024586,0.30458588,0.0018622616,0.0020525592,0.0020876181,0.0021069822,0.0021167858,0.0021220838
0.38324326,0.9933205,0.0021071563,5.7526115e-08,0.0021071563,0.0013262302,0.0021078288,0.080025591,0.30458724,0.0018624212,0.0020527304,0.0020877911,0.0021071563,0.0021169603,0.0021222586
0.3895824,0.99332062,0.0021073362,5.8028312e-08,0.0021073362,1.8242264e-05,0.0021080085,0.08002663,0.30458864,0.0018625861,0.0020529073,0.0020879698,0.0021073362,0.0021171407,0.0021224393
0.39602638,0.99332074,0.0021075222,5.8552086e-08,0.0021075222,5.2682436e-06,0.0021081942,0.080027703,0.30459009,0.0018627566,0.0020530902,0.0020881544,0.0021075222,0.0021173272,0.002122626
0.40257696,0.99332087,0.0021077143,5.9098539e-08,0.0021077143,0.00015224533,0.0021083861,0.080028812,0.3045916,0.0018629327,0.0020532791,0.0020883453,0.0021077143,0.0021175199,0.002122819
0.40923588,0.993321,0.0021079129,5.9668841e-08,0.0021079129,0.0032686537,0.0021085845,0.080029959,0.30459315,0.0018631147,0.0020534744,0.0020885426,0.0021079129,0.002117719,0.0021230184
0.41600495,0.99332113,0.0021081181,6.0264236e-08,0.0021081181,3.1034766e-05,0.0021087895,0.080031143,0.30459475,0.0018633029,0.0020536763,0.0020887464,0.0021081181,0.0021179248,0.0021232245
0.42288599,0.99332127,0.0021083302,6.0886048e-08,0.0021083302,1.6034121e-06,0.0021090013,0.080032367,0.3045964,0.0018634973,0.0020538849,0.0020889571,0.0021083302,0.0021181374,0.0021234374
0.42988084,0.99332141,0.0021085494,6.1535688e-08,0.0021085494,6.3123779e-07,0.0021092202,0.080033632,0.30459811,0.0018636982,0.0020541004,0.0020891748,0.0021085494,0.0021183572,0.0021236575
0.4369914,0.99332156,0.0021087759,6.2214659e-08,0.0021087759,3.4291651e-06,0.0021094465,0.080034938,0.30459988,0.0018639059,0.0020543232,0.0020893998,0.0021087759,0.0021185843,0.002123885
0.44421956,0.99332171,0.0021090099,6.2924566e-08,0.0021090099,0.00018724798,0.0021096803,0.080036289,0.30460171,0.0018641205,0.0020545535,0.0020896324,0.0021090099,0.0021188191,0.0021241201
0.45156729,0.99332187,0.0021092519,6.3667121e-08,0.0021092519,0.058787283,0.002109922,0.080037685,0.3046036,0.0018643423,0.0020547915,0.0020898727,0.0021092519,0.0021190616,0.002124363
0.45903655,0.99332204,0.0021095019,6.4444153e-08,0.0021095019,3.0854781e-05,0.0021101717,0.080039127,0.30460555,0.0018645716,0.0020550374,0.0020901211,0.0021095019,0.0021193123,0.0021246141
0.46662937,0.9933222,0.0021097603,6.5257621e-08,0.0021097603,1.2452782e-06,0.0021104299,0.080040617,0.30460756,0.0018648085,0.0020552916,0.0020903778,0.0021097603,0.0021195714,0.0021248736
0.47434777,0.99332238,0.0021100273,6.6109619e-08,0.0021100273,1.9866615e-07,0.0021106966,0.080042157,0.30460965,0.0018650534,0.0020555542,0.0020906431,0.0021100273,0.0021198392,0.0021251417
0.48219384,0.99332256,0.0021103033,6.7002393e-08,0.0021103033,9.96514e-08,0.0021109724,0.080043749,0.3046118,0.0018653064,0.0020558257,0.0020909173,0.0021103033,0.002120116,0.0021254189
0.49016969,0.99332274,0.0021105885,6.7938352e-08,0.0021105885,2.3053941e-07,0.0021112573,0.080045393,0.30461402,0.001865568,0.0020561063,0.0020912007,0.0021105885,0.002120402,0.0021257053
0.49827746,0.99332294,0.0021108833,6.8920081e-08,0.0021108833,1.4385546e-06,0.0021115518,0.080047093,0.30461632,0.0018658383,0.0020563963,0.0020914936,0.0021108833,0.0021206976,0.0021260013
0.50651935,0.99332313,0.0021111879,6.995036e-08,0.0021111879,2.5443711e-05,0.0021118562,0.080048849,0.3046187,0.0018661177,0.002056696,0.0020917963,0.0021111879,0.002121003,0.0021263073
0.51489756,0.99332334,0.0021115028,7.1032178e-08,0.0021115028,0.00036092053,0.0021121708,0.080050664,0.30462115,0.0018664064,0.0020570058,0.0020921091,0.0021115028,0.0021213188,0.0021266235
0.52341435,0.99332355,0.0021118282,7.2168756e-08,0.0021118282,3.641859e-05,0.0021124959,0.080052539,0.30462369,0.0018667049,0.0020573259,0.0020924324,0.0021118282,0.0021216451,0.0021269503
0.53207202,0.99332377,0.0021121645,7.3363566e-08,0.0021121645,1.5775073e-06,0.0021128319,0.080054477,0.30462631,0.0018670133,0.0020576568,0.0020927666,0.0021121645,0.0021219823,0.002127288
0.54087289,0.99332399,0.0021125121,7.4620356e-08,0.0021125121,1.9818231e-07,0.0021131792,0.08005648,0.30462902,0.0018673321,0.0020579988,0.002093112,0.0021125121,0.0021223308,0.0021276371
0.54981934,0.99332423,0.0021128713,7.5943175e-08,0.0021128713,4.7101803e-08,0.0021135381,0.080058549,0.30463182,0.0018676616,0.0020583522,0.0020934689,0.0021128713,0.0021226911,0.0021279978
0.55891377,0.99332447,0.0021132426,7.7336406e-08,0.0021132426,2.0340724e-08,0.0021139091,0.080060688,0.30463471,0.0018680021,0.0020587175,0.0020938379,0.0021132426,0.0021230634,0.0021283707
0.56815862,0.99332472,0.0021136263,7.8804794e-08,0.0021136263,2.1400008e-08,0.0021142925,0.080062898,0.3046377,0.0018683541,0.0020590951,0.0020942192,0.0021136263,0.0021234482,0.002128756
0.57755639,0.99332497,0.0021140229,8.0353488e-08,0.0021140229,5.0398337e-08,0.0021146888,0.080065181,0.30464079,0.0018687179,0.0020594853,0.0020946133,0.0021140229,0.0021238459,0.0021291543
0.58710961,0.99332524,0.0021144328,8.1988078e-08,0.0021144328,2.0067858e-07,0.0021150984,0.080067541,0.30464398,0.0018690939,0.0020598886,0.0020950206,0.0021144328,0.0021242569,0.002129566
0.59682085,0.99332551,0.0021148565,8.3714644e-08,0.0021148565,1.5370554e-06,0.0021155218,0.08006998,0.30464728,0.0018694825,0.0020603055,0.0020954416,0.0021148565,0.0021246817,0.0021299914
0.60669271,0.9933258,0.0021152943,8.5539806e-08,0.0021152943,5.7022471e-05,0.0021159594,0.0800725,0.30465068,0.0018698842,0.0020607364,0.0020958767,0.0021152943,0.0021251208,0.0021304312
0.61672787,0.99332609,0.0021157469,8.7470783e-08,0.0021157469,0.0010527423,0.0021164116,0.080075104,0.3046542,0.0018702994,0.0020611817,0.0020963265,0.0021157469,0.0021255747,0.0021308857
0.62692901,0.99332639,0.0021162147,8.9515459e-08,0.0021162147,1.6173049e-05,0.0021168791,0.080077796,0.30465784,0.0018707285,0.002061642,0.0020967914,0.0021162147,0.0021260437,0.0021313555
0.63729889,0.9933267,0.0021166982,9.1682453e-08,0.0021166982,7.1148044e-07,0.0021173622,0.080080577,0.3046616,0.0018711721,0.0020621178,0.0020972718,0.0021166982,0.0021265286,0.002131841
0.6478403,0.99332702,0.0021171979,9.3981211e-08,0.0021171979,1.0167966e-07,0.0021178616,0.080083451,0.30466549,0.0018716306,0.0020626096,0.0020977685,0.0021171979,0.0021270297,0.0021323429
0.65855606,0.99332736,0.0021177144,9.6422091e-08,0.0021177144,2.4789599e-08,0.0021183778,0.080086421,0.30466951,0.0018721045,0.0020631179,0.0020982818,0.0021177144,0.0021275476,0.0021328616
0.66944908,0.9933277,0.0021182483,9.9016477e-08,0.0021182483,8.5954978e-09,0.0021189114,0.08008949,0.30467366,0.0018725943,0.0020636432,0.0020988124,0.0021182483,0.002128083,0.0021333978
0.68052227,0.99332806,0.0021188001,1.017769e-07,0.0021188001,4.3501785e-09,0.0021194629,0.080092661,0.30467794,0.0018731006,0.0020641863,0.0020993608,0.0021188001,0.0021286364,0.002133952
0.69177862,0.99332842,0.0021193705,1.0471717e-07,0.0021193705,3.7957235e-09,0.0021200329,0.080095939,0.30468238,0.001873624,0.0020647476,0.0020999277,0.0021193705,0.0021292083,0.0021345248
0.70322116,0.9933288,0.00211996,1.0785256e-07,0.00211996,5.8412094e-09,0.0021206222,0.080099326,0.30468695,0.0018741649,0.0020653279,0.0021005136,0.00211996,0.0021297995,0.0021351169
0.71485297,0.99332919,0.0021205694,1.1119995e-07,0.0021205694,1.3258054e-08,0.0021212312,0.080102826,0.30469169,0.0018747241,0.0020659276,0.0021011193,0.0021205694,0.0021304106,0.0021357289
0.72667718,0.9933296,0.0021211993,1.1477806e-07,0.0021211993,4.0789523e-08,0.0021218608,0.080106443,0.30469658,0.0018753022,0.0020665476,0.0021017453,0.0021211993,0.0021310423,0.0021363615
0.73869696,0.99333001,0.0021218504,1.186077e-07,0.0021218504,1.8533381e-07,0.0021225116,0.08011018,0.30470163,0.0018758997,0.0020671884,0.0021023925,0.0021218504,0.0021316952,0.0021370154
0.75091557,0.99333045,0.0021225235,1.2271203e-07,0.0021225235,1.7004877e-06,0.0021231843,0.080114043,0.30470685,0.0018765173,0.0020678508,0.0021030614,0.0021225235,0.0021323701,0.0021376913
0.76333628,0.99333089,0.0021232192,1.2711687e-07,0.0021232192,8.484178e-05,0.0021238796,0.080118035,0.30471225,0.0018771558,0.0020685356,0.0021037529,0.0021232192,0.0021330678,0.00213839
0.77596244,0.99333135,0.0021239384,1.3185112e-07,0.0021239384,0.0004193641,0.0021245984,0.080122159,0.30471782,0.0018778158,0.0020692434,0.0021044677,0.0021239384,0.002133789,0.0021391123
0.78879744,0.99333183,0.0021246818,1.3694715e-07,0.0021246818,3.9495649e-06,0.0021253415,0.080126422,0.30472358,0.0018784981,0.0020699751,0.0021052066,0.0021246818,0.0021345344,0.0021398589
0.80184474,0.99333232,0.0021254502,1.4244131e-07,0.0021254502,2.6211175e-07,0.0021261096,0.080130827,0.30472954,0.0018792034,0.0020707315,0.0021059705,0.0021254502,0.0021353051,0.0021406306
0.81510786,0.99333282,0.0021262446,1.4837455e-07,0.0021262446,4.4179936e-08,0.0021269036,0.080135379,0.30473569,0.0018799325,0.0020715134,0.0021067601,0.0021262446,0.0021361017,0.0021414285
0.82859036,0.99333335,0.0021270658,1.5479309e-07,0.0021270658,1.1649126e-08,0.0021277245,0.080140084,0.30474205,0.0018806863,0.0020723217,0.0021075763,0.0021270658,0.0021369252,0.0021422532
0.84229587,0.99333389,0.0021279148,1.6174925e-07,0.0021279148,4.0573969e-09,0.0021285731,0.080144945,0.30474862,0.0018814655,0.0020731574,0.0021084202,0.0021279148,0.0021377765,0.0021431058
0.85622808,0.99333445,0.0021287924,1.6930241e-07,0.0021287924,1.7647758e-09,0.0021294503,0.080149969,0.30475541,0.001882271,0.0020740212,0.0021092925,0.0021287924,0.0021386565,0.0021439871
0.87039074,0.99333503,0.0021296996,1.7752018e-07,0.0021296996,9.8651623e-10,0.0021303572,0.080155161,0.30476242,0.0018831039,0.0020749143,0.0021101943,0.0021296996,0.0021395663,0.0021448983
0.88478766,0.99333562,0.0021306376,1.8647975e-07,0.0021306376,7.7926185e-10,0.0021312948,0.080160527,0.30476967,0.0018839648,0.0020758376,0.0021111267,0.0021306376,0.0021405069,0.0021458403
0.89942271,0.99333624,0.0021316072,1.962695e-07,0.0021316072,9.1397948e-10,0.002132264,0.080166071,0.30477717,0.001884855,0.0020767921,0.0021120905,0.0021316072,0.0021414792,0.0021468141
0.91429984,0.99333688,0.0021326097,2.0699103e-07,0.0021326097,1.4724396e-09,0.0021332661,0.080171801,0.30478491,0.0018857753,0.0020777789,0.002113087,0.0021326097,0.0021424845,0.0021478209
0.92942305,0.99333753,0.002133646,2.1876147e-07,0.002133646,2.9588119e-09,0.0021343021,0.080177723,0.30479291,0.0018867267,0.0020787992,0.0021141173,0.002133646,0.0021435238,0.0021488617
0.94479641,0.99333821,0.0021347175,2.3171633e-07,0.0021347175,7.2163113e-09,0.0021353733,0.080183842,0.30480118,0.0018877105,0.002079854,0.0021151824,0.0021347175,0.0021445982,0.0021499378
0.96042405,0.99333892,0.0021358253,2.4601305e-07,0.0021358253,2.2303297e-08,0.0021364807,0.080190166,0.30480972,0.0018887276,0.0020809446,0.0021162836,0.0021358253,0.0021457091,0.0021510504
0.97631019,0.99333964,0.0021369707,2.6183516e-07,0.0021369707,9.8675736e-08,0.0021376257,0.080196702,0.30481855,0.0018897792,0.0020820721,0.0021174222,0.0021369707,0.0021468577,0.0021522006
0.9924591,0.99334039,0.0021381549,2.7939759e-07,0.0021381549,8.0371311e-07,0.0021388095,0.080203455,0.30482767,0.0018908665,0.002083238,0.0021185994,0.0021381549,0.0021480452,0.0021533899
1.0088751,0.99334116,0.0021393793,2.9895304e-07,0.0021393793,1.1323624e-05,0.0021400335,0.080210435,0.3048371,0.0018919908,0.0020844434,0.0021198166,0.0021393793,0.002149273,0.0021546196
1.0255627,0.99334196,0.0021406453,3.2080004e-07,0.0021406453,1.1990966e-05,0.0021412991,0.080217648,0.30484684,0.0018931533,0.0020856898,0.0021210752,0.0021406453,0.0021505425,0.002155891
1.0425263,0.99334279,0.0021419543,3.4529289e-07,0.0021419543,1.6567683e-06,0.0021426077,0.080225103,0.30485691,0.0018943553,0.0020869785,0.0021223765,0.0021419543,0.0021518552,0.0021572057
1.0597704,0.99334364,0.0021433078,3.7285427e-07,0.0021433078,1.4387195e-07,0.0021439609,0.080232806,0.30486731,0.0018955983,0.0020883111,0.002123722,0.0021433078,0.0021532125,0.002158565
1.0772998,0.99334452,0.0021447073,4.0399107e-07,0.0021447073,2.4991478e-08,0.0021453601,0.080240768,0.30487806,0.0018968836,0.0020896891,0.0021251134,0.0021447073,0.0021546159,0.0021599706
1.0951192,0.99334543,0.0021461545,4.3931461e-07,0.0021461545,6.6229876e-09,0.0021468069,0.080248995,0.30488917,0.0018982127,0.002091114,0.0021265522,0.0021461545,0.0021560672,0.002161424
1.1132333,0.99334637,0.002147651,4.7956657e-07,0.002147651,2.2807321e-09,0.002148303,0.080257498,0.30490065,0.0018995872,0.0020925875,0.00212804,0.002147651,0.0021575679,0.002162927
1.131647,0.99334735,0.0021491986,5.2565248e-07,0.0021491986,9.4408019e-10,0.0021498502,0.080266286,0.30491252,0.0019010085,0.0020941112,0.0021295785,0.0021491986,0.0021591197,0.0021644811
1.1503653,0.99334835,0.0021507989,5.7868538e-07,0.0021507989,4.5558754e-10,0.0021514501,0.080275367,0.30492478,0.0019024785,0.0020956869,0.0021311695,0.0021507989,0.0021607245,0.0021660884
1.1693932,0.99334939,0.0021524539,6.4004311e-07,0.0021524539,2.587762e-10,0.0021531047,0.080284752,0.30493745,0.0019039986,0.0020973165,0.0021328149,0.0021524539,0.0021623841,0.0021677504
1.1887358,0.99335046,0.0021541654,7.1144441e-07,0.0021541654,1.8148681e-10,0.0021548159,0.080294452,0.30495054,0.0019055708,0.0020990018,0.0021345165,0.0021541654,0.0021641004,0.0021694693
1.2083984,0.99335156,0.0021559355,7.9505074e-07,0.0021559355,1.660224e-10,0.0021565856,0.080304476,0.30496407,0.0019071969,0.0021007448,0.0021362763,0.0021559355,0.0021658754,0.002171247
1.2283863,0.99335271,0.0021577661,8.9360409e-07,0.0021577661,1.9828707e-10,0.0021584159,0.080314835,0.30497805,0.0019088786,0.0021025474,0.0021380964,0.0021577661,0.0021677111,0.0021730855
1.2487047,0.99335389,0.0021596595,1.0106156e-06,0.0021596595,2.9190694e-10,0.0021603088,0.080325542,0.3049925,0.0019106181,0.0021044118,0.0021399788,0.0021596595,0.0021696098,0.002174987
1.2693592,0.99335511,0.0021616177,1.1506267e-06,0.0021616177,5.0033006e-10,0.0021622667,0.080336607,0.30500743,0.0019124173,0.0021063402,0.0021419258,0.0021616177,0.0021715735,0.0021769536
1.2903554,0.99335637,0.0021636432,1.3195755e-06,0.0021636432,9.7583463e-10,0.0021642918,0.080348042,0.30502286,0.0019142783,0.0021083348,0.0021439397,0.0021636432,0.0021736046,0.0021789878
1.3116988,0.99335767,0.0021657382,1.5253184e-06,0.0021657382,2.1887816e-09,0.0021663865,0.080359861,0.3050388,0.0019162033,0.0021103979,0.0021460227,0.0021657382,0.0021757055,0.0021810918
1.3333953,0.99335901,0.0021679053,1.7783825e-06,0.0021679053,5.8828882e-09,0.0021685532,0.080372075,0.30505528,0.0019181947,0.0021125321,0.0021481774,0.0021679053,0.0021778786,0.0021832682
1.3554507,0.9933604,0.002170147,2.0930714e-06,0.002170147,2.0558618e-08,0.0021707946,0.080384698,0.3050723,0.0019202546,0.0021147397,0.0021504062,0.002170147,0.0021801264,0.0021855194
1.3778708,0.99336184,0.0021724658,2.4891169e-06,0.0021724658,1.0974474e-07,0.0021731131,0.080397745,0.3050899,0.0019223857,0.0021170234,0.0021527119,0.0021724658,0.0021824518,0.0021878483
1.4006619,0.99336332,0.0021748647,2.9941966e-06,0.0021748647,1.3376049e-06,0.0021755116,0.080411229,0.30510808,0.0019245904,0.0021193859,0.0021550971,0.0021748647,0.0021848573,0.0021902574
1.4238299,0.99336485,0.0021773464,3.6478542e-06,0.0021773464,3.2142202e-05,0.002177993,0.080425164,0.30512687,0.0019268713,0.0021218301,0.0021575647,0.0021773464,0.0021873459,0.0021927497
1.4473811,0.99336644,0.0021799139,4.507749e-06,0.0021799139,3.8705358e-06,0.0021805601,0.080439567,0.30514629,0.0019292312,0.0021243588,0.0021601176,0.0021799139,0.0021899205,0.0021953282
1.4713219,0.99336807,0.0021825702,5.6598859e-06,0.0021825702,1.9435104e-07,0.0021832161,0.080454453,0.30516636,0.001931673,0.002126975,0.0021627589,0.0021825702,0.0021925842,0.0021979958
1.4956586,0.99336976,0.0021853186,7.2358574e-06,0.0021853186,2.6618767e-08,0.0021859642,0.080469838,0.30518709,0.0019341995,0.002129682,0.0021654917,0.0021853186,0.0021953402,0.0022007559
1.520398,0.9933715,0.0021881623,9.4428766e-06,0.0021881623,6.0887473e-09,0.0021888076,0.080485738,0.30520852,0.0019368138,0.0021324829,0.0021683194,0.0021881623,0.0021981918,0.0022036118
1.5455465,0.99337331,0.0021911048,1.2618077e-05,0.0021911048,1.8917881e-09,0.0021917498,0.080502173,0.30523067,0.0019395191,0.0021353812,0.0021712454,0.0021911048,0.0022011424,0.0022065669
1.571111,0.99337517,0.0021941497,1.7330939e-05,0.0021941497,7.199948e-10,0.0021947944,0.080519158,0.30525355,0.0019423188,0.0021383804,0.0021742731,0.0021941497,0.0022041957,0.0022096247
1.5970983,0.99337709,0.0021973006,2.4586199e-05,0.0021973006,3.1727091e-10,0.002197945,0.080536714,0.3052772,0.0019452161,0.0021414842,0.0021774063,0.0021973006,0.0022073553,0.0022127891
1.6235156,0.99337908,0.0022005615,3.624932e-05,0.0022005615,1.5721545e-10,0.0022012056,0.080554859,0.30530164,0.0019482147,0.0021446962,0.0021806489,0.0022005615,0.0022106251,0.0022160638
1.6503697,0.99338113,0.0022039362,5.600059e-05,0.0022039362,8.6873056e-11,0.00220458,0.080573613,0.3053269,0.0019513183,0.0021480206,0.0021840048,0.0022039362,0.0022140092,0.0022194529
1.6776681,0.99338325,0.0022074291,9.165346e-05,0.0022074291,5.4200249e-11,0.0022080726,0.080592997,0.305353,0.0019545307,0.0021514614,0.0021874781,0.0022074291,0.0022175116,0.0022229605
1.705418,0.99338544,0.0022110443,0.00016136669,0.0022110443,3.9408489e-11,0.0022116876,0.080613031,0.30537997,0.001957856,0.0021550228,0.0021910732,0.0022110443,0.0022211368,0.0022265911
1.7336269,0.9933877,0.0022147864,0.00031244615,0.0022147864,3.458269e-11,0.0022154294,0.080633739,0.30540784,0.0019612982,0.0021587093,0.0021947945,0.0022147864,0.0022248892,0.002230349
1.7623024,0.99339004,0.0022186601,0.00068783647,0.0022186601,3.6951887e-11,0.0022193029,0.080655143,0.30543665,0.0019648617,0.0021625255,0.0021986467,0.0022186601,0.0022287735,0.0022342391
1.7914522,0.99339246,0.0022226702,0.0018148012,0.0022226702,4.6755656e-11,0.0022233127,0.080677266,0.30546642,0.0019685511,0.0021664762,0.0022026346,0.0022226702,0.0022327946,0.0022382662
1.8210842,0.99339495,0.0022268217,0.0062591332,0.0022268217,6.7255205e-11,0.0022274641,0.080700133,0.30549718,0.0019723709,0.0021705664,0.0022067632,0.0022268217,0.0022369575,0.0022424353
1.8512063,0.99339753,0.00223112,0.032177083,0.00223112,1.0684798e-10,0.0022317622,0.080723769,0.30552897,0.0019763261,0.0021748013,0.0022110379,0.00223112,0.0022412676,0.0022467517
1.8818266,0.99340019,0.0022355705,0.23172506,0.0022355705,1.8556605e-10,0.0022362125,0.0807482,0.30556183,0.0019804218,0.0021791863,0.0022154639,0.0022355705,0.0022457302,0.0022512209
1.9129534,0.99340294,0.002240179,0.54708458,0.002240179,3.5436927e-10,0.0022408207,0.080773452,0.30559578,0.0019846632,0.002183727,0.002220047,0.002240179,0.0022503512,0.0022558487
1.9445951,0.99340578,0.0022449512,1,0.0022449512,7.5903567e-10,0.0022455928,0.080799555,0.30563087,0.0019890558,0.0021884293,0.0022247931,0.0022449512,0.0022551365,0.0022606411
1.9767602,0.99340871,0.0022498935,0.21923841,0.0022498935,1.8895448e-09,0.002250535,0.080826537,0.30566713,0.0019936053,0.0021932992,0.0022297084,0.0022498935,0.0022600922,0.0022656041
2.0094573,0.99341174,0.0022550122,0.15133131,0.0022550122,5.7899628e-09,0.0022556536,0.080854427,0.3057046,0.0019983178,0.0021983432,0.0022347992,0.0022550122,0.0022652248,0.0022707442
2.0426953,0.99341487,0.0022603141,0.13031295,0.0022603141,2.377222e-08,0.0022609553,0.080883257,0.30574333,0.0020031994,0.0022035678,0.0022400722,0.0022603141,0.002270541,0.0022760683
2.076483,0.99341811,0.0022658061,0.044918558,0.0022658061,1.3624149e-07,0.0022664472,0.080913058,0.30578335,0.0020082566,0.00220898,0.0022455344,0.0022658061,0.0022760479,0.0022815832
2.1108296,0.99342145,0.0022714955,0.077358188,0.0022714955,5.9874472e-07,0.0022721366,0.080943864,0.30582471,0.0020134963,0.0022145869,0.0022511931,0.0022714955,0.0022817527,0.0022872963
2.1457443,0.9934249,0.0022773899,0.4378208,0.0022773899,5.5857059e-07,0.002278031,0.080975709,0.30586746,0.0020189253,0.0022203961,0.0022570557,0.0022773899,0.002287663,0.0022932153
2.1812365,0.99342846,0.0022834973,0.1356999,0.0022834973,8.5189821e-08,0.0022841383,0.081008627,0.30591163,0.0020245512,0.0022264153,0.0022631302,0.0022834973,0.0022937868,0.0022993481
2.2173158,0.99343214,0.0022898259,0.017435122,0.0022898259,1.3719709e-08,0.0022904669,0.081042657,0.30595729,0.0020303816,0.0022326528,0.0022694248,0.0022898259,0.0023001324,0.0023057029
2.2539919,0.99343595,0.0022963842,0.011743288,0.0022963842,3.2193858e-09,0.0022970253,0.081077836,0.30600447,0.0020364245,0.002239117,0.002275948,0.0022963842,0.0023067084,0.0023122884
2.2912746,0.99343987,0.0023031814,0.046097587,0.0023031814,9.9650463e-10,0.0023038225,0.081114202,0.30605323,0.0020426883,0.0022458169,0.0022827089,0.0023031814,0.0023135237,0.0023191136
2.329174,0.99344393,0.0023102268,0.08543947,0.0023102268,3.7471938e-10,0.002310868,0.081151798,0.30610362,0.0020491817,0.0022527617,0.0022897168,0.0023102268,0.0023205879,0.0023261881
2.3677003,0.99344812,0.0023175302,0.051942622,0.0023175302,1.6234968e-10,0.0023181715,0.081190664,0.3061557,0.0020559139,0.0022599611,0.0022969815,0.0023175302,0.0023279108,0.0023335215
2.4068639,0.99345245,0.0023251019,0.0097694939,0.0023251019,7.8404222e-11,0.0023257433,0.081230844,0.30620952,0.0020628944,0.0022674254,0.0023045131,0.0023251019,0.0023355026,0.0023411243
2.4466752,0.99345692,0.0023329526,0.0031938354,0.0023329526,4.1391578e-11,0.0023335942,0.081272384,0.30626514,0.0020701332,0.002275165,0.0023123224,0.0023329526,0.0023433741,0.0023490071
2.4871451,0.99346154,0.0023410935,0.0056928823,0.0023410935,2.3686747e-11,0.0023417353,0.08131533,0.30632263,0.0020776408,0.0022831911,0.0023204205,0.0023410935,0.0023515366,0.0023571812
2.5282843,0.99346631,0.0023495363,0.025476054,0.0023495363,1.4730258e-11,0.0023501783,0.08135973,0.30638204,0.0020854281,0.0022915152,0.002328819,0.0023495363,0.0023600016,0.0023656584
2.570104,0.99347124,0.0023582933,0.073265026,0.0023582933,1.0095066e-11,0.0023589355,0.081405635,0.30644344,0.0020935065,0.0023001495,0.0023375303,0.0023582933,0.0023687817,0.002374451
2.6126155,0.99347633,0.0023673773,0.039175549,0.0023673773,7.8002057e-12,0.0023680198,0.081453095,0.3065069,0.002101888,0.0023091067,0.002346567,0.0023673773,0.0023778895,0.0023835717
2.6558301,0.99348159,0.0023768017,0.0080134555,0.0023768017,6.9404135e-12,0.0023774446,0.081502165,0.30657248,0.0021105853,0.0023184001,0.0023559426,0.0023768017,0.0023873386,0.0023930342
2.6997596,0.99348702,0.0023865807,0.0018885145,0.0023865807,7.1445425e-12,0.0023872239,0.081552901,0.30664027,0.0021196113,0.0023280436,0.002365671,0.0023865807,0.002397143,0.0024028525
2.7444156,0.99349262,0.0023967289,0.001069246,0.0023967289,8.3694416e-12,0.0023973725,0.081605359,0.30671032,0.00212898,0.0023380518,0.002375767,0.0023967289,0.0024073176,0.0024130415
2.7898103,0.99349841,0.0024072618,0.0022110863,0.0024072618,1.0863293e-11,0.0024079059,0.081659599,0.30678272,0.0021387058,0.0023484399,0.0023862459,0.0024072618,0.0024178778,0.0024236165
2.8359559,0.99350439,0.0024181956,0.0082679623,0.0024181956,1.5267329e-11,0.0024188402,0.081715683,0.30685755,0.0021488039,0.0023592241,0.0023971239,0.0024181956,0.0024288399,0.0024345939
2.8828647,0.99351057,0.0024295474,0.027992016,0.0024295474,2.2925095e-11,0.0024301925,0.081773675,0.30693489,0.0021592901,0.0023704212,0.002408418,0.0024295474,0.0024402208,0.0024459908
2.9305495,0.99351695,0.0024413349,0.030003571,0.0024413349,3.6639074e-11,0.0024419806,0.08183364,0.30701482,0.0021701813,0.0023820489,0.0024201459,0.0024413349,0.0024520386,0.002457825
2.979023,0.99352354,0.002453577,0.0083179338,0.002453577,6.2561787e-11,0.0024542233,0.081895648,0.30709744,0.002181495,0.0023941257,0.0024323262,0.002453577,0.0024643119,0.0024701153
3.0282983,0.99353034,0.0024662932,0.0018843299,0.0024662932,1.1529098e-10,0.0024669402,0.08195977,0.30718282,0.0021932496,0.0024066711,0.0024449787,0.0024662932,0.0024770604,0.0024828815
3.0783886,0.99353737,0.0024795043,0.00058532172,0.0024795043,2.3302449e-10,0.0024801521,0.082026079,0.30727107,0.0022054647,0.0024197056,0.0024581239,0.0024795043,0.002490305,0.0024961442
3.1293075,0.99354462,0.0024932321,0.00038836559,0.0024932321,5.2814478e-10,0.0024938806,0.082094651,0.30736229,0.0022181606,0.0024332508,0.0024717834,0.0024932321,0.0025040673,0.0025099254
3.1810686,0.99355212,0.0025074993,0.00069523079,0.0025074993,1.377612e-09,0.0025081487,0.082165565,0.30745656,0.0022313588,0.0024473294,0.0024859802,0.0025074993,0.0025183704,0.002524248
3.2336859,0.99355985,0.0025223302,0.0020612749,0.0025223302,4.193778e-09,0.0025229805,0.082238904,0.307554,0.0022450822,0.0024619653,0.0025007382,0.0025223302,0.0025332383,0.0025391361
