x_linear_H0,y_linear_H0,x_linear_H1,y_linear_H1,x_circular_H0,y_circular_H0,x_circular_H1,y_circular_H1,x_elliptical_H0,y_elliptical_H0,x_elliptical_H1,y_elliptical_H1
-0.045981632,0,0.035320142,-0.080726434,-0.032513924,-0.032206444,0.06898897,-0.12720782,-0.039428924,-0.02343363,0.062311558,-0.12024623
-0.04542345,0,0.037393962,-0.080040965,-0.032119229,-0.032980997,0.071776955,-0.12665537,-0.038950287,-0.0239972,0.065051429,-0.11960914
-0.044841959,0,0.039477797,-0.079316299,-0.031708053,-0.033752121,0.074570478,-0.12604686,-0.038451663,-0.024558275,0.067798765,-0.11891783
-0.044237135,0,0.041570931,-0.078552256,-0.031280378,-0.034519489,0.077368495,-0.12538189,-0.03793303,-0.025116617,0.070552561,-0.11817192
-0.04360896,0,0.043672638,-0.077748667,-0.030836191,-0.035282767,0.08016995,-0.12466003,-0.037394374,-0.025671984,0.073311798,-0.11737107
-0.042957426,0,0.045782179,-0.076905376,-0.030375488,-0.036041623,0.082973773,-0.12388091,-0.036835689,-0.026224133,0.076075445,-0.11651493
-0.042282536,0,0.047898801,-0.076022243,-0.029898268,-0.036795721,0.085778879,-0.12304416,-0.036256976,-0.02677282,0.078842455,-0.11560319
-0.0415843,0,0.050021742,-0.075099142,-0.02940454,-0.037544725,0.088584171,-0.12214942,-0.035658243,-0.0273178,0.081611768,-0.11463555
-0.040862736,0,0.052150228,-0.074135961,-0.028894317,-0.038288295,0.09138854,-0.12119636,-0.035039507,-0.027858827,0.08438231,-0.11361173
-0.040117873,0,0.054283474,-0.073132603,-0.02836762,-0.039026093,0.094190861,-0.12018467,-0.034400793,-0.028395654,0.087152996,-0.11253147
-0.039349751,0,0.056420684,-0.072088986,-0.027824476,-0.039757777,0.096989999,-0.11911406,-0.033742133,-0.028928032,0.089922725,-0.11139453
-0.038558416,0,0.058561049,-0.071005042,-0.027264917,-0.040483005,0.099784809,-0.11798426,-0.033063569,-0.029455713,0.092690387,-0.11020069
-0.037743925,0,0.060703752,-0.06988072,-0.026688985,-0.041201434,0.10257413,-0.11679501,-0.032365149,-0.029978447,0.095454857,-0.10894974
-0.036906346,0,0.062847965,-0.068715983,-0.026096727,-0.041912719,0.10535679,-0.1155461,-0.03164693,-0.030495983,0.098215001,-0.10764152
-0.036045754,0,0.064992849,-0.06751081,-0.025488197,-0.042616516,0.10813162,-0.11423729,-0.030908979,-0.03100807,0.10096967,-0.10627586
-0.035162235,0,0.067137555,-0.066265198,-0.024863455,-0.043312478,0.11089741,-0.11286843,-0.030151368,-0.031514457,0.10371771,-0.10485262
-0.034255887,0,0.069281226,-0.064979158,-0.02422257,-0.04400026,0.11365297,-0.11143932,-0.02937418,-0.032014892,0.10645795,-0.10337169
-0.033326813,0,0.071422993,-0.063652717,-0.023565615,-0.044679515,0.11639708,-0.10994985,-0.028577506,-0.032509122,0.1091892,-0.10183297
-0.03237513,0,0.07356198,-0.062285919,-0.022892674,-0.045349896,0.11912853,-0.10839988,-0.027761445,-0.032996896,0.11191029,-0.10023639
-0.031400963,0,0.0756973,-0.060878825,-0.022203834,-0.046011056,0.12184608,-0.10678931,-0.026926104,-0.033477961,0.11462001,-0.098581903
-0.030404449,0,0.077828059,-0.059431513,-0.021499192,-0.046662648,0.1245485,-0.10511808,-0.0260716,-0.033952063,0.11731715,-0.096869482
-0.029385732,0,0.079953354,-0.057944077,-0.020778851,-0.047304325,0.12723454,-0.10338614,-0.025198058,-0.034418952,0.1200005,-0.095099123
-0.028344969,0,0.082072274,-0.056416629,-0.02004292,-0.047935741,0.12990293,-0.10159346,-0.024305611,-0.034878375,0.12266882,-0.093270844
-0.027282326,0,0.084183899,-0.054849297,-0.019291518,-0.04855655,0.13255243,-0.099740037,-0.023394402,-0.03533008,0.1253209,-0.09138469
-0.026197979,0,0.086287302,-0.053242228,-0.018524768,-0.049166406,0.13518175,-0.097825893,-0.022464581,-0.035773815,0.12795547,-0.089440726
-0.025092113,0,0.088381549,-0.051595587,-0.017742803,-0.049764963,0.13778963,-0.095851078,-0.021516309,-0.03620933,0.13057131,-0.087439044
-0.023964927,0,0.0904657,-0.049909553,-0.016945762,-0.050351879,0.14037478,-0.093815664,-0.020549755,-0.036636373,0.13316714,-0.085379757
-0.022816626,0,0.092538807,-0.048184327,-0.016133791,-0.05092681,0.14293592,-0.091719748,-0.019565095,-0.037054697,0.1357417,-0.083263007
-0.021647428,0,0.094599914,-0.046420125,-0.015307043,-0.051489414,0.14547174,-0.089563453,-0.018562516,-0.037464051,0.13829374,-0.081088956
-0.020457561,0,0.096648063,-0.044617183,-0.01446568,-0.05203935,0.14798096,-0.087346928,-0.017542214,-0.037864189,0.14082197,-0.078857793
-0.019247263,0,0.098682287,-0.042775755,-0.01360987,-0.05257628,0.15046226,-0.085070349,-0.016504391,-0.038254863,0.14332512,-0.076569734
-0.018016781,0,0.10070161,-0.040896112,-0.012739788,-0.053099865,0.15291435,-0.082733915,-0.015449262,-0.038635827,0.1458019,-0.074225016
-0.016766375,0,0.10270507,-0.038978544,-0.011855617,-0.053609771,0.15533591,-0.080337855,-0.014377048,-0.039006838,0.14825103,-0.071823906
-0.015496313,0,0.10469167,-0.03702336,-0.010957548,-0.054105662,0.15772564,-0.077882421,-0.013287979,-0.039367651,0.15067121,-0.069366693
-0.014206875,0,0.10666043,-0.035030886,-0.010045778,-0.054587207,0.16008221,-0.075367896,-0.012182295,-0.039718027,0.15306115,-0.066853694
-0.01289835,0,0.10861036,-0.033001469,-0.009120511,-0.055054076,0.16240432,-0.072794585,-0.011060244,-0.040057724,0.15541955,-0.064285251
-0.011571039,0,0.11054047,-0.030935473,-0.0081819604,-0.055505942,0.16469064,-0.070162826,-0.0099220844,-0.040386505,0.15774511,-0.061661734
-0.010225252,0,0.11244977,-0.02883328,-0.0072303451,-0.055942479,0.16693986,-0.067472978,-0.0087680814,-0.040704132,0.16003654,-0.058983537
-0.0088613094,0,0.11433724,-0.026695294,-0.006265892,-0.056363366,0.16915066,-0.064725433,-0.0075985101,-0.041010373,0.16229253,-0.056251081
-0.0074795421,0,0.11620189,-0.024521933,-0.005288835,-0.056768283,0.17132171,-0.061920608,-0.0064136545,-0.041304993,0.16451178,-0.053464814
-0.0060802914,0,0.11804272,-0.02231364,-0.0042994153,-0.057156913,0.17345171,-0.059058947,-0.0052138069,-0.041587763,0.16669298,-0.050625211
-0.0046639088,0,0.11985873,-0.020070871,-0.0032978815,-0.057528943,0.17553934,-0.056140924,-0.0039992688,-0.041858455,0.16883483,-0.047732774
-0.0032307557,0,0.12164889,-0.017794105,-0.0022844893,-0.057884063,0.17758328,-0.05316704,-0.0027703502,-0.042116842,0.17093604,-0.044788031
-0.001781204,0,0.12341221,-0.015483838,-0.0012595014,-0.058221966,0.17958222,-0.050137824,-0.0015273698,-0.042362703,0.1729953,-0.041791538
-0.00031563542,0,0.12514768,-0.013140586,-0.00022318795,-0.058542349,0.18153486,-0.047053833,-0.00027065514,-0.042595816,0.17501131,-0.038743876
0.0011655581,0,0.12685428,-0.010764883,0.00082417403,-0.058844912,0.18343989,-0.043915654,0.00099945781,-0.042815962,0.17698278,-0.035645656
0.0026619747,0,0.12853101,-0.0083572837,0.0018823003,-0.059129359,0.18529601,-0.040723901,0.0022826245,-0.043022928,0.17890842,-0.032497515
0.0041732025,0,0.13017687,-0.0059183604,0.0029508998,-0.0593954,0.18710192,-0.037479216,0.0035784917,-0.043216501,0.18078694,-0.029300116
0.00569882,0,0.13179084,-0.0034487046,0.0040296743,-0.059642746,0.18885634,-0.034182272,0.0048866979,-0.043396472,0.18261705,-0.026054152
0.0072383956,0,0.13337192,-0.00094892711,0.0051183186,-0.059871115,0.19055798,-0.030833767,0.0062068731,-0.043562635,0.18439748,-0.02276034
0.0087914882,0,0.1349191,0.0015803425,0.0062165209,-0.060080229,0.19220556,-0.027434431,0.0075386389,-0.043714787,0.18612696,-0.019419427
0.010357647,0,0.1364314,0.0041384559,0.0073239623,-0.060269812,0.19379782,-0.023985021,0.0088816089,-0.04385273,0.18780421,-0.016032187
0.011936411,0,0.13790779,0.0067247456,0.0084403173,-0.060439597,0.19533349,-0.020486322,0.010235388,-0.043976266,0.18942797,-0.01259942
0.013527311,0,0.13934731,0.0093385255,0.0095652535,-0.060589319,0.19681131,-0.016939151,0.011599574,-0.044085205,0.190997,-0.0091219545
0.015129868,0,0.14074894,0.011979091,0.010698432,-0.060718719,0.19823005,-0.013344349,0.012973755,-0.044179358,0.19251004,-0.0056006455
0.016743592,0,0.14211171,0.014645718,0.011839508,-0.060827544,0.19958847,-0.0097027887,0.014357512,-0.044258539,0.19396586,-0.0020363758
0.018367987,0,0.14343463,0.017337665,0.012988128,-0.060915545,0.20088534,-0.0060153713,0.015750419,-0.044322569,0.19536323,0.0015699447
0.020002545,0,0.14471673,0.020054172,0.014143935,-0.060982479,0.20211945,-0.0022830256,0.017152041,-0.044371271,0.19670093,0.0052173791
0.02164675,0,0.14595703,0.022794459,0.015306564,-0.06102811,0.20328959,0.0014932907,0.018561935,-0.044404472,0.19797775,0.0089049635
0.023300079,0,0.14715457,0.02555773,0.016475644,-0.061052206,0.20439458,0.0053125913,0.019979653,-0.044422005,0.1991925,0.012631707
0.024961996,0,0.14830839,0.028343168,0.017650797,-0.061054542,0.20543323,0.0091738619,0.021404735,-0.044423705,0.20034399,0.016396592
0.026631961,0,0.14941754,0.031149942,0.01883164,-0.0610349,0.20640438,0.01307606,0.022836718,-0.044409413,0.20143104,0.020198573
0.028309423,0,0.15048107,0.033977199,0.020017785,-0.060993067,0.20730689,0.017018114,0.02427513,-0.044378975,0.2024525,0.02403658
0.029993822,0,0.15149805,0.036824071,0.021208835,-0.060928836,0.2081396,0.020998925,0.02571949,-0.04433224,0.20340721,0.027909514
0.031684592,0,0.15246754,0.039689671,0.02240439,-0.060842008,0.20890142,0.025017367,0.027169314,-0.044269063,0.20429404,0.031816253
0.033381158,0,0.15338863,0.042573095,0.023604043,-0.060732391,0.20959122,0.029072285,0.028624107,-0.044189305,0.20511188,0.035755645
0.035082937,0,0.15426041,0.045473422,0.024807382,-0.060599798,0.21020791,0.033162497,0.03008337,-0.044092829,0.20585961,0.039726516
0.036789337,0,0.15508198,0.048389714,0.026013989,-0.06044405,0.21075044,0.037286793,0.031546596,-0.043979506,0.20653615,0.043727662
0.03849976,0,0.15585244,0.051321016,0.027223441,-0.060264977,0.21121774,0.041443936,0.033013272,-0.043849211,0.20714042,0.047757856
0.0402136,0,0.15657091,0.054266355,0.028435309,-0.060062412,0.21160877,0.045632663,0.034482878,-0.043701824,0.20767137,0.051815846
0.041930245,0,0.15723653,0.057224744,0.02964916,-0.059836201,0.21192252,0.049851684,0.035954888,-0.043537231,0.20812797,0.055900353
0.043649073,0,0.15784845,0.060195177,0.030864556,-0.059586192,0.212158,0.05409968,0.037428771,-0.043355323,0.20850919,0.060010075
0.045369458,0,0.15840581,0.063176635,0.032081051,-0.059312245,0.21231422,0.058375309,0.038903989,-0.043155997,0.20881403,0.064143684
0.047090765,0,0.15890778,0.066168081,0.033298199,-0.059014226,0.21239023,0.062677201,0.040379998,-0.042939157,0.20904151,0.068299827
0.048812353,0,0.15935354,0.069168462,0.034515546,-0.058692009,0.21238509,0.067003961,0.041856248,-0.042704709,0.20919067,0.07247713
0.050533577,0,0.1597423,0.072176712,0.035732635,-0.058345476,0.2122979,0.071354168,0.043332185,-0.042452569,0.20926057,0.076674191
0.052253782,0,0.16007325,0.075191747,0.036949004,-0.057974517,0.21212775,0.075726375,0.044807249,-0.042182657,0.20925028,0.080889588
0.05397231,0,0.16034562,0.078212472,0.038164186,-0.057579032,0.21187379,0.080119112,0.046280874,-0.0418949,0.20915892,0.085121873
0.055688494,0,0.16055866,0.081237774,0.039377712,-0.057158928,0.21153516,0.084530883,0.04775249,-0.041589229,0.20898561,0.089369578
0.057401666,0,0.1607116,0.084266527,0.040589107,-0.056714121,0.21111106,0.088960168,0.049221522,-0.041265584,0.20872949,0.09363121
0.059111148,0,0.16080373,0.087297591,0.041797894,-0.056244535,0.21060069,0.093405424,0.050687392,-0.04092391,0.20838973,0.097905255
0.06081626,0,0.16083432,0.090329814,0.04300359,-0.055750103,0.21000327,0.097865083,0.052149513,-0.040564158,0.20796554,0.10219018
0.062516316,0,0.16080269,0.093362027,0.044205711,-0.055230769,0.20931808,0.10233755,0.053607299,-0.040186287,0.20745614,0.10648442
0.064210624,0,0.16070815,0.096393053,0.045403768,-0.054686483,0.20854438,0.10682123,0.055060156,-0.039790261,0.20686077,0.1107864
0.06589849,0,0.16055004,0.099421697,0.046597269,-0.054117206,0.2076815,0.11131446,0.056507489,-0.039376051,0.2061787,0.11509453
0.067579213,0,0.16032771,0.10244676,0.04778572,-0.053522907,0.20672878,0.1158156,0.057948697,-0.038943635,0.20540923,0.11940718
0.069252091,0,0.16004055,0.10546701,0.048968623,-0.052903567,0.20568558,0.12032297,0.059383178,-0.038492999,0.2045517,0.12372271
0.070916416,0,0.15968795,0.10848124,0.050145478,-0.052259172,0.2045513,0.12483487,0.060810325,-0.038024133,0.20360545,0.12803947
0.072571476,0,0.15926931,0.1114882,0.051315783,-0.051589722,0.20332538,0.12934957,0.062229527,-0.037537037,0.20256987,0.13235577
0.074216557,0,0.15878409,0.11448664,0.052479031,-0.050895224,0.20200727,0.13386534,0.063640173,-0.037031715,0.20144437,0.13666993
0.075850943,0,0.15823172,0.11747529,0.053634716,-0.050175696,0.20059645,0.13838041,0.065041647,-0.036508181,0.20022839,0.14098023
0.077473913,0,0.15761169,0.1204529,0.054782329,-0.049431164,0.19909246,0.14289301,0.066433332,-0.035966455,0.1989214,0.14528494
0.079084743,0,0.15692349,0.12341817,0.055921358,-0.048661666,0.19749483,0.14740134,0.067814608,-0.035406562,0.19752291,0.14958231
0.08068271,0,0.15616665,0.12636982,0.057051292,-0.047867248,0.19580317,0.15190358,0.069184853,-0.034828539,0.19603245,0.15387058
0.082267086,0,0.15534071,0.12930655,0.058171614,-0.047047969,0.19401708,0.1563979,0.070543444,-0.034232425,0.19444958,0.15814797
0.083837142,0,0.15444523,0.13222706,0.059281812,-0.046203894,0.19213621,0.16088244,0.071889756,-0.033618271,0.19277391,0.16241267
0.085392148,0,0.15347979,0.13513002,0.060381367,-0.045335102,0.19016026,0.16535534,0.073223163,-0.032986132,0.19100505,0.1666629
0.086931372,0,0.15244402,0.13801411,0.061469763,-0.044441681,0.18808894,0.16981472,0.074543037,-0.032336072,0.18914267,0.17089681
0.088454082,0,0.15133754,0.14087801,0.062546482,-0.043523727,0.18592201,0.17425867,0.07584875,-0.031668163,0.18718648,0.17511257
0.089959545,0,0.15016002,0.14372038,0.063611004,-0.04258135,0.18365925,0.17868529,0.077139674,-0.030982483,0.1851362,0.17930833
0.091447027,0,0.14891115,0.14653988,0.064662813,-0.041614669,0.1813005,0.18309265,0.078415179,-0.030279119,0.18299159,0.18348224
0.092915794,0,0.14759062,0.14933515,0.065701388,-0.040623811,0.17884561,0.18747881,0.079674636,-0.029558164,0.18075246,0.1876324
0.094365113,0,0.14619818,0.15210485,0.066726211,-0.039608919,0.17629449,0.1918418,0.080917417,-0.028819721,0.17841865,0.19175695
0.095794251,0,0.14473359,0.15484762,0.067736765,-0.03857014,0.17364707,0.19617968,0.082142893,-0.028063899,0.17599002,0.19585398
0.097202476,0,0.14319664,0.15756209,0.06873253,-0.037507638,0.17090333,0.20049046,0.083350435,-0.027290815,0.17346648,0.19992159
0.098589055,0,0.14158715,0.1602469,0.06971299,-0.036421583,0.16806328,0.20477215,0.084539418,-0.026500594,0.17084799,0.20395786
0.099953261,0,0.13990495,0.16290068,0.070677629,-0.035312157,0.16512697,0.20902275,0.085709214,-0.025693368,0.16813452,0.20796086
0.10129436,0,0.13814991,0.16552205,0.071625932,-0.034179554,0.16209449,0.21324027,0.0868592,-0.024869278,0.16532609,0.21192868
0.10261164,0,0.13632194,0.16810965,0.072557385,-0.033023977,0.15896597,0.21742268,0.087988753,-0.024028473,0.16242277,0.21585937
0.10390436,0,0.13442096,0.1706621,0.073471477,-0.031845641,0.15574157,0.22156795,0.089097253,-0.023171107,0.15942465,0.21975098
0.10517181,0,0.13244692,0.17317801,0.074367697,-0.030644771,0.15242152,0.22567407,0.090184079,-0.022297346,0.15633186,0.22360157
0.10641326,0,0.13039981,0.17565602,0.075245538,-0.029421603,0.14900605,0.22973898,0.091248617,-0.021407361,0.15314459,0.22740918
0.10762801,0,0.12827964,0.17809474,0.076104493,-0.028176385,0.14549547,0.23376066,0.092290253,-0.020501331,0.14986305,0.23117185
0.10881533,0,0.12608644,0.1804928,0.076944059,-0.026909373,0.14189009,0.23773704,0.093308377,-0.019579445,0.1464875,0.23488762
0.10997453,0,0.1238203,0.18284882,0.077763735,-0.025620837,0.13819029,0.24166608,0.09430238,-0.018641897,0.14301822,0.23855453
0.11110489,0,0.12148132,0.18516142,0.078563024,-0.024311055,0.13439649,0.24554572,0.095271661,-0.017688891,0.13945556,0.2421706
0.11220573,0,0.11906962,0.18742924,0.079341431,-0.022980317,0.13050914,0.24937391,0.096215618,-0.016720637,0.13579989,0.24573387
0.11327633,0,0.11658537,0.18965091,0.080098465,-0.021628926,0.12652874,0.25314857,0.097133656,-0.015737355,0.13205163,0.24924237
0.11431603,0,0.11402876,0.19182505,0.080833637,-0.020257191,0.12245583,0.25686766,0.098025184,-0.014739271,0.12821125,0.25269413
0.11532412,0,0.11140001,0.19395031,0.081546465,-0.018865435,0.118291,0.26052912,0.098889614,-0.01372662,0.12427923,0.25608718
0.11629993,0,0.10869939,0.19602533,0.082236467,-0.017453992,0.11403486,0.26413087,0.099726365,-0.012699645,0.12025613,0.25941957
0.11724279,0,0.10592718,0.19804876,0.082903169,-0.016023205,0.1096881,0.26767087,0.10053486,-0.011658594,0.11614254,0.26268932
0.11815203,0,0.10308369,0.20001924,0.083546099,-0.014573429,0.10525142,0.27114705,0.10131453,-0.010603727,0.11193907,0.26589449
0.11902699,0,0.10016929,0.20193545,0.084164791,-0.013105028,0.10072558,0.27455736,0.1020648,-0.0095353082,0.10764641,0.26903311
0.11986702,0,0.097184347,0.20379604,0.084758784,-0.011618378,0.096111374,0.27789976,0.10278512,-0.0084536114,0.10326525,0.27210324
0.12067148,0,0.094129284,0.20559969,0.08532762,-0.010113864,0.091409652,0.28117219,0.10347494,-0.0073589173,0.098796369,0.27510293
0.12143972,0,0.091004547,0.20734508,0.085870849,-0.0085918848,0.086621299,0.28437263,0.1041337,-0.0062515145,0.094240555,0.27803025
0.12217112,0,0.087810618,0.2090309,0.086388025,-0.0070528455,0.081747246,0.28749904,0.10476087,-0.0051316989,0.089598652,0.28088328
0.12286505,0,0.08454801,0.21065585,0.086878709,-0.0054971638,0.076788469,0.29054939,0.10535591,-0.0039997742,0.084871546,0.28366009
0.1235209,0,0.08121727,0.21221865,0.087342468,-0.0039252671,0.071745987,0.29352167,0.1059183,-0.0028560513,0.080060167,0.28635878
0.12413807,0,0.077818978,0.21371801,0.087778874,-0.0023375931,0.066620864,0.29641387,0.10644752,-0.0017008488,0.075165488,0.28897745
0.12471597,0,0.074353747,0.21515267,0.088187506,-0.00073458952,0.061414207,0.29922401,0.10694306,-0.00053449238,0.070188524,0.2915142
0.125254,0,0.070822223,0.21652137,0.088567951,0.00088328578,0.056127169,0.30195009,0.10740442,0.00064268481,0.065130336,0.29396718
0.12575159,0,0.067225087,0.21782286,0.088919801,0.0025155651,0.050760946,0.30459014,0.1078311,0.0018303425,0.059992028,0.29633451
0.12620818,0,0.06356305,0.21905592,0.089242657,0.0041617708,0.045316778,0.3071422,0.10822262,0.003028133,0.054774746,0.29861434
0.1266232,0,0.059836861,0.22021933,0.089536126,0.0058214155,0.039795952,0.30960434,0.1085785,0.0042357019,0.049479682,0.30080485
0.12699613,0,0.056047298,0.22131188,0.089799823,0.0074940022,0.034199795,0.31197461,0.10889828,0.0054526875,0.044108071,0.30290422
0.12732642,0,0.052195178,0.2223324,0.090033372,0.0091790245,0.02852968,0.31425111,0.1091815,0.0066787213,0.03866119,0.30491065
0.12761355,0,0.048281346,0.2232797,0.090236403,0.010875966,0.022787026,0.31643193,0.10942771,0.0079134277,0.033140362,0.30682235
0.12785701,0,0.044306684,0.22415263,0.090408556,0.012584302,0.016973292,0.3185152,0.10963648,0.0091564246,0.027546951,0.30863757
0.1280563,0,0.040272108,0.22495006,0.090549479,0.014303497,0.011089983,0.32049906,0.10980737,0.010407323,0.021882367,0.31035456
0.12821094,0,0.036178565,0.22567087,0.090658828,0.016033009,0.0051386482,0.32238167,0.10993998,0.011665728,0.016148061,0.31197159
0.12832046,0,0.032027038,0.22631394,0.090736268,0.017772284,-0.00087912136,0.3241612,0.11003389,0.012931236,0.010345529,0.31348696
0.12838439,0,0.027818542,0.2268782,0.090781475,0.019520761,-0.0069616905,0.32583586,0.11008871,0.01420344,0.0044763075,0.314899
0.12840229,0,0.023554127,0.22736258,0.090794133,0.021277871,-0.013107381,0.32740388,0.11010406,0.015481925,-0.0014580216,0.31620604
0.12837373,0,0.019234875,0.22776605,0.090773934,0.023043034,-0.019314472,0.32886349,0.11007956,0.01676627,-0.0074558351,0.31740645
0.12829828,0,0.014861901,0.22808757,0.090720583,0.024815663,-0.025581201,0.33021297,0.11001487,0.018056047,-0.013515467,0.31849862
0.12817554,0,0.010436356,0.22832614,0.090633791,0.026595164,-0.031905761,0.33145063,0.10990962,0.019350824,-0.01963521,0.31948097
0.12800511,0,0.0059594198,0.22848078,0.090513284,0.028380934,-0.038286304,0.33257477,0.10976348,0.020650162,-0.025813314,0.32035195
0.12778663,0,0.0014323086,0.22855054,0.090358795,0.03017236,-0.044720942,0.33358376,0.10957613,0.021953617,-0.032047987,0.32111003
0.12751973,0,-0.0031437301,0.22853449,0.090170067,0.031968825,-0.051207744,0.33447598,0.10934727,0.023260737,-0.038337397,0.3217537
0.12720406,0,-0.0077674159,0.2284317,0.089946857,0.033769702,-0.057744737,0.33524982,0.10907659,0.024571067,-0.044679669,0.3222815
0.1268393,0,-0.012437436,0.2282413,0.08968893,0.035574356,-0.064329909,0.33590373,0.1087638,0.025884146,-0.051072889,0.32269199
0.12642512,0,-0.017152446,0.22796242,0.089396063,0.037382148,-0.070961206,0.33643619,0.10840865,0.027199508,-0.057515102,0.32298375
0.12596124,0,-0.021911068,0.22759423,0.089068045,0.039192429,-0.077636538,0.33684569,0.10801087,0.028516681,-0.064004313,0.32315541
0.12544736,0,-0.026711894,0.22713592,0.088704677,0.041004543,-0.08435377,0.33713076,0.10757022,0.029835188,-0.070538487,0.32320564
0.12488322,0,-0.031553482,0.22658671,0.088305768,0.042817831,-0.091110732,0.33728998,0.10708647,0.031154548,-0.07711555,0.32313311
0.12426856,0,-0.036434363,0.22594584,0.087871145,0.044631622,-0.097905214,0.33732195,0.10655942,0.032474275,-0.08373339,0.32293655
0.12360317,0,-0.041353033,0.22521258,0.087400641,0.046445245,-0.10473497,0.33722531,0.10598885,0.033793879,-0.090389857,0.32261473
0.12288682,0,-0.046307958,0.22438625,0.086894105,0.048258017,-0.11159771,0.33699874,0.10537458,0.035112865,-0.09708276,0.32216644
0.12211932,0,-0.051297575,0.22346616,0.086351398,0.050069253,-0.11849112,0.33664094,0.10471645,0.036430733,-0.10380987,0.32159052
0.12130048,0,-0.056320291,0.22245168,0.085772391,0.051878262,-0.12541283,0.33615068,0.1040143,0.03774698,-0.11056894,0.32088584
0.12043014,0,-0.061374481,0.2213422,0.085156971,0.053684346,-0.13236046,0.33552674,0.103268,0.0390611,-0.11735765,0.32005131
0.11950817,0,-0.066458493,0.22013715,0.084505035,0.055486804,-0.13933156,0.33476795,0.10247741,0.04037258,-0.12417368,0.31908588
0.11853443,0,-0.071570644,0.21883597,0.083816496,0.057284927,-0.14632369,0.3338732,0.10164243,0.041680907,-0.13101465,0.31798855
0.11750881,0,-0.076709225,0.21743816,0.083091278,0.059078005,-0.15333433,0.33284138,0.10076298,0.042985563,-0.13787816,0.31675835
0.11643124,0,-0.081872496,0.21594323,0.082329319,0.060865321,-0.16036096,0.33167147,0.099838964,0.044286026,-0.14476177,0.31539436
0.11530164,0,-0.08705869,0.21435072,0.08153057,0.062646154,-0.16740101,0.33036247,0.098870338,0.045581772,-0.15166301,0.3138957
0.11411996,0,-0.092266014,0.21266024,0.080694996,0.06441978,-0.17445189,0.32891342,0.097857056,0.046872274,-0.15857937,0.31226152
0.11288617,0,-0.097492647,0.21087139,0.079822576,0.06618547,-0.18151096,0.32732341,0.096799091,0.048157003,-0.16550833,0.31049105
0.11160026,0,-0.10273674,0.20898382,0.078913302,0.067942494,-0.18857558,0.32559158,0.095696435,0.049435425,-0.1724473,0.30858353
0.11026225,0,-0.10799642,0.20699724,0.077967182,0.069690115,-0.19564304,0.32371713,0.094549096,0.050707007,-0.17939369,0.30653827
0.10887215,0,-0.11326979,0.20491135,0.076984235,0.071427597,-0.20271064,0.32169927,0.093357098,0.05197121,-0.18634488,0.30435462
0.10743002,0,-0.11855493,0.20272592,0.075964497,0.073154198,-0.20977563,0.3195373,0.092120484,0.053227497,-0.1932982,0.30203196
0.10593593,0,-0.12384988,0.20044075,0.074908017,0.074869175,-0.21683524,0.31723055,0.090839314,0.054475326,-0.20025097,0.29956974
0.10438997,0,-0.12915268,0.19805568,0.073814859,0.076571783,-0.22388666,0.3147784,0.089513664,0.055714156,-0.20720047,0.29696747
0.10279225,0,-0.13446132,0.19557056,0.0726851,0.078261276,-0.23092707,0.31218028,0.088143631,0.056943442,-0.21414398,0.29422467
0.10114291,0,-0.1397738,0.19298531,0.071518834,0.079936903,-0.23795362,0.30943569,0.086729326,0.05816264,-0.22107871,0.29134095
0.09944208,0,-0.14508806,0.19029988,0.070316169,0.081597916,-0.24496344,0.30654415,0.08527088,0.059371204,-0.22800188,0.28831595
0.097689951,0,-0.15040205,0.18751426,0.069077226,0.083243562,-0.25195364,0.30350525,0.083768442,0.060568588,-0.23491068,0.28514937
0.095886712,0,-0.15571369,0.18462846,0.067802144,0.08487309,-0.25892128,0.30031866,0.082222177,0.061754244,-0.24180226,0.28184096
0.09403258,0,-0.16102086,0.18164255,0.066491075,0.086485747,-0.26586343,0.29698406,0.080632272,0.062927624,-0.24867376,0.27839052
0.09212779,0,-0.16632146,0.17855664,0.065144185,0.088080781,-0.27277714,0.29350121,0.078998928,0.064088182,-0.25552231,0.27479792
0.090172602,0,-0.17161332,0.17537086,0.063761658,0.089657438,-0.27965942,0.28986992,0.077322368,0.065235368,-0.262345,0.27106305
0.088167294,0,-0.1768943,0.17208542,0.062343692,0.091214967,-0.28650727,0.28609006,0.075602831,0.066368637,-0.26913891,0.26718591
0.086112168,0,-0.18216222,0.16870052,0.060890498,0.092752616,-0.29331768,0.28216156,0.073840575,0.067487441,-0.27590109,0.26316649
0.084007547,0,-0.18741488,0.16521644,0.059402306,0.094269633,-0.30008762,0.2780844,0.072035877,0.068591233,-0.28262859,0.25900489
0.081853774,0,-0.19265006,0.16163349,0.057879359,0.095765271,-0.30681405,0.27385862,0.070189033,0.069679469,-0.28931844,0.25470125
0.079651217,0,-0.19786555,0.15795201,0.056321916,0.09723878,-0.31349389,0.26948433,0.068300355,0.070751605,-0.29596763,0.25025574
0.077400264,0,-0.2030591,0.15417241,0.054730251,0.098689415,-0.32012408,0.26496168,0.066370178,0.071807097,-0.30257318,0.24566864
0.075101323,0,-0.20822845,0.1502951,0.053104655,0.10011643,-0.32670154,0.2602909,0.064398853,0.072845405,-0.30913205,0.24094024
0.072754827,0,-0.21337133,0.14632058,0.051445431,0.10151909,-0.33322316,0.25547227,0.062386749,0.073865988,-0.31564123,0.23607093
