x_linear_H0,y_linear_H0,x_linear_H1,y_linear_H1,x_circular_H0,y_circular_H0,x_circular_H1,y_circular_H1,x_elliptical_H0,y_elliptical_H0,x_elliptical_H1,y_elliptical_H1
-1.3040442,0,1.9319984,-9.4721419,-0.92209851,-0.078170176,3.1860484,-13.442479,-1.1182087,-0.056877157,2.9808607,-13.029758
-1.3008352,0,2.1134436,-9.4340045,-0.91982936,-0.095046297,3.4413434,-13.396877,-1.1154569,-0.069156338,3.2288503,-12.983496
-1.2971855,0,2.2945781,-9.392449,-0.91724868,-0.11186374,3.6960442,-13.346408,-1.1123274,-0.081392822,3.476301,-12.932522
-1.2930973,0,2.4753355,-9.3474817,-0.91435787,-0.12861668,3.9500579,-13.291079,-1.1088218,-0.093582381,3.7231223,-12.87684
-1.2885727,0,2.6556495,-9.2991105,-0.91115846,-0.14529935,4.2032911,-13.230897,-1.1049419,-0.10572081,3.9692238,-12.816461
-1.2836139,0,2.8354535,-9.2473443,-0.90765208,-0.16190601,4.455651,-13.165874,-1.1006898,-0.11780393,4.2145148,-12.751393
-1.2782234,0,3.0146813,-9.1921933,-0.90384045,-0.17843094,4.7070446,-13.096019,-1.0960675,-0.12982758,4.4589052,-12.68165
-1.2724039,0,3.1932665,-9.1336691,-0.89972542,-0.19486848,4.9573792,-13.021347,-1.0910773,-0.14178765,4.7023045,-12.607244
-1.266158,0,3.3711428,-9.0717843,-0.89530894,-0.211213,5.206562,-12.941873,-1.0857216,-0.15368003,4.9446227,-12.528192
-1.2594888,0,3.5482443,-9.0065531,-0.89059306,-0.22745891,5.4545006,-12.857613,-1.0800027,-0.16550066,5.1857699,-12.44451
-1.2523992,0,3.7245047,-8.9379905,-0.88557994,-0.24360067,5.7011028,-12.768588,-1.0739234,-0.17724552,5.4256562,-12.356218
-1.2448924,0,3.8998584,-8.8661131,-0.88027184,-0.25963279,5.9462767,-12.674816,-1.0674864,-0.1889106,5.6641922,-12.263335
-1.2369718,0,4.0742396,-8.7909387,-0.87467114,-0.27554982,6.1899307,-12.576321,-1.0606946,-0.20049194,5.9012888,-12.165885
-1.2286409,0,4.2475828,-8.712486,-0.86878028,-0.29134637,6.4319734,-12.473126,-1.0535508,-0.21198562,6.136857,-12.063891
-1.2199032,0,4.4198228,-8.6307755,-0.86260185,-0.3070171,6.672314,-12.365259,-1.0460584,-0.22338775,6.3708082,-11.957379
-1.2107627,0,4.5908945,-8.5458283,-0.85613851,-0.32255671,6.9108619,-12.252745,-1.0382204,-0.23469448,6.6030544,-11.846376
-1.2012231,0,4.7607334,-8.4576673,-0.84939301,-0.33795998,7.1475269,-12.135615,-1.0300403,-0.245902,6.8335078,-11.730913
-1.1912886,0,4.9292749,-8.3663162,-0.84236823,-0.35322173,7.3822196,-12.0139,-1.0215215,-0.25700656,7.0620811,-11.611019
-1.1809632,0,5.0964549,-8.2718001,-0.83506711,-0.36833686,7.6148508,-11.887632,-1.0126676,-0.26800443,7.2886874,-11.486727
-1.1702514,0,5.2622098,-8.1741453,-0.82749271,-0.3833003,7.845332,-11.756847,-1.0034823,-0.27889193,7.5132406,-11.358071
-1.1591576,0,5.4264761,-8.0733792,-0.81964818,-0.39810707,8.0735751,-11.62158,-0.99396942,-0.28966544,7.7356547,-11.225088
-1.1476863,0,5.5891909,-7.9695305,-0.81153675,-0.41275224,8.2994928,-11.481871,-0.98413286,-0.30032137,7.9558447,-11.087814
-1.1358422,0,5.7502916,-7.8626291,-0.80316174,-0.42723097,8.5229984,-11.337757,-0.97397667,-0.31085619,8.173726,-10.94629
-1.1236303,0,5.9097162,-7.752706,-0.79452657,-0.44153846,8.7440059,-11.189283,-0.96350499,-0.32126642,8.3892147,-10.800555
-1.1110553,0,6.067403,-7.6397933,-0.78563475,-0.45566999,8.9624298,-11.036489,-0.95272208,-0.33154862,8.6022276,-10.650653
-1.0981225,0,6.2232908,-7.5239244,-0.77648987,-0.46962092,9.1781856,-10.879422,-0.94163227,-0.34169941,8.8126821,-10.496627
-1.084837,0,6.3773191,-7.4051337,-0.76709559,-0.48338668,9.3911895,-10.718127,-0.93024004,-0.35171547,9.0204964,-10.338523
-1.0712041,0,6.5294279,-7.283457,-0.75745568,-0.49696277,9.6013584,-10.552653,-0.91854994,-0.36159353,9.2255897,-10.176388
-1.0572293,0,6.6795575,-7.158931,-0.74757398,-0.51034477,9.8086103,-10.38305,-0.90656661,-0.37133036,9.4278816,-10.010272
-1.042918,0,6.8276491,-7.0315935,-0.73745441,-0.52352834,10.012864,-10.209369,-0.89429483,-0.38092282,9.6272928,-9.840224
-1.028276,0,6.9736444,-6.9014835,-0.72710096,-0.53650921,10.214038,-10.031664,-0.88173943,-0.39036779,9.8237449,-9.6662967
-1.0133091,0,7.1174857,-6.7686411,-0.71651771,-0.5492832,10.412055,-9.8499876,-0.86890536,-0.39966223,10.01716,-9.4885435
-0.99802298,0,7.2591161,-6.6331074,-0.70570882,-0.56184621,10.606835,-9.6643976,-0.85579764,-0.40880316,10.207462,-9.3070192
-0.98242374,0,7.3984792,-6.4949247,-0.69467849,-0.57419423,10.7983,-9.4749513,-0.84242141,-0.41778767,10.394575,-9.1217805
-0.96651745,0,7.5355194,-6.3541362,-0.68343104,-0.58632332,10.986375,-9.2817079,-0.82878187,-0.42661288,10.578424,-8.9328852
-0.95031026,0,7.6701818,-6.2107862,-0.67197083,-0.59822964,11.170984,-9.0847283,-0.81488432,-0.435276,10.758935,-8.7403929
-0.93380845,0,7.8024122,-6.0649201,-0.66030229,-0.60990943,11.352053,-8.8840748,-0.80073414,-0.44377429,10.936037,-8.5443643
-0.91701839,0,7.9321574,-5.9165842,-0.64842992,-0.62135903,11.529508,-8.6798111,-0.78633678,-0.4521051,11.109657,-8.3448619
-0.89994653,0,8.0593647,-5.765826,-0.63635829,-0.63257484,11.703277,-8.4720025,-0.77169778,-0.46026581,11.279724,-8.1419492
-0.88259942,0,8.1839823,-5.6126937,-0.62409204,-0.6435534,11.873291,-8.2607156,-0.75682276,-0.46825388,11.446171,-7.9356915
-0.8649837,0,8.3059594,-5.4572366,-0.61163584,-0.6542913,12.039478,-8.0460185,-0.7417174,-0.47606685,11.608927,-7.7261551
-0.84710608,0,8.4252458,-5.299505,-0.59899445,-0.66478524,12.201771,-7.8279808,-0.72638747,-0.48370231,11.767928,-7.5134078
-0.82897336,0,8.5417923,-5.1395501,-0.58617269,-0.67503201,12.360102,-7.6066732,-0.71083879,-0.49115793,11.923106,-7.2975188
-0.81059243,0,8.6555507,-4.977424,-0.5731754,-0.6850285,12.514406,-7.382168,-0.69507727,-0.49843145,12.074397,-7.0785585
-0.79197023,0,8.7664735,-4.8131797,-0.56000752,-0.6947717,12.664618,-7.1545386,-0.67910887,-0.50552066,12.221739,-6.8565985
-0.77311379,0,8.8745144,-4.6468712,-0.546674,-0.70425868,12.810676,-6.92386,-0.6629396,-0.51242345,12.365069,-6.6317118
-0.75403021,0,8.9796277,-4.4785532,-0.53317987,-0.71348662,12.952516,-6.6902082,-0.64657557,-0.51913777,12.504327,-6.4039725
-0.73472665,0,9.0817689,-4.3082812,-0.5195302,-0.72245281,13.090079,-6.4536605,-0.63002291,-0.52566163,12.639453,-6.1734561
-0.71521036,0,9.1808946,-4.1361119,-0.50573009,-0.73115463,13.223306,-6.2142957,-0.61328782,-0.53199313,12.770389,-5.9402389
-0.69548861,0,9.2769621,-3.9621023,-0.49178471,-0.73958954,13.35214,-5.9721933,-0.59637656,-0.53813043,12.89708,-5.7043988
-0.67556876,0,9.3699301,-3.7863107,-0.47769925,-0.74775513,13.476523,-5.7274345,-0.57929544,-0.54407178,13.01947,-5.4660145
-0.65545823,0,9.4597579,-3.6087957,-0.46347896,-0.75564909,13.596402,-5.4801012,-0.5620508,-0.54981547,13.137506,-5.225166
-0.63516447,0,9.5464063,-3.429617,-0.44912911,-0.7632692,13.711724,-5.2302767,-0.54464904,-0.55535992,13.251135,-4.9819342
-0.614695,0,9.6298369,-3.2488349,-0.434655,-0.77061335,13.822437,-4.9780453,-0.52709661,-0.56070357,13.360307,-4.7364012
-0.59405738,0,9.7100125,-3.0665104,-0.420062,-0.77767952,13.928491,-4.7234924,-0.5094,-0.56584496,13.464973,-4.4886499
-0.57325921,0,9.786897,-2.8827052,-0.40535548,-0.78446582,14.029839,-4.4667043,-0.49156572,-0.57078272,13.565085,-4.2387645
-0.55230815,0,9.8604554,-2.6974817,-0.39054084,-0.79097044,14.126432,-4.2077685,-0.47360034,-0.57551553,13.660597,-3.9868299
-0.53121189,0,9.9306539,-2.5109029,-0.37562353,-0.7971917,14.218226,-3.9467732,-0.45551044,-0.58004216,13.751466,-3.732932
-0.50997814,0,9.9974598,-2.3230326,-0.36060901,-0.80312801,14.305179,-3.6838079,-0.43730265,-0.58436146,13.837647,-3.4771576
-0.48861468,0,10.060842,-2.1339348,-0.34550275,-0.80877788,14.387246,-3.4189627,-0.41898363,-0.58847235,13.9191,-3.2195944
-0.46712927,0,10.120769,-1.9436746,-0.33031028,-0.81413994,14.46439,-3.1523288,-0.40056005,-0.59237382,13.995785,-2.960331
-0.44552975,0,10.177213,-1.7523173,-0.31503711,-0.81921292,14.536571,-2.8839979,-0.38203861,-0.59606495,14.067664,-2.6994566
-0.42382395,0,10.230145,-1.5599289,-0.29968879,-0.82399566,14.603753,-2.614063,-0.36342604,-0.59954491,14.134702,-2.4370614
-0.40201974,0,10.279539,-1.3665757,-0.28427088,-0.82848711,14.6659,-2.3426176,-0.34472908,-0.60281291,14.196863,-2.1732363
-0.38012499,0,10.32537,-1.1723249,-0.26878896,-0.83268631,14.72298,-2.0697559,-0.32595449,-0.60586828,14.254115,-1.9080727
-0.35814761,0,10.367613,-0.97724366,-0.2532486,-0.83659243,14.774962,-1.7955729,-0.30710904,-0.60871041,14.306426,-1.641663
-0.3360955,0,10.406245,-0.78140001,-0.23765541,-0.84020474,14.821815,-1.5201643,-0.28819951,-0.61133875,14.353767,-1.3741
-0.31397658,0,10.441245,-0.58486219,-0.22201497,-0.84352262,14.863512,-1.2436265,-0.26923269,-0.61375285,14.396111,-1.1054773
-0.29179878,0,10.472592,-0.38769887,-0.20633289,-0.84654554,14.900026,-0.96605636,-0.25021539,-0.61595235,14.433431,-0.83588887
-0.26957003,0,10.500268,-0.18997911,-0.19061479,-0.84927309,14.931334,-0.68755146,-0.23115439,-0.61793694,14.465704,-0.56542948
-0.24729825,0,10.524254,0.0082276876,-0.17486627,-0.85170498,14.957414,-0.40820986,-0.2120565,-0.6197064,14.492906,-0.29419423
-0.22499139,0,10.544533,0.20685181,-0.15909294,-0.85384101,14.978245,-0.12813014,-0.19292853,-0.62126059,14.515019,-0.02227879
-0.20265737,0,10.561092,0.40582324,-0.1433004,-0.8556811,14.993808,0.15258864,-0.17377726,-0.62259945,14.532022,0.25022076
-0.1803041,0,10.573916,0.60507168,-0.12749425,-0.85722526,15.004086,0.43384698,-0.15460949,-0.62372299,14.543899,0.52320792
-0.15793948,0,10.582992,0.8045266,-0.11168008,-0.85847362,15.009065,0.71554498,-0.13543199,-0.6246313,14.550636,0.7965858
-0.13557141,0,10.58831,1.0041172,-0.095863467,-0.85942641,15.008733,0.99758237,-0.11625153,-0.62532456,14.552217,1.0702572
-0.11320778,0,10.58986,1.2037726,-0.080049986,-0.86008397,15.003077,1.2798586,-0.097074867,-0.62580301,14.548634,1.3441245
-0.09085642,0,10.587633,1.4034217,-0.064245192,-0.86044675,14.992088,1.5622726,-0.077908738,-0.62606697,14.539875,1.6180899
-0.068525183,0,10.581622,1.602993,-0.048454622,-0.86051529,14.975761,1.8447234,-0.05875986,-0.62611684,14.525933,1.8920555
-0.046221873,0,10.571822,1.8024154,-0.032683801,-0.86029026,14.954088,2.1271096,-0.03963493,-0.6259531,14.506802,2.1659229
-0.023954273,0,10.558228,2.0016171,-0.01693823,-0.8597724,14.927068,2.4093295,-0.02054062,-0.62557631,14.48248,2.4395937
-0.0017301332,0,10.540837,2.2005268,-0.0012233896,-0.8589626,14.894698,2.6912815,-0.0014835772,-0.62498709,14.452962,2.7129694
0.020442829,0,10.519649,2.3990728,0.014455262,-0.8578618,14.856979,2.9728638,0.017529581,-0.62418614,14.41825,2.9859513
0.042556932,0,10.494662,2.5971835,0.030092295,-0.85647108,14.813914,3.2539744,0.036492268,-0.62317425,14.378345,3.2584408
0.064604534,0,10.465877,2.7947873,0.045682304,-0.85479162,14.765507,3.5345115,0.055397931,-0.62195226,14.333251,3.530339
0.086578035,0,10.433299,2.9918126,0.061219915,-0.85282469,14.711765,3.814373,0.074240052,-0.6205211,14.282973,3.8015473
0.10846988,0,10.39693,3.188188,0.076699786,-0.85057165,14.652695,4.0934571,0.093012153,-0.61888178,14.227519,4.071967
0.13027255,0,10.356776,3.3838419,0.092116606,-0.84803399,14.588309,4.371662,0.11170779,-0.61703536,14.166899,4.3414995
0.15197861,0,10.312844,3.5787031,0.1074651,-0.84521327,14.518618,4.648886,0.13032058,-0.61498299,14.101122,4.6100464
0.17358063,0,10.265142,3.7727005,0.12274004,-0.84211118,14.443636,4.9250275,0.14884416,-0.61272588,14.030204,4.8775094
0.19507126,0,10.213679,3.965763,0.13793621,-0.83872947,14.363381,5.1999851,0.16727223,-0.61026533,13.954158,5.1437904
0.21644323,0,10.158468,4.1578198,0.15304847,-0.83507002,14.277869,5.4736577,0.18559853,-0.60760269,13.873001,5.4087914
0.23768928,0,10.099519,4.3488005,0.1680717,-0.83113479,14.187121,5.7459444,0.20381687,-0.60473938,13.786753,5.6724149
0.25880225,0,10.036847,4.5386346,0.18300082,-0.82692583,14.09116,6.0167447,0.2219211,-0.60167692,13.695435,5.9345636
0.27977503,0,9.9704671,4.727252,0.19783082,-0.82244529,13.990008,6.2859584,0.23990511,-0.59841685,13.599068,6.1951406
0.30060059,0,9.9003957,4.9145831,0.21255672,-0.81769542,13.883692,6.5534854,0.25776288,-0.59496081,13.497677,6.4540492
0.32127197,0,9.8266508,5.1005584,0.22717359,-0.81267856,13.772239,6.8192266,0.27548844,-0.59131051,13.39129,6.7111932
0.34178225,0,9.7492517,5.2851088,0.24167655,-0.80739712,13.65568,7.0830827,0.29307586,-0.5874677,13.279933,6.966477
0.36212463,0,9.6682191,5.4681656,0.25606078,-0.80185363,13.534046,7.3449553,0.31051931,-0.58343422,13.163637,7.2198053
0.38229237,0,9.5835751,5.6496605,0.27032152,-0.79605069,13.407371,7.6047466,0.327813,-0.57921195,13.042434,7.4710834
0.40227879,0,9.495343,5.8295256,0.28445406,-0.78999099,13.27569,7.8623589,0.34495122,-0.57480287,12.916359,7.7202172
0.42207732,0,9.4035478,6.0076936,0.29845374,-0.7836773,13.139039,8.1176956,0.36192832,-0.57020899,12.785446,7.967113
0.44168147,0,9.3082155,6.1840975,0.31231596,-0.7771125,12.99746,8.3706604,0.37873874,-0.5654324,12.649733,8.211678
0.46108482,0,9.2093735,6.3586708,0.3260362,-0.77029952,12.850992,8.6211578,0.39537697,-0.56047523,12.509259,8.4538198
0.48028105,0,9.1070508,6.5313476,0.33960998,-0.76324139,12.699679,8.8690932,0.4118376,-0.55533969,12.364066,8.6934469
0.49926392,0,9.0012774,6.7020627,0.3530329,-0.75594123,12.543565,9.1143723,0.42811528,-0.55002804,12.214197,8.9304685
0.51802731,0,8.8920848,6.8707511,0.36630062,-0.74840222,12.382697,9.356902,0.44420475,-0.5445426,12.059695,9.1647944
0.53656516,0,8.7795058,7.0373489,0.37940887,-0.74062762,12.217124,9.5965897,0.46010083,-0.53888575,11.900609,9.3963354
0.55487154,0,8.6635744,7.2017924,0.39235343,-0.73262079,12.046895,9.833344,0.47579842,-0.53305992,11.736985,9.6250031
0.57294058,0,8.5443261,7.3640188,0.40513017,-0.72438514,11.872063,10.067074,0.4912925,-0.5270676,11.568874,9.8507099
0.59076655,0,8.4217974,7.5239658,0.41773504,-0.71592416,11.692681,10.29769,0.50657814,-0.52091134,11.396328,10.073369
0.6083438,0,8.2960262,7.6815721,0.43016403,-0.70724141,11.508806,10.525104,0.52165051,-0.51459371,11.2194,10.292895
0.62566679,0,8.1670518,7.8367767,0.44241323,-0.69834054,11.320494,10.749226,0.53650485,-0.50811738,11.038145,10.509203
0.64273008,0,8.0349146,7.9895198,0.4544788,-0.68922526,11.127804,10.969971,0.55113649,-0.50148503,10.85262,10.722209
0.65952834,0,7.8996561,8.139742,0.46635696,-0.67989932,10.930798,11.187254,0.56554089,-0.49469942,10.662883,10.931831
0.67605637,0,7.7613193,8.2873849,0.47804404,-0.67036658,10.729537,11.400988,0.57971355,-0.48776333,10.468995,11.137987
0.69230904,0,7.6199482,8.432391,0.48953642,-0.66063094,10.524086,11.611091,0.59365011,-0.48067961,10.271018,11.340596
0.70828138,0,7.4755881,8.5747033,0.50083056,-0.65069636,10.31451,11.81748,0.60734627,-0.47345114,10.069014,11.539579
0.72396849,0,7.3282854,8.714266,0.51192303,-0.64056688,10.100876,12.020074,0.62079786,-0.46608086,9.8630481,11.734857
0.73936562,0,7.1780877,8.851024,0.52281045,-0.63024658,9.8832543,12.218794,0.63400079,-0.45857174,9.6531876,11.926355
0.75446813,0,7.0250438,8.9849233,0.53348953,-0.61973961,9.6617146,12.41356,0.64695108,-0.4509268,9.4395001,12.113995
0.76927147,0,6.8692035,9.1159106,0.54395708,-0.60905017,9.4363291,12.604295,0.65964485,-0.44314909,9.2220553,12.297703
0.78377126,0,6.7106179,9.2439337,0.55420997,-0.59818252,9.2071713,12.790924,0.67207831,-0.43524172,9.0009241,12.477407
0.79796319,0,6.549339,9.3689412,0.56424519,-0.58714098,8.9743164,12.97337,0.68424779,-0.42720782,8.7761791,12.653034
0.81184312,0,6.3854199,9.4908831,0.57405977,-0.57592991,8.737841,13.151562,0.69614973,-0.41905056,8.5478942,12.824513
0.82540699,0,6.218915,9.6097098,0.58365088,-0.56455371,8.4978231,13.325427,0.70778066,-0.41077316,8.3161448,12.991775
0.8386509,0,6.0498795,9.7253734,0.59301574,-0.55301685,8.2543422,13.494894,0.71913721,-0.40237886,8.0810077,13.154753
0.85157106,0,5.8783696,9.8378264,0.60215167,-0.54132383,8.0074793,13.659894,0.73021616,-0.39387094,7.8425611,13.31338
0.8641638,0,5.7044428,9.9470229,0.61105608,-0.52947921,7.7573164,13.820361,0.74101435,-0.38525271,7.6008845,13.46759
0.8764256,0,5.5281572,10.052918,0.61972649,-0.51748757,7.5039374,13.976227,0.75152875,-0.37652751,7.3560587,13.617322
0.88835305,0,5.3495722,10.155467,0.62816047,-0.50535355,7.247427,14.127429,0.76175646,-0.36769872,7.1081659,13.762511
0.89994288,0,5.168748,10.254628,0.63635572,-0.49308182,6.9878716,14.273904,0.77169466,-0.35876972,6.8572893,13.903099
0.91119195,0,4.9857456,10.350359,0.64431001,-0.48067709,6.7253586,14.41559,0.78134065,-0.34974395,6.6035138,14.039026
0.92209725,0,4.8006272,10.44262,0.65202122,-0.4681441,6.4599767,14.552427,0.79069187,-0.34062487,6.346925,14.170235
0.93265589,0,4.6134557,10.531371,0.65948731,-0.45548764,6.1918159,14.684358,0.79974583,-0.33141593,6.0876101,14.29667
0.94286515,0,4.4242948,10.616574,0.66670634,-0.4427125,5.9209673,14.811326,0.80850019,-0.32212066,5.8256572,14.418278
0.95272239,0,4.2332092,10.698193,0.67367646,-0.42982353,5.6475232,14.933277,0.81695271,-0.31274255,5.5611555,14.535005
0.96222516,0,4.0402643,10.776191,0.68039593,-0.41682559,5.3715768,15.050157,0.82510127,-0.30328516,5.2941954,14.646801
0.9713711,0,3.8455265,10.850534,0.68686309,-0.40372357,5.0932225,15.161916,0.83294385,-0.29375204,5.0248684,14.753617
0.98015802,0,3.6490626,10.921189,0.69307638,-0.39052239,4.812556,15.268504,0.84047857,-0.28414678,4.753267,14.855405
0.98858384,0,3.4509405,10.988124,0.69903434,-0.37722699,4.5296736,15.369873,0.84770365,-0.27447295,4.4794845,14.952121
0.99664664,0,3.2512287,11.051309,0.7047356,-0.36384232,4.2446728,15.465978,0.85461744,-0.26473417,4.2036154,15.04372
1.0043446,0,3.0499963,11.110714,0.71017888,-0.35037336,3.9576521,15.556774,0.8612184,-0.25493406,3.925755,15.130159
1.0116761,0,2.8473133,11.166311,0.71536303,-0.3368251,3.6687107,15.64222,0.86750509,-0.24507626,3.6459995,15.2114
1.0186396,0,2.6432501,11.218073,0.72028695,-0.32320254,3.3779488,15.722276,0.87347623,-0.23516439,3.3644461,15.287403
1.0252337,0,2.437878,11.265976,0.72494967,-0.30951072,3.0854674,15.796901,0.87913061,-0.22520212,3.0811925,15.358132
1.0314571,0,2.2312686,11.309994,0.72935032,-0.29575464,2.7913684,15.866062,0.88446718,-0.21519311,2.7963377,15.423552
1.0373088,0,2.0234943,11.350106,0.7334881,-0.28193936,2.4957544,15.929722,0.88948498,-0.20514101,2.5099809,15.483629
1.0427878,0,1.814628,11.38629,0.73736233,-0.26806991,2.1987287,15.987849,0.89418317,-0.19504951,2.2222224,15.538334
1.0478932,0,1.6047432,11.418527,0.74097242,-0.25415136,1.9003952,16.040412,0.89856104,-0.18492227,1.933163,15.587637
1.0526244,0,1.3939136,11.446797,0.74431787,-0.24018874,1.6008588,16.087384,0.902618,-0.17476298,1.6429043,15.63151
1.0569808,0,1.1822138,11.471084,0.74739829,-0.22618712,1.3002247,16.128736,0.90635356,-0.1645753,1.3515484,15.669928
1.0609619,0,0.96971845,11.491372,0.75021339,-0.21215154,0.99859875,16.164444,0.90976736,-0.15436292,1.059198,15.702869
1.0645676,0,0.75650292,11.507646,0.75276295,-0.19808707,0.6960874,16.194486,0.91285916,-0.14412951,0.76595635,15.730309
1.0677975,0,0.54264283,11.519894,0.75504688,-0.18399874,0.39279758,16.21884,0.91562883,-0.13387874,0.47192719,15.752231
1.0706518,0,0.32821417,11.528105,0.75706516,-0.16989159,0.088836699,16.237489,0.91807636,-0.12361429,0.17721474,15.768616
1.0731306,0,0.1132933,11.532268,0.75881789,-0.15577066,-0.21568742,16.250415,0.92020186,-0.1133398,-0.11807636,15.779449
1.075234,0,-0.10204313,11.532374,0.76030525,-0.14164097,-0.52066657,16.257604,0.92200554,-0.10305895,-0.41384107,15.784716
1.0769625,0,-0.31771817,11.528417,0.76152751,-0.12750754,-0.82599215,16.259042,0.92348775,-0.092775359,-0.70997399,15.784406
1.0783167,0,-0.53365464,11.520392,0.76248504,-0.11337534,-1.1315553,16.254721,0.92464893,-0.082492679,-1.0063694,15.778508
1.0792971,0,-0.7497751,11.508293,0.76317833,-0.09924938,-1.4372468,16.24463,0.92548967,-0.072214531,-1.3029214,15.767017
1.0799047,0,-0.96600194,11.492118,0.76360792,-0.085134608,-1.7429574,16.228765,0.92601063,-0.061944526,-1.5995237,15.749925
1.0801402,0,-1.1822574,11.471866,0.76377448,-0.071035973,-2.0485774,16.20712,0.92621261,-0.051686261,-1.8960699,15.72723
1.0800049,0,-1.3984635,11.447537,0.76367876,-0.056958398,-2.353997,16.179693,0.92609652,-0.041443321,-2.1924534,15.698929
1.0794997,0,-1.6145422,11.419133,0.76332159,-0.042906786,-2.6591065,16.146485,0.92566339,-0.031219272,-2.4885676,15.665024
1.0786262,0,-1.8304153,11.386657,0.76270391,-0.028886014,-2.9637959,16.107497,0.92491434,-0.021017662,-2.7843056,15.625517
1.0773857,0,-2.0460048,11.350113,0.76182674,-0.014900933,-3.2679553,16.062734,0.92385063,-0.010842021,-3.0795606,15.580412
1.0757798,0,-2.2612324,11.309507,0.76069121,-0.00095636708,-3.5714746,16.012201,0.92247359,-0.0006958587,-3.3742258,15.529717
1.0738103,0,-2.4760198,11.264848,0.75929851,0.01294289,-3.874244,15.955907,0.9207847,0.0094173366,-3.6681944,15.473439
1.0714788,0,-2.6902889,11.216143,0.75764995,0.026792076,-4.1761537,15.893863,0.91878552,0.0194941,-3.9613596,15.411589
1.0687875,0,-2.9039615,11.163404,0.7557469,0.040586461,-4.4770939,15.82608,0.91647774,0.029530988,-4.2536149,15.344181
1.0657384,0,-3.1169597,11.106643,0.75359085,0.054321348,-4.7769552,15.752574,0.91386314,0.039524587,-4.5448538,15.271229
1.0623337,0,-3.3292055,11.045873,0.75118334,0.067992078,-5.0756282,15.673362,0.9109436,0.049471504,-4.83497,15.192749
1.0585756,0,-3.5406211,10.981109,0.74852602,0.08159403,-5.3730038,15.588461,0.90772113,0.059368378,-5.1238575,15.108761
1.0544668,0,-3.7511289,10.912367,0.74562062,0.095122621,-5.6689734,15.497893,0.90419782,0.069211874,-5.4114106,15.019284
1.0500097,0,-3.9606516,10.839666,0.74246896,0.10857331,-5.9634283,15.401681,0.90037587,0.078998687,-5.6975237,14.924344
1.045207,0,-4.169112,10.763024,0.73907293,0.1219416,-6.2562606,15.29985,0.89625758,0.088725545,-5.9820918,14.823963
1.0400615,0,-4.3764331,10.682462,0.73543452,0.13522303,-6.5473626,15.192427,0.89184536,0.098389205,-6.2650102,14.718168
1.0345761,0,-4.5825383,10.598002,0.73155579,0.14841319,-6.836627,15.079442,0.8871417,0.10798646,-6.5461745,14.60699
1.0287539,0,-4.7873515,10.509669,0.72743887,0.16150773,-7.1239472,14.960925,0.88214921,0.11751413,-6.8254809,14.490458
1.022598,0,-4.9907965,10.417487,0.72308599,0.17450232,-7.4092169,14.83691,0.87687057,0.12696909,-7.1028262,14.368606
1.0161117,0,-5.1927979,10.321482,0.71849946,0.18739271,-7.6923305,14.707432,0.87130858,0.13634823,-7.3781075,14.241468
1.0092983,0,-5.3932804,10.221684,0.71368164,0.20017468,-7.9731829,14.57253,0.86546611,0.14564847,-7.6512226,14.109081
1.0021612,0,-5.5921694,10.11812,0.70863499,0.21284407,-8.2516699,14.432242,0.85934615,0.15486681,-7.92207,13.971485
0.99470414,0,-5.7893906,10.010822,0.70336204,0.22539677,-8.5276877,14.286609,0.85295176,0.16400024,-8.1905488,13.828718
0.9869307,0,-5.9848701,9.8998212,0.69786539,0.23782874,-8.8011333,14.135676,0.84628609,0.17304582,-8.4565586,13.680826
0.97884469,0,-6.1785348,9.7851522,0.69214772,0.25013597,-9.0719047,13.979487,0.8393524,0.18200065,-8.7200001,13.527851
0.97044998,0,-6.3703118,9.6668495,0.68621176,0.26231455,-9.3399003,13.818091,0.832154,0.19086187,-8.9807746,13.36984
0.96175057,0,-6.5601291,9.5449494,0.68006035,0.27436058,-9.6050196,13.651536,0.82469431,0.19962664,-9.238784,13.206842
0.95275052,0,-6.747915,9.4194894,0.67369635,0.28627025,-9.8671631,13.479874,0.81697683,0.2082922,-9.4939314,13.038907
0.94345402,0,-6.9335987,9.2905086,0.66712273,0.29803981,-10.126232,13.303158,0.80900515,0.21685582,-9.7461206,12.866088
0.93386533,0,-7.1171098,9.1580472,0.66034251,0.30966558,-10.382128,13.121444,0.80078291,0.2253148,-9.9952564,12.688437
0.92398881,0,-7.2983788,9.0221468,0.65335876,0.32114391,-10.634755,12.934788,0.79231387,0.23366652,-10.241244,12.506011
0.91382892,0,-7.4773369,8.8828505,0.64617463,0.33247126,-10.884017,12.74325,0.78360184,0.24190837,-10.483991,12.318869
0.9033902,0,-7.6539157,8.7402024,0.63879333,0.34364412,-11.12982,12.546889,0.7746507,0.25003782,-10.723405,12.127068
0.89267726,0,-7.828048,8.5942479,0.63121814,0.35465907,-11.372069,12.34577,0.76546443,0.25805238,-10.959394,11.93067
0.88169481,0,-7.9996671,8.4450339,0.62345238,0.36551275,-11.610672,12.139957,0.75604706,0.26594959,-11.191868,11.729739
0.87044765,0,-8.1687073,8.2926083,0.61549944,0.37620187,-11.845538,11.929515,0.74640271,0.27372707,-11.420739,11.524339
0.85894065,0,-8.3351036,8.1370205,0.60736276,0.38672322,-12.076578,11.714514,0.73653553,0.28138247,-11.645918,11.314536
