a0,H0,Q
0.78475997,0.007518797,1.7759398e-06
0.79846455,0.007518797,2.0453454e-06
0.81240846,0.007518797,2.3483289e-06
0.82659587,0.007518797,2.6880558e-06
0.84103105,0.007518797,3.0678704e-06
0.85571831,0.007518797,3.4912947e-06
0.87066207,0.007518797,3.9620259e-06
0.88586679,0.007518797,4.4839331e-06
0.90133704,0.007518797,5.0610525e-06
0.91707745,0.007518797,5.6975816e-06
0.93309274,0.007518797,6.3978727e-06
0.94938772,0.007518797,7.1664249e-06
0.96596726,0.007518797,8.0078756e-06
0.98283633,0.007518797,8.92699e-06
1,0.007518797,9.928651e-06
1.0174634,0.007518797,1.1017847e-05
1.0352318,0.007518797,1.2199661e-05
1.0533104,0.007518797,1.3479255e-05
1.0717048,0.007518797,1.4861857e-05
1.0904204,0.007518797,1.6352749e-05
1.1094629,0.007518797,1.7957247e-05
1.1288379,0.007518797,1.968069e-05
1.1485512,0.007518797,2.1528424e-05
1.1686089,0.007518797,2.3505784e-05
1.1890167,0.007518797,2.5618079e-05
1.209781,0.007518797,2.7870574e-05
1.2309079,0.007518797,3.0268479e-05
1.2524038,0.007518797,3.2816926e-05
1.274275,0.007518797,3.5520959e-05
1.2965282,0.007518797,3.8385515e-05
1.31917,0.007518797,4.1415412e-05
1.3422072,0.007518797,4.4615329e-05
1.3656467,0.007518797,4.7989797e-05
1.3894955,0.007518797,5.1543184e-05
1.4137608,0.007518797,5.527968e-05
1.4384499,0.007518797,5.9203285e-05
1.4635701,0.007518797,6.3317801e-05
1.489129,0.007518797,6.7626815e-05
1.5151343,0.007518797,7.2133694e-05
1.5415937,0.007518797,7.6841574e-05
1.5685152,0.007518797,8.1753349e-05
1.5959068,0.007518797,8.687167e-05
1.6237767,0.007518797,9.2198931e-05
1.6521334,0.007518797,9.7737266e-05
1.6809853,0.007518797,0.00010348855
1.710341,0.007518797,0.00010945437
1.7402094,0.007518797,0.00011563608
1.7705994,0.007518797,0.00012203472
1.80152,0.007518797,0.00012865108
1.8329807,0.007518797,0.00013548565
1.8649908,0.007518797,0.00014253868
1.8975599,0.007518797,0.00014981012
1.9306977,0.007518797,0.00015729965
1.9644143,0.007518797,0.00016500668
1.9987196,0.007518797,0.00017293037
2.0336241,0.007518797,0.00018106959
2.0691381,0.007518797,0.00018942297
2.1052723,0.007518797,0.00019798889
2.1420375,0.007518797,0.00020676548
2.1794448,0.007518797,0.00021575062
2.2175053,0.007518797,0.00022494195
2.2562305,0.007518797,0.00023433692
2.2956319,0.007518797,0.00024393271
2.3357215,0.007518797,0.00025372634
2.3765111,0.007518797,0.00026371459
2.4180131,0.007518797,0.00027389405
2.4602398,0.007518797,0.00028426115
2.503204,0.007518797,0.0002948121
2.5469184,0.007518797,0.000305543
2.5913963,0.007518797,0.00031644973
2.6366509,0.007518797,0.00032752807
2.6826958,0.007518797,0.00033877363
2.7295448,0.007518797,0.00035018191
2.7772119,0.007518797,0.00036174828
2.8257115,0.007518797,0.000373468
2.875058,0.007518797,0.00038533622
2.9252663,0.007518797,0.00039734802
2.9763514,0.007518797,0.00040949838
3.0283287,0.007518797,0.0004217822
3.0812136,0.007518797,0.00043419435
3.1350221,0.007518797,0.00044672959
3.1897702,0.007518797,0.00045938269
3.2454745,0.007518797,0.00047214834
3.3021515,0.007518797,0.00048502121
3.3598183,0.007518797,0.00049799597
3.4184921,0.007518797,0.00051106724
3.4781907,0.007518797,0.00052422965
3.5389317,0.007518797,0.00053747784
3.6007335,0.007518797,0.00055080644
3.6636145,0.007518797,0.0005642101
3.7275937,0.007518797,0.00057768351
3.7926902,0.007518797,0.00059122135
