a0,H0,Q
42.07849,0.70676692,0.57426119
42.813324,0.70676692,0.57443137
43.56099,0.70676692,0.57459868
44.321713,0.70676692,0.57476317
45.095721,0.70676692,0.57492487
45.883246,0.70676692,0.57508385
46.684524,0.70676692,0.57524014
47.499794,0.70676692,0.57539378
48.329302,0.70676692,0.57554483
49.173296,0.70676692,0.57569332
50.03203,0.70676692,0.5758393
50.905759,0.70676692,0.57598281
51.794747,0.70676692,0.5761239
52.699259,0.70676692,0.57626259
53.619568,0.70676692,0.57639893
54.555948,0.70676692,0.57653297
55.50868,0.70676692,0.57666473
56.478051,0.70676692,0.57679426
57.46435,0.70676692,0.5769216
58.467873,0.70676692,0.57704678
59.488921,0.70676692,0.57716983
60.5278,0.70676692,0.5772908
61.584821,0.70676692,0.57740972
62.660302,0.70676692,0.57752662
63.754564,0.70676692,0.57764153
64.867935,0.70676692,0.57775449
66.00075,0.70676692,0.57786554
67.153348,0.70676692,0.5779747
68.326074,0.70676692,0.57808201
69.51928,0.70676692,0.57818749
70.733323,0.70676692,0.57829118
71.968567,0.70676692,0.57839311
73.225383,0.70676692,0.57849331
74.504148,0.70676692,0.5785918
75.805244,0.70676692,0.57868862
77.129061,0.70676692,0.5787838
78.475997,0.70676692,0.57887735
79.846455,0.70676692,0.57896932
81.240846,0.70676692,0.57905972
82.659587,0.70676692,0.57914858
84.103105,0.70676692,0.57923593
85.571831,0.70676692,0.57932179
87.066207,0.70676692,0.57940619
88.586679,0.70676692,0.57948915
90.133704,0.70676692,0.5795707
91.707745,0.70676692,0.57965087
93.309274,0.70676692,0.57972966
94.938772,0.70676692,0.57980712
96.596726,0.70676692,0.57988325
98.283633,0.70676692,0.57995809
100,0.70676692,0.58003166
0.1,0.71428571,7.2412983e-06
0.10174634,0.71428571,9.6527551e-06
0.10352318,0.71428571,1.2760353e-05
0.10533104,0.71428571,1.6732669e-05
0.10717048,0.71428571,2.1770568e-05
0.10904204,0.71428571,2.8111466e-05
0.11094629,0.71428571,3.6033802e-05
0.11288379,0.71428571,4.5861663e-05
0.11485512,0.71428571,5.7969506e-05
0.11686089,0.71428571,7.2786905e-05
0.11890167,0.71428571,9.0803267e-05
0.1209781,0.71428571,0.00011257241
0.12309079,0.71428571,0.00013871698
0.12524038,0.71428571,0.0001699325
0.1274275,0.71428571,0.00020699119
0.12965282,0.71428571,0.0002507452
0.131917,0.71428571,0.00030212943
0.13422072,0.71428571,0.00036216369
0.13656467,0.71428571,0.00043195424
0.13894955,0.71428571,0.00051269464
0.14137608,0.71428571,0.00060566579
0.14384499,0.71428571,0.00071223523
0.14635701,0.71428571,0.00083385564
0.1489129,0.71428571,0.00097206249
0.15151343,0.71428571,0.0011284709
0.15415937,0.71428571,0.0013047717
0.15685152,0.71428571,0.0015027267
0.15959068,0.71428571,0.0017241633
0.16237767,0.71428571,0.0019709682
0.16521334,0.71428571,0.0022450808
0.16809853,0.71428571,0.0025484859
0.1710341,0.71428571,0.0028832057
0.17402094,0.71428571,0.0032512915
0.17705994,0.71428571,0.0036548154
0.180152,0.71428571,0.0040958613
0.18329807,0.71428571,0.0045765158
0.18649908,0.71428571,0.0050988591
0.18975599,0.71428571,0.0056649561
0.19306977,0.71428571,0.0062768469
0.19644143,0.71428571,0.0069365385
0.19987196,0.71428571,0.0076459954
0.20336241,0.71428571,0.0084071318
0.20691381,0.71428571,0.0092218033
0.21052723,0.71428571,0.010091799
0.21420375,0.71428571,0.011018834
0.21794448,0.71428571,0.012004545
0.22175053,0.71428571,0.01305048
0.22562305,0.71428571,0.014158096
0.22956319,0.71428571,0.015328752
0.23357215,0.71428571,0.016563706
0.23765111,0.71428571,0.017864109
0.24180131,0.71428571,0.019231006
0.24602398,0.71428571,0.020665326
0.2503204,0.71428571,0.022167887
0.25469184,0.71428571,0.023739391
0.25913963,0.71428571,0.025380423
0.26366509,0.71428571,0.02709145
0.26826958,0.71428571,0.028872825
0.27295448,0.71428571,0.030724782
0.27772119,0.71428571,0.03264744
0.28257115,0.71428571,0.034640806
0.2875058,0.71428571,0.036704772
0.29252663,0.71428571,0.038839123
0.29763514,0.71428571,0.041043534
0.30283287,0.71428571,0.043317578
0.30812136,0.71428571,0.045660725
0.31350221,0.71428571,0.048072349
0.31897702,0.71428571,0.050551727
0.32454745,0.71428571,0.053098048
0.33021515,0.71428571,0.055710414
0.33598183,0.71428571,0.058387845
0.34184921,0.71428571,0.061129281
0.34781907,0.71428571,0.063933591
0.35389317,0.71428571,0.066799571
0.36007335,0.71428571,0.069725956
0.36636145,0.71428571,0.072711417
0.37275937,0.71428571,0.075754569
0.37926902,0.71428571,0.078853976
0.38589235,0.71428571,0.082008155
0.39263134,0.71428571,0.085215576
0.39948802,0.71428571,0.088474673
0.40646444,0.71428571,0.091783844
0.41356269,0.71428571,0.095141454
0.4207849,0.71428571,0.098545842
0.42813324,0.71428571,0.10199532
0.4356099,0.71428571,0.10548819
0.44321713,0.71428571,0.10902273
0.45095721,0.71428571,0.1125972
0.45883246,0.71428571,0.11620986
0.46684524,0.71428571,0.11985895
0.47499794,0.71428571,0.12354273
0.48329302,0.71428571,0.12725944
0.49173296,0.71428571,0.13100732
0.5003203,0.71428571,0.13478462
0.50905759,0.71428571,0.13858961
0.51794747,0.71428571,0.14242055
0.52699259,0.71428571,0.14627572
0.53619568,0.71428571,0.15015341
0.54555948,0.71428571,0.15405193
0.5550868,0.71428571,0.15796961
0.56478051,0.71428571,0.16190479
0.5746435,0.71428571,0.16585583
0.58467873,0.71428571,0.16982112
0.59488921,0.71428571,0.17379907
0.605278,0.71428571,0.17778811
0.61584821,0.71428571,0.18178671
0.62660302,0.71428571,0.18579335
0.63754564,0.71428571,0.18980655
0.64867935,0.71428571,0.19382484
0.6600075,0.71428571,0.1978468
0.67153348,0.71428571,0.20187103
0.68326074,0.71428571,0.20589615
0.6951928,0.71428571,0.20992085
0.70733323,0.71428571,0.21394379
0.71968567,0.71428571,0.21796372
0.73225383,0.71428571,0.22197938
0.74504148,0.71428571,0.22598957
0.75805244,0.71428571,0.22999311
0.77129061,0.71428571,0.23398884
0.78475997,0.71428571,0.23797566
0.79846455,0.71428571,0.24195248
0.81240846,0.71428571,0.24591826
0.82659587,0.71428571,0.24987196
0.84103105,0.71428571,0.25381261
0.85571831,0.71428571,0.25773926
0.87066207,0.71428571,0.26165097
0.88586679,0.71428571,0.26554687
0.90133704,0.71428571,0.26942608
0.91707745,0.71428571,0.27328779
0.93309274,0.71428571,0.27713118
0.94938772,0.71428571,0.2809555
0.96596726,0.71428571,0.28476
0.98283633,0.71428571,0.28854398
1,0.71428571,0.29230675
1.0174634,0.71428571,0.29604766
1.0352318,0.71428571,0.29976609
1.0533104,0.71428571,0.30346144
1.0717048,0.71428571,0.30713315
1.0904204,0.71428571,0.31078066
1.1094629,0.71428571,0.31440348
1.1288379,0.71428571,0.31800109
1.1485512,0.71428571,0.32157305
1.1686089,0.71428571,0.32511891
1.1890167,0.71428571,0.32863825
1.209781,0.71428571,0.33213068
1.2309079,0.71428571,0.33559584
1.2524038,0.71428571,0.33903337
1.274275,0.71428571,0.34244296
1.2965282,0.71428571,0.34582429
1.31917,0.71428571,0.34917709
1.3422072,0.71428571,0.3525011
1.3656467,0.71428571,0.35579607
1.3894955,0.71428571,0.35906179
1.4137608,0.71428571,0.36229805
1.4384499,0.71428571,0.36550467
1.4635701,0.71428571,0.36868148
1.489129,0.71428571,0.37182834
1.5151343,0.71428571,0.37494511
1.5415937,0.71428571,0.37803168
1.5685152,0.71428571,0.38108795
1.5959068,0.71428571,0.38411384
1.6237767,0.71428571,0.38710927
1.6521334,0.71428571,0.39007421
1.6809853,0.71428571,0.3930086
1.710341,0.71428571,0.39591243
1.7402094,0.71428571,0.39878568
1.7705994,0.71428571,0.40162835
1.80152,0.71428571,0.40444045
1.8329807,0.71428571,0.40722202
1.8649908,0.71428571,0.40997308
1.8975599,0.71428571,0.41269369
1.9306977,0.71428571,0.4153839
1.9644143,0.71428571,0.41804378
1.9987196,0.71428571,0.42067342
2.0336241,0.71428571,0.42327289
2.0691381,0.71428571,0.42584231
2.1052723,0.71428571,0.42838177
2.1420375,0.71428571,0.43089139
2.1794448,0.71428571,0.43337129
2.2175053,0.71428571,0.4358216
2.2562305,0.71428571,0.43824247
2.2956319,0.71428571,0.44063404
2.3357215,0.71428571,0.44299645
2.3765111,0.71428571,0.44532988
2.4180131,0.71428571,0.44763448
2.4602398,0.71428571,0.44991042
2.503204,0.71428571,0.45215789
2.5469184,0.71428571,0.45437705
2.5913963,0.71428571,0.45656811
2.6366509,0.71428571,0.45873125
2.6826958,0.71428571,0.46086666
2.7295448,0.71428571,0.46297455
2.7772119,0.71428571,0.46505512
2.8257115,0.71428571,0.46710858
2.875058,0.71428571,0.46913515
2.9252663,0.71428571,0.47113502
2.9763514,0.71428571,0.47310844
3.0283287,0.71428571,0.4750556
3.0812136,0.71428571,0.47697674
3.1350221,0.71428571,0.47887209
3.1897702,0.71428571,0.48074187
3.2454745,0.71428571,0.4825863
3.3021515,0.71428571,0.48440564
3.3598183,0.71428571,0.4862001
3.4184921,0.71428571,0.48796992
3.4781907,0.71428571,0.48971534
3.5389317,0.71428571,0.4914366
3.6007335,0.71428571,0.49313393
3.6636145,0.71428571,0.49480758
3.7275937,0.71428571,0.49645779
3.7926902,0.71428571,0.4980848
3.8589235,0.71428571,0.49968884
3.9263134,0.71428571,0.50127017
3.9948802,0.71428571,0.50282902
4.0646444,0.71428571,0.50436564
4.1356269,0.71428571,0.50588026
4.207849,0.71428571,0.50737314
4.2813324,0.71428571,0.50884451
4.356099,0.71428571,0.51029462
4.4321713,0.71428571,0.5117237
4.5095721,0.71428571,0.51313201
4.5883246,0.71428571,0.51451976
4.6684524,0.71428571,0.51588722
4.7499794,0.71428571,0.51723462
4.8329302,0.71428571,0.51856219
4.9173296,0.71428571,0.51987017
5.003203,0.71428571,0.5211588
5.0905759,0.71428571,0.52242831
5.1794747,0.71428571,0.52367894
5.2699259,0.71428571,0.52491092
5.3619568,0.71428571,0.52612448
5.4555948,0.71428571,0.52731985
5.550868,0.71428571,0.52849726
5.6478051,0.71428571,0.52965694
5.746435,0.71428571,0.53079912
5.8467873,0.71428571,0.53192401
5.9488921,0.71428571,0.53303185
6.05278,0.71428571,0.53412285
6.1584821,0.71428571,0.53519723
6.2660302,0.71428571,0.53625521
6.3754564,0.71428571,0.53729701
6.4867935,0.71428571,0.53832285
6.600075,0.71428571,0.53933292
6.7153348,0.71428571,0.54032746
6.8326074,0.71428571,0.54130666
6.951928,0.71428571,0.54227073
7.0733323,0.71428571,0.54321989
7.1968567,0.71428571,0.54415432
7.3225383,0.71428571,0.54507424
7.4504148,0.71428571,0.54597985
7.5805244,0.71428571,0.54687134
7.7129061,0.71428571,0.54774891
7.8475997,0.71428571,0.54861276
7.9846455,0.71428571,0.54946307
8.1240846,0.71428571,0.55030004
8.2659587,0.71428571,0.55112386
8.4103105,0.71428571,0.55193471
8.5571831,0.71428571,0.55273277
8.7066207,0.71428571,0.55351824
8.8586679,0.71428571,0.55429129
9.0133704,0.71428571,0.55505209
9.1707745,0.71428571,0.55580083
9.3309274,0.71428571,0.55653769
9.4938772,0.71428571,0.55726282
9.6596726,0.71428571,0.55797641
9.8283633,0.71428571,0.55867862
10,0.71428571,0.55936963
10.174634,0.71428571,0.56004959
10.352318,0.71428571,0.56071866
10.533104,0.71428571,0.56137702
10.717048,0.71428571,0.56202481
10.904204,0.71428571,0.5626622
11.094629,0.71428571,0.56328934
11.288379,0.71428571,0.56390638
11.485512,0.71428571,0.56451347
11.686089,0.71428571,0.56511078
11.890167,0.71428571,0.56569843
12.09781,0.71428571,0.56627658
12.309079,0.71428571,0.56684538
12.524038,0.71428571,0.56740495
12.74275,0.71428571,0.56795545
12.965282,0.71428571,0.56849702
13.1917,0.71428571,0.56902978
13.422072,0.71428571,0.56955388
13.656467,0.71428571,0.57006944
13.894955,0.71428571,0.5705766
14.137608,0.71428571,0.57107549
14.384499,0.71428571,0.57156624
14.635701,0.71428571,0.57204896
14.89129,0.71428571,0.57252379
15.151343,0.71428571,0.57299085
15.415937,0.71428571,0.57345026
15.685152,0.71428571,0.57390214
15.959068,0.71428571,0.5743466
16.237767,0.71428571,0.57478376
16.521334,0.71428571,0.57521374
16.809853,0.71428571,0.57563665
17.10341,0.71428571,0.5760526
17.402094,0.71428571,0.5764617
17.705994,0.71428571,0.57686405
18.0152,0.71428571,0.57725977
18.329807,0.71428571,0.57764896
18.649908,0.71428571,0.57803171
18.975599,0.71428571,0.57840815
19.306977,0.71428571,0.57877836
19.644143,0.71428571,0.57914244
19.987196,0.71428571,0.57950049
20.336241,0.71428571,0.57985261
20.691381,0.71428571,0.58019889
21.052723,0.71428571,0.58053943
21.420375,0.71428571,0.58087432
21.794448,0.71428571,0.58120364
22.175053,0.71428571,0.58152749
22.562305,0.71428571,0.58184595
22.956319,0.71428571,0.58215912
23.357215,0.71428571,0.58246708
23.765111,0.71428571,0.5827699
24.180131,0.71428571,0.58306768
24.602398,0.71428571,0.5833605
25.03204,0.71428571,0.58364843
25.469184,0.71428571,0.58393155
25.913963,0.71428571,0.58420995
26.366509,0.71428571,0.5844837
26.826958,0.71428571,0.58475287
27.295448,0.71428571,0.58501754
27.772119,0.71428571,0.58527779
28.257115,0.71428571,0.58553368
28.75058,0.71428571,0.58578528
29.252663,0.71428571,0.58603268
29.763514,0.71428571,0.58627592
30.283287,0.71428571,0.58651509
30.812136,0.71428571,0.58675025
31.350221,0.71428571,0.58698146
31.897702,0.71428571,0.58720879
32.454745,0.71428571,0.58743231
33.021515,0.71428571,0.58765207
33.598183,0.71428571,0.58786813
34.184921,0.71428571,0.58808057
34.781907,0.71428571,0.58828943
35.389317,0.71428571,0.58849478
36.007335,0.71428571,0.58869668
36.636145,0.71428571,0.58889517
37.275937,0.71428571,0.58909033
37.926902,0.71428571,0.5892822
38.589235,0.71428571,0.58947083
39.263134,0.71428571,0.58965629
39.948802,0.71428571,0.58983861
40.646444,0.71428571,0.59001787
41.356269,0.71428571,0.5901941
42.07849,0.71428571,0.59036735
42.813324,0.71428571,0.59053768
43.56099,0.71428571,0.59070514
44.321713,0.71428571,0.59086976
45.095721,0.71428571,0.59103161
45.883246,0.71428571,0.59119072
46.684524,0.71428571,0.59134714
47.499794,0.71428571,0.59150091
48.329302,0.71428571,0.59165209
49.173296,0.71428571,0.59180071
50.03203,0.71428571,0.59194681
50.905759,0.71428571,0.59209044
51.794747,0.71428571,0.59223164
52.699259,0.71428571,0.59237045
53.619568,0.71428571,0.5925069
54.555948,0.71428571,0.59264105
55.50868,0.71428571,0.59277292
56.478051,0.71428571,0.59290255
57.46435,0.71428571,0.59302999
58.467873,0.71428571,0.59315527
59.488921,0.71428571,0.59327843
60.5278,0.71428571,0.59339949
61.584821,0.71428571,0.5935185
62.660302,0.71428571,0.59363549
63.754564,0.71428571,0.5937505
64.867935,0.71428571,0.59386355
66.00075,0.71428571,0.59397468
67.153348,0.71428571,0.59408393
68.326074,0.71428571,0.59419132
69.51928,0.71428571,0.59429688
70.733323,0.71428571,0.59440066
71.968567,0.71428571,0.59450267
73.225383,0.71428571,0.59460294
74.504148,0.71428571,0.59470151
75.805244,0.71428571,0.5947984
77.129061,0.71428571,0.59489365
78.475997,0.71428571,0.59498728
79.846455,0.71428571,0.59507931
81.240846,0.71428571,0.59516978
82.659587,0.71428571,0.5952587
84.103105,0.71428571,0.59534612
85.571831,0.71428571,0.59543205
87.066207,0.71428571,0.59551651
88.586679,0.71428571,0.59559954
90.133704,0.71428571,0.59568115
91.707745,0.71428571,0.59576137
93.309274,0.71428571,0.59584022
94.938772,0.71428571,0.59591774
96.596726,0.71428571,0.59599393
98.283633,0.71428571,0.59606882
100,0.71428571,0.59614244
0.1,0.72180451,1.238413e-05
0.10174634,0.72180451,1.6274951e-05
0.10352318,0.72180451,2.1219612e-05
0.10533104,0.72180451,2.7455376e-05
0.10717048,0.72180451,3.5261002e-05
0.10904204,0.72180451,4.4961501e-05
0.11094629,0.72180451,5.6933007e-05
0.11288379,0.72180451,7.1607689e-05
0.11485512,0.72180451,8.947863e-05
0.11686089,0.72180451,0.00011110459
0.11890167,0.72180451,0.0001371146
0.1209781,0.72180451,0.00016821223
0.12309079,0.72180451,0.00020517952
0.12524038,0.72180451,0.00024888049
0.1274275,0.72180451,0.00030026403
0.12965282,0.72180451,0.00036036631
0.131917,0.72180451,0.0004303124
0.13422072,0.72180451,0.00051131727
0.13656467,0.72180451,0.00060468591
0.13894955,0.72180451,0.00071181274
0.14137608,0.72180451,0.00083418009
0.14384499,0.72180451,0.00097335594
0.14635701,0.72180451,0.0011309907
0.1489129,0.72180451,0.0013088133
0.15151343,0.72180451,0.0015086263
0.15415937,0.72180451,0.0017323004
0.15685152,0.72180451,0.0019817682
0.15959068,0.72180451,0.002259017
0.16237767,0.72180451,0.0025660818
0.16521334,0.72180451,0.0029050366
0.16809853,0.72180451,0.0032779866
0.1710341,0.72180451,0.0036870586
0.17402094,0.72180451,0.0041343925
0.17705994,0.72180451,0.0046221318
0.180152,0.72180451,0.0051524141
0.18329807,0.72180451,0.0057273617
0.18649908,0.72180451,0.0063490723
0.18975599,0.72180451,0.0070196097
0.19306977,0.72180451,0.0077409951
0.19644143,0.72180451,0.0085151978
0.19987196,0.72180451,0.0093441275
0.20336241,0.72180451,0.010229626
0.20691381,0.72180451,0.01117346
0.21052723,0.72180451,0.012177314
0.21420375,0.72180451,0.013242783
0.21794448,0.72180451,0.014371368
0.22175053,0.72180451,0.015564471
0.22562305,0.72180451,0.016823388
0.22956319,0.72180451,0.018149307
0.23357215,0.72180451,0.019543304
0.23765111,0.72180451,0.021006342
0.24180131,0.72180451,0.022539263
0.24602398,0.72180451,0.024142794
0.2503204,0.72180451,0.02581754
0.25469184,0.72180451,0.027563988
0.25913963,0.72180451,0.029382502
0.26366509,0.72180451,0.03127333
0.26826958,0.72180451,0.033236599
0.27295448,0.72180451,0.035272319
0.27772119,0.72180451,0.037380387
0.28257115,0.72180451,0.039560584
0.2875058,0.72180451,0.041812585
0.29252663,0.72180451,0.044135954
0.29763514,0.72180451,0.046530154
0.30283287,0.72180451,0.048994545
0.30812136,0.72180451,0.051528393
0.31350221,0.72180451,0.05413087
0.31897702,0.72180451,0.056801059
0.32454745,0.72180451,0.059537961
0.33021515,0.72180451,0.062340493
0.33598183,0.72180451,0.065207501
0.34184921,0.72180451,0.068137755
0.34781907,0.72180451,0.071129962
0.35389317,0.72180451,0.074182767
0.36007335,0.72180451,0.077294753
0.36636145,0.72180451,0.080464455
0.37275937,0.72180451,0.083690356
0.37926902,0.72180451,0.086970896
0.38589235,0.72180451,0.090304473
0.39263134,0.72180451,0.093689452
0.39948802,0.72180451,0.097124162
0.40646444,0.72180451,0.10060691
0.41356269,0.72180451,0.10413597
0.4207849,0.72180451,0.1077096
0.42813324,0.72180451,0.11132605
0.4356099,0.72180451,0.11498354
0.44321713,0.72180451,0.11868029
0.45095721,0.72180451,0.12241451
0.45883246,0.72180451,0.12618442
0.46684524,0.72180451,0.12998822
0.47499794,0.72180451,0.13382412
0.48329302,0.72180451,0.13769033
0.49173296,0.72180451,0.14158508
0.5003203,0.72180451,0.14550659
0.50905759,0.72180451,0.14945311
0.51794747,0.72180451,0.15342289
0.52699259,0.72180451,0.15741421
0.53619568,0.72180451,0.16142536
0.54555948,0.72180451,0.16545464
0.5550868,0.72180451,0.16950039
0.56478051,0.72180451,0.17356095
0.5746435,0.72180451,0.17763471
0.58467873,0.72180451,0.18172006
0.59488921,0.72180451,0.18581543
0.605278,0.72180451,0.18991928
0.61584821,0.72180451,0.19403008
0.62660302,0.72180451,0.19814635
0.63754564,0.72180451,0.20226662
0.64867935,0.72180451,0.20638947
0.6600075,0.72180451,0.2105135
0.67153348,0.72180451,0.21463734
0.68326074,0.72180451,0.21875965
0.6951928,0.72180451,0.22287914
0.70733323,0.72180451,0.22699452
0.71968567,0.72180451,0.23110456
0.73225383,0.72180451,0.23520805
0.74504148,0.72180451,0.23930382
0.75805244,0.72180451,0.24339073
0.77129061,0.72180451,0.24746766
0.78475997,0.72180451,0.25153355
0.79846455,0.72180451,0.25558735
0.81240846,0.72180451,0.25962806
0.82659587,0.72180451,0.26365468
0.84103105,0.72180451,0.26766628
0.85571831,0.72180451,0.27166194
0.87066207,0.72180451,0.27564078
0.88586679,0.72180451,0.27960195
0.90133704,0.72180451,0.28354463
0.91707745,0.72180451,0.28746802
0.93309274,0.72180451,0.29137138
0.94938772,0.72180451,0.29525397
0.96596726,0.72180451,0.29911508
0.98283633,0.72180451,0.30295406
1,0.72180451,0.30677026
1.0174634,0.72180451,0.31056306
1.0352318,0.72180451,0.31433187
1.0533104,0.72180451,0.31807615
1.0717048,0.72180451,0.32179534
1.0904204,0.72180451,0.32548896
1.1094629,0.72180451,0.32915651
1.1288379,0.72180451,0.33279755
1.1485512,0.72180451,0.33641164
1.1686089,0.72180451,0.33999837
1.1890167,0.72180451,0.34355737
1.209781,0.72180451,0.34708826
1.2309079,0.72180451,0.35059072
1.2524038,0.72180451,0.35406443
1.274275,0.72180451,0.3575091
1.2965282,0.72180451,0.36092444
1.31917,0.72180451,0.36431022
1.3422072,0.72180451,0.36766619
1.3656467,0.72180451,0.37099215
1.3894955,0.72180451,0.3742879
1.4137608,0.72180451,0.37755327
1.4384499,0.72180451,0.38078809
1.4635701,0.72180451,0.38399223
1.489129,0.72180451,0.38716557
1.5151343,0.72180451,0.39030799
1.5415937,0.72180451,0.39341941
1.5685152,0.72180451,0.39649975
1.5959068,0.72180451,0.39954896
1.6237767,0.72180451,0.40256698
1.6521334,0.72180451,0.40555379
1.6809853,0.72180451,0.40850936
1.710341,0.72180451,0.41143369
1.7402094,0.72180451,0.4143268
1.7705994,0.72180451,0.41718869
1.80152,0.72180451,0.42001941
1.8329807,0.72180451,0.42281899
1.8649908,0.72180451,0.4255875
1.8975599,0.72180451,0.42832499
1.9306977,0.72180451,0.43103154
1.9644143,0.72180451,0.43370724
1.9987196,0.72180451,0.43635219
2.0336241,0.72180451,0.43896648
2.0691381,0.72180451,0.44155022
2.1052723,0.72180451,0.44410355
2.1420375,0.72180451,0.44662659
2.1794448,0.72180451,0.44911948
2.2175053,0.72180451,0.45158236
2.2562305,0.72180451,0.45401538
2.2956319,0.72180451,0.45641871
2.3357215,0.72180451,0.4587925
2.3765111,0.72180451,0.46113693
2.4180131,0.72180451,0.46345217
2.4602398,0.72180451,0.4657384
2.503204,0.72180451,0.46799582
2.5469184,0.72180451,0.47022462
2.5913963,0.72180451,0.47242499
2.6366509,0.72180451,0.47459713
2.6826958,0.72180451,0.47674125
2.7295448,0.72180451,0.47885757
2.7772119,0.72180451,0.48094628
2.8257115,0.72180451,0.48300761
2.875058,0.72180451,0.48504179
2.9252663,0.72180451,0.48704903
2.9763514,0.72180451,0.48902955
3.0283287,0.72180451,0.4909836
3.0812136,0.72180451,0.49291139
3.1350221,0.72180451,0.49481317
3.1897702,0.72180451,0.49668916
3.2454745,0.72180451,0.4985396
3.3021515,0.72180451,0.50036474
3.3598183,0.72180451,0.50216481
3.4184921,0.72180451,0.50394006
3.4781907,0.72180451,0.50569073
3.5389317,0.72180451,0.50741705
3.6007335,0.72180451,0.50911928
3.6636145,0.72180451,0.51079767
3.7275937,0.72180451,0.51245245
3.7926902,0.72180451,0.51408387
3.8589235,0.72180451,0.51569219
3.9263134,0.72180451,0.51727764
3.9948802,0.72180451,0.51884048
4.0646444,0.72180451,0.52038095
4.1356269,0.72180451,0.5218993
4.207849,0.72180451,0.52339578
4.2813324,0.72180451,0.52487062
4.356099,0.72180451,0.52632409
4.4321713,0.72180451,0.52775641
4.5095721,0.72180451,0.52916785
4.5883246,0.72180451,0.53055864
4.6684524,0.72180451,0.53192902
4.7499794,0.72180451,0.53327924
4.8329302,0.72180451,0.53460953
4.9173296,0.72180451,0.53592015
5.003203,0.72180451,0.53721132
5.0905759,0.72180451,0.5384833
5.1794747,0.72180451,0.5397363
5.2699259,0.72180451,0.54097057
5.3619568,0.72180451,0.54218635
5.4555948,0.72180451,0.54338386
5.550868,0.72180451,0.54456334
5.6478051,0.72180451,0.54572502
5.746435,0.72180451,0.54686912
5.8467873,0.72180451,0.54799587
5.9488921,0.72180451,0.5491055
6.05278,0.72180451,0.55019824
6.1584821,0.72180451,0.55127429
6.2660302,0.72180451,0.55233389
6.3754564,0.72180451,0.55337726
6.4867935,0.72180451,0.5544046
6.600075,0.72180451,0.55541613
6.7153348,0.72180451,0.55641207
6.8326074,0.72180451,0.55739262
6.951928,0.72180451,0.55835801
7.0733323,0.72180451,0.55930843
7.1968567,0.72180451,0.56024408
7.3225383,0.72180451,0.56116518
7.4504148,0.72180451,0.56207193
7.5805244,0.72180451,0.56296451
7.7129061,0.72180451,0.56384314
7.8475997,0.72180451,0.56470801
7.9846455,0.72180451,0.56555931
8.1240846,0.72180451,0.56639723
8.2659587,0.72180451,0.56722197
8.4103105,0.72180451,0.5680337
8.5571831,0.72180451,0.56883263
8.7066207,0.72180451,0.56961892
8.8586679,0.72180451,0.57039276
9.0133704,0.72180451,0.57115434
9.1707745,0.72180451,0.57190382
9.3309274,0.72180451,0.57264139
9.4938772,0.72180451,0.57336721
9.6596726,0.72180451,0.57408147
9.8283633,0.72180451,0.57478432
10,0.72180451,0.57547595
10.174634,0.72180451,0.5761565
10.352318,0.72180451,0.57682616
10.533104,0.72180451,0.57748507
10.717048,0.72180451,0.5781334
10.904204,0.72180451,0.5787713
11.094629,0.72180451,0.57939894
11.288379,0.72180451,0.58001646
11.485512,0.72180451,0.58062402
11.686089,0.72180451,0.58122177
11.890167,0.72180451,0.58180986
12.09781,0.72180451,0.58238843
12.309079,0.72180451,0.58295762
12.524038,0.72180451,0.58351759
12.74275,0.72180451,0.58406846
12.965282,0.72180451,0.58461039
13.1917,0.72180451,0.5851435
13.422072,0.72180451,0.58566793
13.656467,0.72180451,0.58618381
13.894955,0.72180451,0.58669129
14.137608,0.72180451,0.58719047
14.384499,0.72180451,0.58768151
14.635701,0.72180451,0.58816451
14.89129,0.72180451,0.58863961
15.151343,0.72180451,0.58910693
15.415937,0.72180451,0.58956658
15.685152,0.72180451,0.5900187
15.959068,0.72180451,0.59046339
16.237767,0.72180451,0.59090078
16.521334,0.72180451,0.59133097
16.809853,0.72180451,0.59175409
17.10341,0.72180451,0.59217023
17.402094,0.72180451,0.59257952
17.705994,0.72180451,0.59298206
18.0152,0.72180451,0.59337796
18.329807,0.72180451,0.59376731
18.649908,0.72180451,0.59415024
18.975599,0.72180451,0.59452683
19.306977,0.72180451,0.59489719
19.644143,0.72180451,0.59526142
19.987196,0.72180451,0.59561961
20.336241,0.72180451,0.59597187
20.691381,0.72180451,0.59631828
21.052723,0.72180451,0.59665895
21.420375,0.72180451,0.59699395
21.794448,0.72180451,0.59732339
22.175053,0.72180451,0.59764736
22.562305,0.72180451,0.59796593
22.956319,0.72180451,0.5982792
23.357215,0.72180451,0.59858725
23.765111,0.72180451,0.59889018
24.180131,0.72180451,0.59918805
24.602398,0.72180451,0.59948095
25.03204,0.72180451,0.59976897
25.469184,0.72180451,0.60005218
25.913963,0.72180451,0.60033065
26.366509,0.72180451,0.60060448
26.826958,0.72180451,0.60087372
27.295448,0.72180451,0.60113847
27.772119,0.72180451,0.60139878
28.257115,0.72180451,0.60165473
28.75058,0.72180451,0.6019064
29.252663,0.72180451,0.60215385
29.763514,0.72180451,0.60239715
30.283287,0.72180451,0.60263638
30.812136,0.72180451,0.60287159
31.350221,0.72180451,0.60310285
31.897702,0.72180451,0.60333023
32.454745,0.72180451,0.60355379
33.021515,0.72180451,0.6037736
33.598183,0.72180451,0.60398971
