x_oam_H0,y_oam_H0,x_oam_H1,y_oam_H1,x_mixed_H0,y_mixed_H0,x_mixed_H1,y_mixed_H1
0.26302705,-0.008090935,-0.10725898,-1.5285255,-1.1215305,0.011994927,1.2437603,-11.621372
0.26325824,-0.010813686,-0.078049355,-1.535307,-1.1210759,0.0034426198,1.4631739,-11.604406
0.26352864,-0.013536603,-0.048757525,-1.5415165,-1.1202379,-0.0050980632,1.6826119,-11.583291
0.26383827,-0.016259352,-0.019394843,-1.5471539,-1.1190173,-0.013624141,1.9019953,-11.558024
0.26418717,-0.018981595,0.010027388,-1.5522192,-1.1174153,-0.022132643,2.1212447,-11.528605
0.26457538,-0.021702993,0.039497915,-1.5567128,-1.1154328,-0.030620608,2.3402806,-11.495033
0.26500295,-0.024423202,0.069005539,-1.5606353,-1.1130714,-0.039085088,2.5590234,-11.45731
0.26546993,-0.027141875,0.098539123,-1.5639874,-1.1103323,-0.047523148,2.7773935,-11.415441
0.26597637,-0.029858661,0.12808759,-1.5667703,-1.1072171,-0.055931867,2.9953112,-11.369428
0.26652235,-0.032573204,0.15763993,-1.5689851,-1.1037276,-0.06430834,3.2126967,-11.31928
0.26710794,-0.035285143,0.18718521,-1.5706331,-1.0998656,-0.072649676,3.4294703,-11.265004
0.26773321,-0.03799411,0.21671255,-1.5717162,-1.095633,-0.080953005,3.6455523,-11.206609
0.26839824,-0.040699732,0.24621119,-1.572236,-1.0910319,-0.089215471,3.860863,-11.144106
0.26910313,-0.043401629,0.2756704,-1.5721946,-1.0860647,-0.09743424,4.0753228,-11.077508
0.26984795,-0.046099414,0.30507959,-1.5715943,-1.0807335,-0.1056065,4.2888524,-11.006829
0.27063282,-0.048792691,0.3344282,-1.5704375,-1.0750409,-0.11372945,4.5013724,-10.932083
0.27145782,-0.051481058,0.36370581,-1.5687269,-1.0689895,-0.12180033,4.7128038,-10.853289
0.27232305,-0.054164103,0.39290208,-1.5664651,-1.0625821,-0.12981639,4.9230676,-10.770465
0.27322864,-0.056841405,0.42200675,-1.5636553,-1.0558215,-0.13777491,5.1320852,-10.68363
0.27417467,-0.059512534,0.45100969,-1.5603006,-1.0487106,-0.14567318,5.3397781,-10.592806
0.27516128,-0.062177051,0.47990086,-1.5564044,-1.0412525,-0.15350855,5.5460684,-10.498017
0.27618856,-0.064834506,0.50867032,-1.5519702,-1.0334506,-0.16127835,5.7508782,-10.399287
0.27725663,-0.067484437,0.53730824,-1.5470017,-1.0253081,-0.16897999,5.9541302,-10.296641
0.27836561,-0.070126375,0.56580492,-1.5415028,-1.0168284,-0.17661087,6.1557473,-10.190108
0.27951561,-0.072759835,0.59415077,-1.5354775,-1.0080152,-0.18416843,6.3556529,-10.079716
0.28070676,-0.075384325,0.62233629,-1.5289301,-0.99887206,-0.19165015,6.5537709,-9.965496
0.28193916,-0.077999338,0.65035214,-1.521865,-0.98940287,-0.19905353,6.7500256,-9.8474797
0.28321294,-0.080604357,0.67818906,-1.5142865,-0.97961151,-0.20637612,6.9443419,-9.7257005
0.2845282,-0.083198849,0.70583796,-1.5061995,-0.96950198,-0.21361548,7.1366451,-9.6001933
0.28588505,-0.085782274,0.73328983,-1.4976087,-0.95907841,-0.22076923,7.326861,-9.4709943
0.28728361,-0.088354074,0.76053581,-1.4885192,-0.94834503,-0.22783499,7.5149164,-9.3381412
0.28872398,-0.09091368,0.78756718,-1.478936,-0.93730618,-0.23481046,7.7007382,-9.201673
0.29020627,-0.09346051,0.81437532,-1.4688643,-0.92596629,-0.24169334,7.8842543,-9.0616304
0.29173056,-0.095993968,0.84095178,-1.4583097,-0.91432989,-0.24848139,8.0653932,-8.9180552
0.29329694,-0.098513444,0.86728822,-1.4472775,-0.90240162,-0.25517239,8.2440839,-8.7709906
0.29490552,-0.10101832,0.89337644,-1.4357735,-0.89018622,-0.26176417,8.4202564,-8.6204814
0.29655636,-0.10350794,0.91920838,-1.4238035,-0.8776885,-0.2682546,8.5938414,-8.4665736
0.29824953,-0.10598168,0.94477612,-1.4113732,-0.86491339,-0.2746416,8.7647703,-8.3093144
0.29998511,-0.10843886,0.97007188,-1.3984888,-0.8518659,-0.2809231,8.9329754,-8.1487525
0.30176315,-0.1108788,0.99508802,-1.3851564,-0.83855112,-0.28709711,9.0983897,-7.984938
0.30358369,-0.11330081,1.019817,-1.3713822,-0.82497424,-0.29316166,9.2609472,-7.817922
0.30544677,-0.11570419,1.0442516,-1.3571726,-0.81114054,-0.29911482,9.4205829,-7.6477572
0.30735242,-0.11808821,1.0683844,-1.342534,-0.79705537,-0.30495471,9.5772324,-7.4744974
0.30930065,-0.12045213,1.0922085,-1.327473,-0.78272415,-0.31067951,9.7308325,-7.2981977
0.31129147,-0.12279522,1.115717,-1.3119963,-0.76815241,-0.31628742,9.881321,-7.1189142
0.31332487,-0.1251167,1.138903,-1.2961106,-0.75334573,-0.3217767,10.028636,-6.9367046
0.31540082,-0.1274158,1.1617599,-1.2798228,-0.73830977,-0.32714565,10.172719,-6.7516275
0.31751929,-0.12969174,1.1842813,-1.2631398,-0.72305027,-0.33239262,10.313508,-6.5637429
0.31968022,-0.13194371,1.2064608,-1.2460686,-0.70757303,-0.337516,10.450947,-6.3731116
0.32188354,-0.13417089,1.2282923,-1.2286163,-0.69188391,-0.34251425,10.584978,-6.179796
0.32412918,-0.13637247,1.2497697,-1.2107901,-0.67598887,-0.34738585,10.715546,-5.9838592
0.32641703,-0.13854759,1.2708871,-1.1925974,-0.65989389,-0.35212934,10.842595,-5.7853656
0.32874697,-0.14069542,1.2916388,-1.1740453,-0.64360504,-0.35674331,10.966072,-5.5843807
0.33111887,-0.14281508,1.3120193,-1.1551414,-0.62712843,-0.36122641,11.085924,-5.3809709
0.33353256,-0.14490571,1.332023,-1.1358931,-0.61047022,-0.36557731,11.2021,-5.1752038
0.33598787,-0.14696643,1.3516447,-1.1163079,-0.59363666,-0.36979477,11.314551,-4.9671478
0.3384846,-0.14899632,1.3708793,-1.0963934,-0.57663401,-0.37387757,11.423227,-4.7568725
0.34102254,-0.1509945,1.3897218,-1.0761573,-0.55946859,-0.37782455,11.52808,-4.5444484
0.34360143,-0.15296005,1.4081674,-1.0556074,-0.54214679,-0.3816346,11.629065,-4.3299468
0.34622103,-0.15489206,1.4262114,-1.0347513,-0.524675,-0.38530667,11.726137,-4.1134401
0.34888103,-0.15678958,1.4438492,-1.0135969,-0.50705969,-0.38883976,11.819252,-3.8950014
0.35158113,-0.15865168,1.4610765,-0.992152,-0.48930735,-0.39223291,11.908368,-3.6747047
0.354321,-0.16047743,1.477889,-0.9704246,-0.4714245,-0.39548522,11.993444,-3.4526251
0.35710026,-0.16226587,1.4942826,-0.94842261,-0.45341771,-0.39859585,12.07444,-3.2288381
0.35991854,-0.16401605,1.5102535,-0.92615402,-0.43529357,-0.401564,12.151319,-3.0034202
0.36277542,-0.16572701,1.5257978,-0.90362686,-0.41705871,-0.40438894,12.224044,-2.7764488
0.36567046,-0.16739779,1.5409119,-0.88084918,-0.39871978,-0.40706997,12.29258,-2.5480017
0.3686032,-0.16902742,1.5555923,-0.85782908,-0.38028343,-0.40960646,12.356892,-2.3181576
0.37157313,-0.17061493,1.5698356,-0.83457467,-0.36175637,-0.41199783,12.416949,-2.0869959
0.37457973,-0.17215937,1.5836387,-0.81109412,-0.34314531,-0.41424355,12.47272,-1.8545966
0.37762245,-0.17365976,1.5969984,-0.78739558,-0.32445698,-0.41634315,12.524175,-1.6210403
0.38070071,-0.17511513,1.609912,-0.76348726,-0.30569811,-0.41829622,12.571287,-1.3864083
0.3838139,-0.17652451,1.6223766,-0.73937736,-0.28687545,-0.42010237,12.61403,-1.1507821
0.38696136,-0.17788695,1.6343895,-0.71507412,-0.26799577,-0.42176131,12.652378,-0.91424432
0.39014244,-0.17920149,1.6459484,-0.69058579,-0.24906584,-0.42327277,12.686309,-0.6768776
0.39335642,-0.18046717,1.6570509,-0.66592062,-0.23009241,-0.42463655,12.715801,-0.43876527
0.39660257,-0.18168303,1.6676947,-0.64108689,-0.21108226,-0.42585249,12.740834,-0.19999107
0.39988014,-0.18284815,1.6778779,-0.61609288,-0.19204217,-0.42692051,12.761389,0.039360854
0.40318831,-0.18396158,1.6875985,-0.59094687,-0.17297888,-0.42784055,12.77745,0.27920596
0.40652626,-0.1850224,1.6968548,-0.56565715,-0.15389917,-0.42861263,12.789001,0.51945936
0.40989314,-0.18602969,1.705645,-0.54023202,-0.13480978,-0.42923681,12.796029,0.76003582
0.41328805,-0.18698255,1.7139678,-0.51467977,-0.11571744,-0.4297132,12.798521,1.0008498
0.41671007,-0.18788008,1.7218217,-0.4890087,-0.096628881,-0.43004198,12.796468,1.2418156
0.42015825,-0.18872141,1.7292055,-0.4632271,-0.077550806,-0.43022337,12.789861,1.4828472
0.42363159,-0.18950568,1.7361182,-0.43734325,-0.058489902,-0.43025764,12.778691,1.7238582
0.42712909,-0.19023204,1.7425587,-0.41136544,-0.039452837,-0.43014513,12.762955,1.9647625
0.43064969,-0.19089965,1.7485263,-0.38530193,-0.020446251,-0.4298862,12.742648,2.2054733
0.43419232,-0.1915077,1.7540202,-0.359161,-0.0014767613,-0.4294813,12.717768,2.4459042
0.43775585,-0.1920554,1.75904,-0.33295088,0.017449046,-0.4289309,12.688314,2.6859683
0.44133916,-0.19254198,1.7635851,-0.30667981,0.036324614,-0.42823554,12.654288,2.925579
0.44494107,-0.19296669,1.7676553,-0.28035603,0.055143419,-0.42739581,12.615692,3.1646494
0.44856039,-0.19332879,1.7712504,-0.25398773,0.073898975,-0.42641234,12.572532,3.4030928
0.45219587,-0.19362759,1.7743704,-0.2275831,0.092584832,-0.42528582,12.524813,3.6408226
0.45584626,-0.1938624,1.7770154,-0.20115031,0.11119458,-0.42401699,12.472542,3.877752
0.45951028,-0.19403258,1.7791855,-0.17469751,0.12972185,-0.42260664,12.415731,4.1137946
0.46318661,-0.19413751,1.7808811,-0.14823283,0.14816033,-0.42105559,12.354389,4.348864
0.4668739,-0.19417657,1.7821028,-0.12176436,0.16650374,-0.41936474,12.28853,4.5828741
0.47057079,-0.19414922,1.7828509,-0.095300185,0.18474585,-0.41753501,12.218168,4.8157388
0.47427588,-0.19405492,1.7831264,-0.068848351,0.20288049,-0.41556739,12.14332,5.0473725
0.47798776,-0.19389316,1.78293,-0.042416882,0.22090154,-0.41346291,12.064003,5.2776897
0.48170497,-0.19366347,1.7822626,-0.016013769,0.23880293,-0.41122265,11.980237,5.5066052
0.48542606,-0.19336543,1.7811254,0.010353024,0.25657866,-0.40884771,11.892044,5.7340343
0.48914954,-0.19299864,1.7795195,0.036675568,0.27422278,-0.40633928,11.799445,5.9598925
0.49287389,-0.19256273,1.7774462,0.062945965,0.2917294,-0.40369856,11.702466,6.1840957
0.49659758,-0.19205737,1.7749071,0.089156352,0.30909271,-0.40092682,11.601133,6.4065605
0.50031907,-0.19148229,1.7719035,0.1152989,0.32630695,-0.39802534,11.495473,6.6272035
0.50403678,-0.19083723,1.7684373,0.14136582,0.34336643,-0.39499549,11.385516,6.8459423
0.50774913,-0.19012199,1.7645102,0.16734936,0.36026553,-0.39183865,11.271294,7.0626946
0.51145452,-0.1893364,1.760124,0.19324181,0.37699872,-0.38855625,11.152838,7.2773789
0.51515133,-0.18848034,1.7552808,0.21903549,0.39356051,-0.38514976,11.030183,7.4899143
0.51883793,-0.18755372,1.7499828,0.24472277,0.40994551,-0.3816207,10.903365,7.7002204
0.52251269,-0.18655651,1.7442321,0.27029606,0.42614841,-0.37797061,10.772421,7.9082175
0.52617394,-0.18548872,1.7380311,0.29574782,0.44216397,-0.37420111,10.637391,8.1138266
0.52982004,-0.18435039,1.7313822,0.32107054,0.45798702,-0.37031381,10.498315,8.3169693
0.5334493,-0.18314162,1.7242881,0.34625677,0.47361248,-0.36631039,10.355235,8.5175682
0.53706005,-0.18186256,1.7167514,0.3712991,0.48903538,-0.36219257,10.208194,8.7155465
0.54065061,-0.18051338,1.7087749,0.39619018,0.5042508,-0.35796208,10.057239,8.910828
0.54421929,-0.17909433,1.7003615,0.42092269,0.51925392,-0.35362071,9.9024161,9.1033378
0.54776441,-0.17760568,1.6915142,0.44548938,0.53404001,-0.34917027,9.7437729,9.2930015
0.55128427,-0.17604777,1.6822361,0.46988303,0.54860444,-0.34461263,9.5813595,9.4797456
0.5547772,-0.17442097,1.6725305,0.49409649,0.56294265,-0.33994966,9.415227,9.6634978
0.55824149,-0.1727257,1.6624006,0.51812266,0.5770502,-0.33518329,9.2454281,9.8441864
0.56167548,-0.17096245,1.6518499,0.54195449,0.59092273,-0.33031547,9.0720169,10.021741
0.56507749,-0.16913172,1.6408819,0.56558499,0.60455597,-0.32534818,8.8950488,10.196092
0.56844584,-0.16723409,1.6295003,0.58900722,0.61794576,-0.32028344,8.7145808,10.36717
0.57177888,-0.16527018,1.6177088,0.61221432,0.63108804,-0.31512329,8.530671,10.534909
0.57507495,-0.16324065,1.6055113,0.63519946,0.64397883,-0.3098698,8.3433792,10.699242
0.57833242,-0.16114622,1.5929116,0.65795589,0.65661428,-0.30452508,8.1527663,10.860103
0.58154967,-0.15898764,1.5799139,0.68047691,0.66899062,-0.29909126,7.9588946,11.017429
0.58472508,-0.15676573,1.5665222,0.70275589,0.68110419,-0.29357049,7.7618277,11.171156
0.58785707,-0.15448134,1.5527409,0.72478626,0.69295145,-0.28796495,7.5616305,11.321222
0.59094405,-0.15213538,1.5385743,0.74656153,0.70452894,-0.28227685,7.3583691,11.467568
0.59398447,-0.14972879,1.5240268,0.76807524,0.71583332,-0.27650842,7.1521108,11.610134
0.5969768,-0.14726257,1.509103,0.78932104,0.72686136,-0.27066191,6.9429244,11.74886
0.59991954,-0.14473776,1.4938074,0.81029262,0.73760994,-0.2647396,6.7308796,11.883692
0.60281119,-0.14215545,1.478145,0.83098375,0.74807604,-0.25874378,6.5160473,12.014573
0.60565029,-0.13951677,1.4621204,0.85138827,0.75825676,-0.25267677,6.2984996,12.141448
0.60843542,-0.13682289,1.4457386,0.87150009,0.7681493,-0.24654091,6.0783098,12.264266
0.61116517,-0.13407502,1.4290046,0.89131319,0.77775098,-0.24033854,5.8555521,12.382975
0.61383817,-0.13127443,1.4119236,0.91082164,0.78705923,-0.23407205,5.630302,12.497524
0.61645308,-0.12842242,1.3945008,0.93001958,0.7960716,-0.22774382,5.4026358,12.607865
0.61900859,-0.12552031,1.3767414,0.9489012,0.80478574,-0.22135625,5.1726311,12.71395
0.62150344,-0.1225695,1.3586509,0.96746081,0.81319943,-0.21491176,4.9403662,12.815735
0.62393639,-0.11957139,1.3402348,0.98569277,0.82131055,-0.20841279,4.7059205,12.913174
0.62630623,-0.11652743,1.3214986,1.0035915,0.8291171,-0.20186178,4.4693745,13.006225
0.62861181,-0.11343912,1.302448,1.0211517,0.8366172,-0.1952612,4.2308093,13.094846
0.63085201,-0.11030798,1.2830887,1.0383677,0.84380909,-0.18861349,3.990307,13.178999
0.63302576,-0.10713556,1.2634267,1.0552345,0.85069112,-0.18192116,3.7479507,13.258644
0.63513201,-0.10392345,1.2434678,1.0717467,0.85726175,-0.17518668,3.5038242,13.333744
0.63716977,-0.10067326,1.2232181,1.0878992,0.86351956,-0.16841255,3.258012,13.404266
0.63913809,-0.097386644,1.2026837,1.103687,0.86946326,-0.16160127,3.0105994,13.470174
0.64103607,-0.094065277,1.1818708,1.1191052,0.87509167,-0.15475536,2.7616727,13.531439
0.64286286,-0.090710856,1.1607856,1.1341488,0.88040372,-0.14787732,2.5113185,13.588028
0.64461763,-0.087325108,1.1394345,1.1488133,0.88539846,-0.14096968,2.2596243,13.639914
0.64629964,-0.083909781,1.117824,1.1630938,0.89007507,-0.13403496,2.0066783,13.68707
0.64790815,-0.080466644,1.0959606,1.1769858,0.89443283,-0.12707568,1.7525692,13.72947
0.64944252,-0.076997489,1.0738509,1.1904849,0.89847115,-0.12009437,1.4973862,13.76709
0.65090212,-0.073504123,1.0515016,1.2035867,0.90218955,-0.11309356,1.2412192,13.79991
0.65228639,-0.069988373,1.0289194,1.2162869,0.90558767,-0.10607577,0.98415858,13.827908
0.65359481,-0.06645208,1.0061113,1.2285814,0.90866526,-0.099043533,0.72629515,13.851066
0.65482693,-0.062897097,0.98308401,1.240466,0.91142221,-0.091999367,0.46772019,13.869367
0.65598233,-0.059325291,0.95984469,1.2519369,0.91385849,-0.084945795,0.20852542,13.882797
0.65706066,-0.055738539,0.93640035,1.2629902,0.91597422,-0.077885331,-0.051197081,13.891341
0.65806161,-0.052138726,0.91275815,1.2736222,0.91776962,-0.070820487,-0.31135486,13.894989
0.65898492,-0.048527743,0.8889253,1.2838292,0.91924502,-0.063753768,-0.57185518,13.89373
0.6598304,-0.044907489,0.86490909,1.2936077,0.92040087,-0.056687672,-0.83260498,13.887556
0.66059789,-0.041279863,0.84071687,1.3029543,0.92123774,-0.04962469,-1.093511,13.876462
0.66128732,-0.037646767,0.81635608,1.3118658,0.9217563,-0.042567304,-1.3544797,13.860442
0.66189862,-0.034010104,0.79183419,1.3203389,0.92195736,-0.035517986,-1.6154174,13.839493
0.66243183,-0.030371775,0.76715878,1.3283706,0.92184181,-0.028479199,-1.8762303,13.813615
0.66288699,-0.026733675,0.74233745,1.3359579,0.92141066,-0.021453393,-2.1368244,13.782809
0.66326422,-0.023097699,0.71737789,1.3430981,0.92066506,-0.014443007,-2.3971057,13.747077
0.66356371,-0.01946573,0.69228785,1.3497885,0.91960623,-0.0074504662,-2.6569801,13.706423
0.66378565,-0.015839645,0.66707513,1.3560264,0.91823552,-0.00047818312,-2.9163535,13.660854
0.66393033,-0.012221312,0.64174758,1.3618095,0.91655438,0.0064714456,-3.1751319,13.610378
0.66399808,-0.0086125861,0.61631312,1.3671355,0.91456439,0.013396039,-3.4332213,13.555003
0.66398925,-0.0050153085,0.59077973,1.3720021,0.91226721,0.020293231,-3.6905277,13.494742
0.66390428,-0.0014313068,0.56515542,1.3764072,0.90966462,0.027160674,-3.9469575,13.429609
0.66374364,0.0021376083,0.53944826,1.3803491,0.9067585,0.033996039,-4.2024169,13.359617
0.66350785,0.0056896437,0.51366639,1.3838258,0.90355083,0.040797015,-4.4568125,13.284785
0.66319747,0.009223026,0.48781795,1.3868358,0.90004371,0.047561311,-4.7100512,13.20513
0.66281313,0.012736002,0.46191117,1.3893774,0.89623932,0.054286655,-4.96204,13.120673
0.66235548,0.016226842,0.4359543,1.3914494,0.89213995,0.060970799,-5.2126863,13.031437
0.66182523,0.019693838,0.40995564,1.3930504,0.887748,0.067611514,-5.4618979,12.937444
0.66122313,0.023135309,0.38392351,1.3941794,0.88306595,0.074206597,-5.7095827,12.838722
0.66054998,0.026549598,0.35786628,1.3948354,0.87809639,0.080753865,-5.9556493,12.735297
0.65980661,0.029935078,0.33179237,1.3950176,0.87284201,0.087251162,-6.2000067,12.627198
0.6589939,0.033290148,0.3057102,1.3947253,0.86730557,0.093696356,-6.4425642,12.514457
0.65811277,0.036613239,0.27962824,1.393958,0.86148995,0.10008734,-6.6832317,12.397107
0.65716419,0.039902813,0.25355498,1.3927153,0.8553981,0.10642203,-6.9219197,12.275181
0.65614913,0.043157363,0.22749893,1.3909969,0.84903309,0.11269838,-7.1585392,12.148715
0.65506864,0.046375415,0.20146864,1.3888028,0.84239805,0.11891437,-7.3930018,12.017748
0.65392378,0.04955553,0.17547266,1.386133,0.8354962,0.12506799,-7.6252197,11.88232
0.65271566,0.052696304,0.14951956,1.3829878,0.82833087,0.13115727,-7.8551061,11.74247
0.65144541,0.055796369,0.12361794,1.3793674,0.82090546,0.13718029,-8.0825744,11.598243
0.65011419,0.058854392,0.097776398,1.3752725,0.81322344,0.14313513,-8.3075391,11.449682
0.6487232,0.061869081,0.07200354,1.3707037,0.80528838,0.14901991,-8.5299153,11.296833
0.64727368,0.064839179,0.046307984,1.3656617,0.79710392,0.15483279,-8.749619,11.139745
0.64576686,0.06776347,0.020698351,1.3601477,0.78867379,0.16057196,-8.9665671,10.978467
0.64420404,0.070640777,-0.0048167372,1.3541627,0.78000178,0.16623563,-9.1806771,10.81305
0.64258651,0.073469962,-0.030228663,1.3477081,0.77109177,0.17182206,-9.3918677,10.643546
0.6409156,0.076249929,-0.05552881,1.3407852,0.7619477,0.17732953,-9.6000584,10.470009
0.63919267,0.078979623,-0.080708574,1.3333957,0.7525736,0.18275638,-9.8051696,10.292495
0.63741908,0.081658031,-0.10575936,1.3255414,0.74297355,0.18810094,-10.007123,10.111062
0.63559623,0.08428418,-0.13067258,1.3172241,0.73315171,0.19336161,-10.205841,9.925767
0.63372552,0.086857142,-0.15543968,1.308446,0.7231123,0.19853682,-10.401246,9.7366711
0.63180837,0.089376029,-0.1800521,1.2992094,0.71285961,0.20362503,-10.593265,9.5438359
0.62984622,0.091839996,-0.20450133,1.2895166,0.70239799,0.20862474,-10.781822,9.3473243
0.62784053,0.094248243,-0.22877887,1.2793702,0.69173186,0.21353449,-10.966844,9.1472008
0.62579275,0.09660001,-0.25287626,1.2687729,0.68086568,0.21835285,-11.148259,8.9435314
0.62370437,0.098894582,-0.27678505,1.2577277,0.66980398,0.22307844,-11.325997,8.7363833
0.62157687,0.10113129,-0.30049686,1.2462375,0.65855135,0.22770989,-11.499988,8.5258252
0.61941174,0.10330949,-0.32400331,1.2343056,0.64711243,0.23224591,-11.670164,8.311927
0.61721048,0.10542861,-0.3472961,1.2219354,0.63549189,0.23668522,-11.836458,8.0947601
0.61497459,0.1074881,-0.37036695,1.2091304,0.62369449,0.24102659,-11.998804,7.8743969
0.61270558,0.10948746,-0.39320764,1.1958943,0.611725,0.24526882,-12.157137,7.6509115
0.61040496,0.11142622,-0.41580999,1.182231,0.59958826,0.24941077,-12.311396,7.4243788
0.60807423,0.11330398,-0.4381659,1.1681444,0.58728914,0.25345131,-12.461517,7.1948753
0.60571493,0.11512035,-0.46026729,1.1536388,0.57483257,0.25738939,-12.607441,6.9624783
0.60332854,0.116875,-0.48210619,1.1387185,0.5622235,0.26122396,-12.74911,6.7272665
0.60091658,0.11856763,-0.50367466,1.123388,0.54946692,0.26495404,-12.886465,6.4893197
0.59848056,0.12019799,-0.52496483,1.1076519,0.53656788,0.26857868,-13.019451,6.2487189
0.59602197,0.12176586,-0.54596892,1.0915151,0.52353142,0.27209698,-13.148015,6.0055459
0.5935423,0.12327108,-0.56667922,1.0749825,0.51036266,0.27550806,-13.272101,5.759884
0.59104305,0.1247135,-0.58708809,1.0580592,0.49706673,0.2788111,-13.391661,5.511817
0.58852568,0.12609302,-0.60718798,1.0407505,0.48364876,0.28200533,-13.506643,5.26143
0.58599167,0.12740959,-0.62697142,1.0230618,0.47011396,0.28509,-13.617,5.0088092
0.58344247,0.12866319,-0.64643104,1.0049988,0.45646752,0.28806442,-13.722686,4.7540413
0.58087954,0.12985382,-0.66555955,0.98656712,0.44271468,0.29092793,-13.823655,4.4972143
0.5783043,0.13098153,-0.68434976,0.96777264,0.42886067,0.29367992,-13.919864,4.2384169
0.57571817,0.13204641,-0.70279458,0.94862142,0.41491077,0.29631982,-14.011271,3.9777386
0.57312257,0.13304858,-0.72088703,0.92911961,0.40087026,0.29884711,-14.097838,3.7152699
0.57051889,0.13398818,-0.73862021,0.90927354,0.38674443,0.3012613,-14.179524,3.4511019
0.5679085,0.13486539,-0.75598736,0.88908967,0.3725386,0.30356196,-14.256295,3.1853265
0.56529276,0.13568044,-0.77298181,0.8685746,0.35825807,0.30574867,-14.328115,2.9180363
0.56267302,0.13643357,-0.78959703,0.84773507,0.34390818,0.30782109,-14.394952,2.6493247
0.5600506,0.13712505,-0.80582657,0.82657796,0.32949425,0.3097789,-14.456773,2.3792855
0.55742681,0.13775519,-0.82166413,0.80511028,0.31502162,0.31162184,-14.51355,2.1080133
0.55480293,0.13832432,-0.83710354,0.78333918,0.30049562,0.31334968,-14.565255,1.8356034
0.55218024,0.1388328,-0.85213874,0.76127194,0.2859216,0.31496223,-14.611861,1.5621513
0.54955998,0.13928102,-0.86676379,0.73891597,0.27130489,0.31645934,-14.653346,1.2877533
0.54694337,0.1396694,-0.88097293,0.71627879,0.25665081,0.31784093,-14.689686,1.0125061
0.54433163,0.13999836,-0.89476049,0.69336807,0.24196469,0.31910693,-14.720861,0.73650675
0.54172594,0.14026837,-0.90812096,0.67019159,0.22725186,0.32025733,-14.746853,0.45985287
0.53912745,0.14047991,-0.92104897,0.64675725,0.2125176,0.32129214,-14.767645,0.18264235
0.53653731,0.14063349,-0.9335393,0.62307306,0.19776723,0.32221145,-14.783222,-0.095026558
0.53395664,0.14072964,-0.94558687,0.59914715,0.18300601,0.32301536,-14.793571,-0.37305529
0.53138652,0.1407689,-0.95718676,0.57498776,0.16823922,0.32370403,-14.798681,-0.65134502
0.52882803,0.14075184,-0.96833419,0.55060325,0.1534721,0.32427764,-14.798543,-0.92979668
0.52628221,0.14067904,-0.97902456,0.52600206,0.13870988,0.32473642,-14.793149,-1.208311
0.52375009,0.14055111,-0.9892534,0.50119275,0.12395776,0.32508066,-14.782494,-1.4867886
0.52123267,0.14036866,-0.99901641,0.47618399,0.10922094,0.32531067,-14.766574,-1.7651299
0.51873091,0.14013234,-1.0083095,0.45098451,0.094504553,0.3254268,-14.745388,-2.0432353
0.51624577,0.13984277,-1.0171286,0.42560316,0.079813747,0.32542946,-14.718936,-2.3210051
0.51377818,0.13950064,-1.0254701,0.40004888,0.06515362,0.32531906,-14.68722,-2.5983396
0.51132904,0.13910662,-1.0333302,0.37433069,0.050529243,0.32509609,-14.650244,-2.875139
0.50889923,0.13866139,-1.0407055,0.3484577,0.035945657,0.32476107,-14.608015,-3.1513038
0.50648959,0.13816565,-1.0475927,0.32243908,0.021407867,0.32431453,-14.560539,-3.4267345
0.50410097,0.13762012,-1.0539888,0.29628409,0.0069208425,0.32375708,-14.507828,-3.7013316
0.50173416,0.13702551,-1.0598907,0.27000207,-0.0075104846,0.32308934,-14.449892,-3.9749958
0.49938994,0.13638255,-1.0652959,0.24360241,-0.021881221,0.32231198,-14.386745,-4.2476282
0.49706909,0.13569198,-1.0702016,0.21709459,-0.036186514,0.3214257,-14.318403,-4.51913
0.49477231,0.13495454,-1.0746056,0.19048812,-0.050421555,0.32043125,-14.244883,-4.7894025
0.49250034,0.13417099,-1.0785056,0.1637926,-0.064581578,0.31932939,-14.166205,-5.0583476
0.49025386,0.13334207,-1.0818996,0.13701766,-0.078661862,0.31812094,-14.08239,-5.3258674
0.48803352,0.13246856,-1.0847859,0.110173,-0.092657735,0.31680674,-13.99346,-5.5918644
0.48583998,0.13155122,-1.0871628,0.083268334,-0.10656457,0.31538769,-13.899441,-5.8562416
0.48367385,0.13059082,-1.0890288,0.056313455,-0.12037781,0.3138647,-13.800361,-6.1189023
0.48153572,0.12958813,-1.0903828,0.029318176,-0.13409291,0.31223872,-13.696246,-6.3797504
0.47942618,0.12854393,-1.0912236,0.0022923461,-0.14770541,0.31051073,-13.587129,-6.6386902
0.47734577,0.127459,-1.0915505,-0.024754154,-0.1612109,0.30868176,-13.473042,-6.8956269
0.47529503,0.12633412,-1.0913628,-0.051811419,-0.17460503,0.30675286,-13.354018,-7.1504658
0.47327446,0.12517006,-1.09066,-0.078869518,-0.18788349,0.30472511,-13.230094,-7.4031132
0.47128456,0.12396762,-1.0894419,-0.10591851,-0.20104204,0.30259962,-13.101309,-7.653476
0.46932579,0.12272756,-1.0877084,-0.13294842,-0.2140765,0.30037754,-12.967701,-7.9014617
0.46739862,0.12145068,-1.0854596,-0.15994929,-0.22698276,0.29806005,-12.829312,-8.1469786
0.46550345,0.12013774,-1.0826958,-0.18691114,-0.23975676,0.29564835,-12.686186,-8.3899357
0.46364071,0.11878953,-1.0794177,-0.213824,-0.2523945,0.29314368,-12.538368,-8.630243
