x_oam_H0,y_oam_H0,x_oam_H1,y_oam_H1,x_mixed_H0,y_mixed_H0,x_mixed_H1,y_mixed_H1
0.3518887,0.002080195,0.34509165,0.0069014015,0.014000384,0.0063746596,-0.023222609,0.034058535
0.35185691,0.0021268438,0.34493016,0.0068532839,0.013766176,0.0065178439,-0.024096138,0.033755643
0.35182406,0.0021731641,0.34476857,0.0068017839,0.013524071,0.0066600441,-0.024971689,0.033435277
0.35179013,0.0022191337,0.34460695,0.0067468787,0.013274069,0.0068011924,-0.02584893,0.033097335
0.35175514,0.0022647301,0.34444535,0.0066885466,0.013016172,0.0069412208,-0.026727529,0.03274172
0.35171908,0.0023099309,0.34428384,0.0066267673,0.012750386,0.0070800608,-0.027607144,0.032368341
0.35168196,0.0023547135,0.34412249,0.0065615213,0.012476721,0.0072176436,-0.02848743,0.031977113
0.35164377,0.0023990551,0.34396137,0.0064927907,0.012195188,0.0073539,-0.029368039,0.031567959
0.35160453,0.0024429331,0.34380054,0.0064205586,0.011905804,0.0074887606,-0.030248616,0.031140805
0.35156423,0.0024863246,0.34364008,0.0063448094,0.011608586,0.0076221557,-0.031128802,0.030695586
0.35152287,0.0025292066,0.34348006,0.0062655288,0.011303557,0.0077540154,-0.032008234,0.030232243
0.35148046,0.0025715561,0.34332054,0.0061827037,0.010990743,0.0078842696,-0.032886545,0.029750723
0.35143701,0.0026133502,0.3431616,0.0060963226,0.010670172,0.0080128478,-0.033763361,0.029250981
0.35139251,0.0026545657,0.34300331,0.006006375,0.010341877,0.0081396796,-0.034638307,0.028732978
0.35134698,0.0026951795,0.34284575,0.0059128519,0.010005894,0.0082646943,-0.035511003,0.028196681
0.35130042,0.0027351686,0.34268898,0.0058157457,0.0096622616,0.0083878211,-0.036381064,0.027642068
0.35125283,0.0027745098,0.34253308,0.0057150501,0.0093110228,0.0085089891,-0.037248101,0.027069118
0.35120422,0.0028131798,0.34237813,0.0056107604,0.008952224,0.0086281274,-0.038111723,0.026477824
0.35115461,0.0028511557,0.3422242,0.0055028732,0.0085859148,0.0087451652,-0.038971534,0.025868181
0.35110399,0.0028884141,0.34207136,0.0053913865,0.0082121488,0.0088600313,-0.039827134,0.025240195
0.35105238,0.0029249322,0.34191969,0.0052762998,0.007830983,0.0089726549,-0.040678121,0.024593877
0.35099978,0.0029606867,0.34176928,0.0051576141,0.0074424778,0.0090829652,-0.041524089,0.023929248
0.3509462,0.0029956546,0.34162018,0.005035332,0.0070466976,0.0091908912,-0.042364629,0.023246334
0.35089166,0.003029813,0.34147249,0.0049094575,0.0066437101,0.0092963623,-0.043199327,0.022545173
0.35083616,0.0030631389,0.34132628,0.0047799962,0.0062335869,0.009399308,-0.04402777,0.021825807
0.35077971,0.0030956096,0.34118162,0.0046469551,0.0058164032,0.009499658,-0.04484954,0.021088288
0.35072233,0.0031272023,0.3410386,0.0045103429,0.0053922377,0.009597342,-0.045664214,0.020332675
0.35066402,0.0031578943,0.3408973,0.0043701699,0.0049611731,0.0096922901,-0.046471372,0.019559036
0.3506048,0.003187663,0.34075778,0.0042264478,0.0045232955,0.0097844327,-0.047270587,0.018767448
0.35054468,0.0032164861,0.34062014,0.00407919,0.0040786949,0.0098737004,-0.048061431,0.017957995
0.35048368,0.0032443411,0.34048445,0.0039284117,0.0036274649,0.0099600241,-0.048843475,0.017130768
0.3504218,0.0032712061,0.34035079,0.0037741294,0.003169703,0.010043335,-0.049616288,0.016285871
0.35035906,0.0032970588,0.34021923,0.0036163614,0.0027055102,0.010123565,-0.050379436,0.015423413
0.35029548,0.0033218775,0.34008987,0.0034551277,0.0022349914,0.010200647,-0.051132484,0.014543511
0.35023107,0.0033456405,0.33996277,0.0032904498,0.0017582551,0.010274512,-0.051874997,0.013646294
0.35016584,0.0033683262,0.33983802,0.003122351,0.0012754135,0.010345094,-0.052606536,0.012731897
0.35009982,0.0033899132,0.33971569,0.002950856,0.00078658271,0.010412327,-0.053326663,0.011800465
0.35003302,0.0034103806,0.33959587,0.0027759917,0.00029188239,0.010476144,-0.054034939,0.010852151
0.34996545,0.0034297072,0.33947864,0.0025977861,-0.00020856402,0.010536481,-0.054730924,0.0098871178
0.34989714,0.0034478725,0.33936407,0.0024162693,-0.0007146294,0.010593272,-0.055414176,0.0089055362
0.3498281,0.003464856,0.33925224,0.0022314728,-0.0012261829,0.010646454,-0.056084254,0.0079075865
0.34975835,0.0034806374,0.33914324,0.0020434301,-0.0017430901,0.010695964,-0.056740718,0.0068934581
0.34968791,0.0034951967,0.33903714,0.0018521762,-0.0022652127,0.010741738,-0.057383126,0.0058633493
0.3496168,0.0035085143,0.33893401,0.0016577479,-0.0027924088,0.010783716,-0.058011036,0.0048174673
0.34954503,0.0035205707,0.33883394,0.0014601836,-0.0033245331,0.010821835,-0.058624008,0.0037560287
0.34947264,0.0035313467,0.33873701,0.0012595235,-0.0038614364,0.010856036,-0.059221602,0.002679259
0.34939964,0.0035408236,0.33864329,0.0010558096,-0.0044029659,0.01088626,-0.059803377,0.0015873929
0.34932604,0.0035489827,0.33855286,0.00084908543,-0.0049489653,0.010912448,-0.060368896,0.00048067428
0.34925189,0.0035558059,0.3384658,0.00063939636,-0.0054992748,0.010934541,-0.06091772,-0.00064064373
0.34917718,0.0035612752,0.33838218,0.00042678945,-0.0060537309,0.010952485,-0.061449413,-0.0017762989
0.34910196,0.003565373,0.33830208,0.00021131349,-0.0066121667,0.010966223,-0.061963542,-0.0029260197
0.34902623,0.0035680822,0.33822557,-6.9810336e-06,-0.0071744117,0.0109757,-0.062459672,-0.0040895256
0.34895004,0.0035693859,0.33815272,-0.00022804192,-0.007740292,0.010980863,-0.062937372,-0.0052665266
0.34887339,0.0035692675,0.33808362,-0.00045181524,-0.0083096303,0.010981659,-0.063396214,-0.0064567238
0.34879632,0.0035677111,0.33801834,-0.00067824537,-0.0088822458,0.010978038,-0.063835771,-0.0076598088
0.34871884,0.0035647008,0.33795694,-0.000907275,-0.0094579545,0.010969949,-0.064255619,-0.0088754642
0.34864099,0.0035602214,0.3378995,-0.0011388451,-0.010036569,0.010957342,-0.064655337,-0.010103363
0.34856279,0.003554258,0.3378461,-0.001372895,-0.010617898,0.010940171,-0.065034505,-0.011343171
0.34848427,0.003546796,0.33779679,-0.0016093622,-0.011201749,0.010918389,-0.06539271,-0.012594541
0.34840545,0.0035378214,0.33775166,-0.0018481827,-0.011787923,0.01089195,-0.065729538,-0.013857122
0.34832636,0.0035273206,0.33771076,-0.0020892907,-0.012376221,0.01086081,-0.066044582,-0.015130548
0.34824703,0.0035152804,0.33767418,-0.0023326189,-0.012966439,0.010824928,-0.066337437,-0.016414449
0.34816749,0.0035016881,0.33764196,-0.0025780981,-0.013558371,0.010784261,-0.066607703,-0.017708443
0.34808775,0.0034865315,0.33761419,-0.0028256577,-0.014151806,0.010738771,-0.066854984,-0.019012141
0.34800786,0.0034697989,0.33759093,-0.0030752253,-0.014746533,0.010688418,-0.067078887,-0.020325143
0.34792785,0.0034514788,0.33757223,-0.0033267271,-0.015342336,0.010633166,-0.067279026,-0.021647043
0.34784773,0.0034315606,0.33755817,-0.0035800873,-0.015938996,0.01057298,-0.067455018,-0.022977423
0.34776755,0.0034100341,0.3375488,-0.0038352289,-0.016536293,0.010507825,-0.067606487,-0.02431586
0.34768732,0.0033868893,0.33754418,-0.0040920731,-0.017134002,0.01043767,-0.067733061,-0.025661918
0.34760709,0.0033621172,0.33754438,-0.0043505397,-0.017731897,0.010362485,-0.067834373,-0.027015156
0.34752687,0.003335709,0.33754945,-0.0046105467,-0.018329748,0.010282239,-0.067910063,-0.028375123
0.34744671,0.0033076565,0.33755946,-0.0048720107,-0.018927325,0.010196906,-0.067959777,-0.029741361
0.34736664,0.0032779522,0.33757445,-0.0051348469,-0.019524392,0.010106461,-0.067983166,-0.0311134
0.34728668,0.003246589,0.33759448,-0.0053989687,-0.020120712,0.010010878,-0.06797989,-0.032490767
0.34720686,0.0032135604,0.3376196,-0.0056642884,-0.020716047,0.0099101376,-0.067949612,-0.033872976
0.34712723,0.0031788605,0.33764987,-0.0059307165,-0.021310155,0.0098042176,-0.067892005,-0.035259536
0.34704781,0.003142484,0.33768533,-0.0061981621,-0.021902792,0.0096930999,-0.067806747,-0.036649948
0.34696863,0.0031044261,0.33772604,-0.0064665329,-0.022493712,0.009576768,-0.067693525,-0.038043704
0.34688973,0.0030646828,0.33777204,-0.0067357354,-0.023082668,0.009455207,-0.067552033,-0.039440287
0.34681114,0.0030232503,0.33782338,-0.0070056744,-0.023669409,0.0093284038,-0.067381972,-0.040839177
0.3467329,0.002980126,0.3378801,-0.0072762535,-0.024253683,0.0091963476,-0.067183051,-0.042239841
0.34665504,0.0029353073,0.33794225,-0.0075473748,-0.024835237,0.0090590293,-0.06695499,-0.043641743
0.34657758,0.0028887927,0.33800987,-0.0078189393,-0.025413816,0.0089164417,-0.066697513,-0.045044337
0.34650057,0.0028405812,0.33808299,-0.0080908465,-0.025989161,0.0087685796,-0.066410356,-0.046447072
0.34642405,0.0027906722,0.33816165,-0.0083629947,-0.026561014,0.0086154402,-0.066093262,-0.047849388
0.34634803,0.002739066,0.3382459,-0.008635281,-0.027129114,0.0084570221,-0.065745985,-0.04925072
0.34627257,0.0026857636,0.33833576,-0.0089076011,-0.0276932,0.0082933265,-0.065368286,-0.050650495
0.34619769,0.0026307665,0.33843127,-0.0091798496,-0.028253009,0.0081243565,-0.064959937,-0.052048135
0.34612343,0.0025740768,0.33853246,-0.00945192,-0.028808276,0.0079501172,-0.064520719,-0.053443055
0.34604982,0.0025156975,0.33863936,-0.0097237046,-0.029358735,0.0077706159,-0.064050424,-0.054834663
0.34597691,0.002455632,0.33875199,-0.0099950944,-0.02990412,0.0075858622,-0.063548853,-0.056222361
0.34590471,0.0023938848,0.33887038,-0.01026598,-0.030444163,0.0073958677,-0.063015818,-0.057605548
0.34583328,0.0023304605,0.33899456,-0.010536249,-0.030978596,0.0072006462,-0.062451141,-0.058983613
0.34576264,0.0022653649,0.33912455,-0.010805791,-0.031507149,0.0070002137,-0.061854654,-0.060355943
0.34569283,0.0021986042,0.33926036,-0.011074491,-0.032029553,0.0067945885,-0.061226203,-0.061721918
0.34562389,0.0021301855,0.33940201,-0.011342237,-0.032545537,0.0065837911,-0.060565642,-0.063080914
0.34555584,0.0020601164,0.33954953,-0.011608913,-0.033054829,0.0063678442,-0.059872838,-0.064432302
0.34548874,0.0019884053,0.33970291,-0.011874404,-0.033557159,0.006146773,-0.059147668,-0.065775446
0.34542261,0.0019150614,0.33986219,-0.012138591,-0.034052254,0.0059206046,-0.058390023,-0.067109709
0.34535748,0.0018400944,0.34002735,-0.012401358,-0.034539843,0.0056893687,-0.057599803,-0.068434448
0.3452934,0.0017635149,0.34019842,-0.012662587,-0.035019654,0.0054530973,-0.056776923,-0.069749016
0.3452304,0.0016853341,0.34037539,-0.012922157,-0.035491415,0.0052118246,-0.055921309,-0.071052761
0.34516852,0.0016055641,0.34055828,-0.013179949,-0.035954854,0.0049655872,-0.0550329,-0.072345031
0.34510778,0.0015242175,0.34074707,-0.013435843,-0.0364097,0.0047144241,-0.054111646,-0.073625166
0.34504823,0.0014413077,0.34094178,-0.013689716,-0.036855682,0.0044583766,-0.053157511,-0.074892506
0.3449899,0.0013568489,0.34114238,-0.013941446,-0.037292529,0.0041974884,-0.052170472,-0.076146387
0.34493283,0.001270856,0.34134889,-0.014190912,-0.037719971,0.0039318054,-0.05115052,-0.077386142
0.34487705,0.0011833446,0.34156129,-0.014437989,-0.038137739,0.0036613763,-0.050097657,-0.078611103
0.3448226,0.0010943311,0.34177957,-0.014682554,-0.038545565,0.0033862518,-0.049011901,-0.079820599
0.34476951,0.0010038324,0.34200372,-0.014924483,-0.038943181,0.0031064851,-0.047893282,-0.081013955
0.34471781,0.00091186658,0.34223372,-0.01516365,-0.039330321,0.0028221319,-0.046741844,-0.082190498
0.34466755,0.00081845202,0.34246956,-0.015399931,-0.039706719,0.0025332503,-0.045557646,-0.083349551
0.34461875,0.00072360805,0.34271121,-0.0156332,-0.040072111,0.0022399006,-0.044340759,-0.084490436
0.34457145,0.0006273547,0.34295866,-0.015863331,-0.040426236,0.0019421458,-0.043091271,-0.085612476
0.34452568,0.00052971272,0.34321187,-0.016090197,-0.040768832,0.0016400511,-0.041809282,-0.08671499
0.34448148,0.00043070363,0.34347083,-0.016313673,-0.04109964,0.0013336842,-0.040494906,-0.087797301
0.34443889,0.00033034964,0.34373549,-0.016533631,-0.041418403,0.0010231153,-0.039148275,-0.088858727
0.34439792,0.00022867373,0.34400584,-0.016749945,-0.041724864,0.00070841671,-0.037769533,-0.089898591
0.34435863,0.00012569959,0.34428183,-0.016962488,-0.042018771,0.0003896635,-0.036358839,-0.090916212
0.34432103,2.1451653e-05,0.34456342,-0.017171132,-0.042299871,6.6932945e-05,-0.034916367,-0.091910913
0.34428516,-8.4044918e-05,0.34485059,-0.01737575,-0.042567917,-0.00025969526,-0.033442307,-0.092882017
0.34425107,-0.00019076424,0.34514328,-0.017576215,-0.042822661,-0.000590139,-0.031936864,-0.093828849
0.34421876,-0.00029867969,0.34544145,-0.0177724,-0.043063859,-0.0009243138,-0.030400257,-0.094750733
0.34418829,-0.00040776393,0.34574505,-0.017964178,-0.043291269,-0.0012621328,-0.028832721,-0.095646997
0.34415967,-0.00051798891,0.34605403,-0.018151421,-0.043504653,-0.0016035068,-0.027234508,-0.096516973
0.34413295,-0.00062932585,0.34636835,-0.018334003,-0.043703775,-0.0019483441,-0.025605883,-0.097359991
0.34410815,-0.00074174526,0.34668793,-0.018511797,-0.043888402,-0.0022965509,-0.023947128,-0.098175388
0.34408529,-0.00085521693,0.34701274,-0.018684677,-0.044058305,-0.0026480309,-0.02225854,-0.098962501
0.34406442,-0.00096970996,0.3473427,-0.018852518,-0.044213257,-0.0030026856,-0.020540433,-0.099720674
0.34404555,-0.0010851927,0.34767776,-0.019015192,-0.044353035,-0.0033604139,-0.018793135,-0.10044925
0.34402873,-0.0012016329,0.34801784,-0.019172575,-0.044477419,-0.0037211129,-0.01701699,-0.10114758
0.34401397,-0.0013189975,0.34836288,-0.019324543,-0.044586194,-0.004084677,-0.015212361,-0.10181502
0.3440013,-0.0014372529,0.3487128,-0.01947097,-0.044679148,-0.0044509985,-0.013379622,-0.10245093
0.34399076,-0.0015563646,0.34906754,-0.019611733,-0.044756073,-0.0048199675,-0.011519167,-0.10305466
0.34398237,-0.0016762975,0.34942702,-0.019746709,-0.044816765,-0.0051914719,-0.0096314038,-0.1036256
0.34397615,-0.001797016,0.34979115,-0.019875775,-0.044861022,-0.0055653973,-0.0077167565,-0.10416311
0.34397213,-0.0019184837,0.35015986,-0.019998809,-0.044888651,-0.0059416272,-0.0057756658,-0.10466658
0.34397033,-0.0020406634,0.35053306,-0.020115691,-0.04489946,-0.006320043,-0.003808588,-0.10513538
0.34397079,-0.0021635174,0.35091066,-0.0202263,-0.044893261,-0.0067005238,-0.0018159956,-0.10556893
0.34397352,-0.0022870074,0.35129257,-0.020330517,-0.044869873,-0.0070829468,0.00020162313,-0.10596661
0.34397856,-0.0024110944,0.3516787,-0.020428223,-0.044829119,-0.0074671871,0.0022437637,-0.10632783
0.34398591,-0.0025357388,0.35206896,-0.020519301,-0.044770825,-0.0078531176,0.0043099057,-0.10665202
0.34399561,-0.0026609001,0.35246324,-0.020603634,-0.044694825,-0.0082406093,0.0063995129,-0.10693859
0.34400767,-0.0027865376,0.35286145,-0.020681106,-0.044600956,-0.0086295313,0.0085120329,-0.10718697
0.34402212,-0.0029126097,0.35326347,-0.020751604,-0.044489061,-0.0090197506,0.010646898,-0.10739661
0.34403897,-0.0030390744,0.35366921,-0.020815014,-0.044358988,-0.0094111323,0.012803523,-0.10756696
0.34405826,-0.0031658889,0.35407855,-0.020871224,-0.044210591,-0.0098035397,0.01498131,-0.10769747
0.34407998,-0.00329301,0.35449138,-0.020920124,-0.044043729,-0.010196834,0.017179642,-0.10778761
0.34410418,-0.0034203937,0.35490759,-0.020961605,-0.043858268,-0.010590875,0.019397889,-0.10783686
0.34413085,-0.0035479957,0.35532706,-0.020995558,-0.043654078,-0.010985521,0.021635404,-0.10784471
0.34416003,-0.0036757709,0.35574967,-0.021021877,-0.043431035,-0.011380627,0.023891525,-0.10781065
0.34419172,-0.0038036738,0.35617529,-0.021040458,-0.043189024,-0.011776048,0.026165574,-0.10773421
0.34422594,-0.0039316584,0.35660381,-0.021051196,-0.042927932,-0.012171636,0.028456859,-0.10761489
0.3442627,-0.0040596781,0.35703508,-0.021053991,-0.042647654,-0.012567243,0.030764671,-0.10745223
0.34430203,-0.0041876856,0.35746899,-0.021048742,-0.042348094,-0.012962718,0.033088288,-0.10724578
0.34434392,-0.0043156335,0.35790539,-0.021035352,-0.042029158,-0.013357909,0.035426972,-0.10699509
0.3443884,-0.0044434737,0.35834415,-0.021013723,-0.041690761,-0.013752663,0.037779969,-0.10669974
0.34443548,-0.0045711574,0.35878513,-0.020983761,-0.041332825,-0.014146824,0.040146513,-0.10635929
0.34448516,-0.0046986357,0.3592282,-0.020945374,-0.040955277,-0.014540236,0.042525821,-0.10597336
0.34453746,-0.0048258591,0.35967319,-0.020898472,-0.040558053,-0.014932742,0.044917097,-0.10554155
0.34459239,-0.0049527776,0.36011998,-0.020842965,-0.040141095,-0.015324182,0.04731953,-0.10506348
0.34464995,-0.0050793407,0.3605684,-0.020778767,-0.039704351,-0.015714396,0.049732296,-0.10453879
0.34471014,-0.0052054978,0.36101831,-0.020705794,-0.039247778,-0.016103222,0.052154556,-0.10396713
0.34477299,-0.0053311976,0.36146955,-0.020623964,-0.03877134,-0.016490498,0.054585459,-0.10334817
0.34483849,-0.0054563885,0.36192196,-0.020533198,-0.038275006,-0.016876061,0.057024137,-0.10268158
0.34490664,-0.0055810185,0.36237539,-0.020433418,-0.037758756,-0.017259744,0.059469713,-0.10196707
0.34497745,-0.0057050353,0.36282967,-0.020324549,-0.037222575,-0.017641383,0.061921294,-0.10120435
0.34505093,-0.0058283862,0.36328463,-0.020206519,-0.036666457,-0.018020811,0.064377976,-0.10039315
0.34512707,-0.0059510182,0.36374012,-0.020079259,-0.036090402,-0.01839786,0.06683884,-0.099533201
0.34520588,-0.006072878,0.36419595,-0.0199427,-0.03549442,-0.018772362,0.069302957,-0.098624281
0.34528735,-0.006193912,0.36465196,-0.01979678,-0.034878527,-0.019144148,0.071769384,-0.097666161
0.34537148,-0.0063140662,0.36510798,-0.019641435,-0.034242747,-0.019513047,0.074237167,-0.096658638
0.34545827,-0.0064332864,0.36556382,-0.019476607,-0.033587113,-0.019878889,0.076705342,-0.095601524
0.34554772,-0.0065515183,0.36601931,-0.01930224,-0.032911667,-0.020241503,0.079172929,-0.094494651
0.34563982,-0.0066687071,0.36647427,-0.019118282,-0.032216455,-0.020600717,0.081638941,-0.093337867
0.34573457,-0.006784798,0.36692851,-0.018924681,-0.031501537,-0.02095636,0.084102379,-0.092131039
0.34583196,-0.0068997359,0.36738185,-0.018721392,-0.030766975,-0.021308258,0.086562233,-0.090874053
0.34593199,-0.0070134656,0.36783409,-0.01850837,-0.030012845,-0.021656239,0.089017482,-0.089566812
0.34603463,-0.0071259315,0.36828506,-0.018285575,-0.029239228,-0.02200013,0.091467097,-0.088209241
0.3461399,-0.0072370782,0.36873455,-0.01805297,-0.028446214,-0.022339757,0.093910038,-0.086801282
0.34624776,-0.0073468499,0.36918238,-0.01781052,-0.027633902,-0.022674948,0.096345256,-0.085342897
0.34635822,-0.0074551909,0.36962834,-0.017558195,-0.026802399,-0.023005528,0.098771692,-0.083834069
0.34647126,-0.0075620451,0.37007224,-0.017295968,-0.025951821,-0.023331324,0.10118828,-0.082274799
0.34658686,-0.0076673568,0.37051389,-0.017023815,-0.025082292,-0.023652163,0.10359395,-0.08066511
0.34670502,-0.0077710698,0.37095307,-0.016741717,-0.024193945,-0.023967871,0.1059876,-0.079005045
0.3468257,-0.007873128,0.37138958,-0.016449657,-0.023286922,-0.024278275,0.10836816,-0.077294667
0.34694891,-0.0079734756,0.37182323,-0.016147623,-0.022361373,-0.024583203,0.11073453,-0.075534061
0.34707461,-0.0080720563,0.37225379,-0.015835606,-0.021417458,-0.024882482,0.11308559,-0.073723332
0.34720278,-0.0081688142,0.37268107,-0.015513601,-0.020455344,-0.02517594,0.11542024,-0.071862608
0.34733342,-0.0082636934,0.37310486,-0.015181608,-0.019475208,-0.025463405,0.11773736,-0.069952037
0.34746649,-0.008356638,0.37352493,-0.014839628,-0.018477236,-0.025744707,0.12003583,-0.067991789
0.34760197,-0.0084475922,0.37394109,-0.01448767,-0.017461621,-0.026019675,0.12231451,-0.065982056
0.34773984,-0.0085365003,0.37435311,-0.014125744,-0.016428566,-0.02628814,0.12457227,-0.063923052
0.34788006,-0.0086233068,0.37476078,-0.013753866,-0.015378284,-0.026549933,0.12680798,-0.061815014
0.34802263,-0.0087079564,0.37516389,-0.013372055,-0.014310996,-0.026804885,0.12902049,-0.059658199
0.3481675,-0.0087903939,0.37556221,-0.012980336,-0.01322693,-0.027052831,0.13120866,-0.057452891
0.34831464,-0.0088705644,0.37595552,-0.012578736,-0.012126326,-0.027293603,0.13337132,-0.055199391
0.34846404,-0.0089484132,0.37634361,-0.012167288,-0.011009431,-0.027527038,0.13550734,-0.052898027
0.34861564,-0.0090238857,0.37672626,-0.011746029,-0.0098764999,-0.027752971,0.13761556,-0.050549149
0.34876944,-0.0090969279,0.37710324,-0.011315,-0.0087277986,-0.02797124,0.13969481,-0.048153129
0.34892538,-0.0091674859,0.37747433,-0.010874248,-0.0075636007,-0.028181683,0.14174395,-0.045710364
0.34908343,-0.0092355061,0.3778393,-0.010423824,-0.0063841885,-0.028384141,0.1437618,-0.043221271
0.34924356,-0.0093009354,0.37819794,-0.0099637831,-0.0051898534,-0.028578457,0.14574722,-0.040686293
0.34940573,-0.0093637209,0.37855002,-0.0094941851,-0.0039808951,-0.028764472,0.14769903,-0.038105898
0.3495699,-0.0094238104,0.37889531,-0.0090150951,-0.0027576225,-0.028942032,0.14961608,-0.035480572
0.34973603,-0.0094811518,0.3792336,-0.008526583,-0.0015203527,-0.029110983,0.15149722,-0.032810831
0.34990408,-0.0095356937,0.37956464,-0.0080287234,-0.00026941168,-0.029271174,0.15334127,-0.030097209
0.35007401,-0.0095873851,0.37988823,-0.0075215959,0.00099486606,-0.029422456,0.15514708,-0.027340269
0.35024577,-0.0096361754,0.38020412,-0.007005285,0.0022721375,-0.02956468,0.15691351,-0.024540592
0.35041932,-0.0096820147,0.3805121,-0.0064798803,0.0035620512,-0.0296977,0.15863939,-0.021698788
0.35059461,-0.0097248537,0.38081195,-0.0059454762,0.0048642472,-0.029821373,0.16032359,-0.018815488
0.35077159,-0.0097646434,0.38110343,-0.0054021727,0.0061783571,-0.029935558,0.16196495,-0.015891347
0.35095023,-0.0098013358,0.38138632,-0.0048500743,0.0075040046,-0.030040114,0.16356233,-0.012927044
0.35113045,-0.0098348833,0.3816604,-0.0042892912,0.0088408046,-0.030134906,0.16511461,-0.0099232823
0.35131223,-0.0098652391,0.38192545,-0.0037199384,0.010188364,-0.030219799,0.16662064,-0.0068807883
0.3514955,-0.0098923569,0.38218123,-0.0031421364,0.011546282,-0.03029466,0.16807931,-0.0038003125
0.35168021,-0.0099161913,0.38242754,-0.0025560108,0.01291415,-0.03035936,0.1694895,-0.00068262887
0.3518663,-0.0099366976,0.38266414,-0.0019616926,0.01429155,-0.030413772,0.17085009,0.0024714648
0.35205373,-0.009953832,0.38289082,-0.0013593181,0.015678058,-0.030457772,0.17215999,0.0056611471
0.35224243,-0.0099675513,0.38310735,-0.00074902875,0.01707324,-0.030491239,0.17341809,0.0088855732
0.35243235,-0.0099778133,0.38331353,-0.0001309716,0.018476657,-0.030514055,0.17462331,0.012143875
0.35262342,-0.0099845766,0.38350913,0.00049470105,0.019887861,-0.030526103,0.17577457,0.015435161
0.35281559,-0.0099878008,0.38369394,0.0011278315,0.021306396,-0.030527271,0.17687081,0.018758515
0.35300879,-0.0099874461,0.38386774,0.0017682566,0.022731801,-0.03051745,0.17791096,0.022113001
0.35320297,-0.009983474,0.38403033,0.0024158078,0.024163604,-0.030496533,0.17889398,0.025497656
0.35339806,-0.0099758469,0.3841815,0.0030703112,0.025601328,-0.030464418,0.17981883,0.028911498
0.35359399,-0.0099645282,0.38432103,0.0037315874,0.027044491,-0.030421004,0.18068448,0.032353519
0.35379071,-0.0099494821,0.38444872,0.0043994516,0.028492601,-0.030366195,0.18148992,0.03582269
0.35398813,-0.0099306742,0.38456437,0.0050737135,0.029945159,-0.030299899,0.18223416,0.039317959
0.3541862,-0.0099080711,0.38466778,0.0057541775,0.031401663,-0.030222025,0.18291621,0.042838253
0.35438485,-0.0098816404,0.38475874,0.0064406425,0.032861601,-0.030132488,0.18353509,0.046382476
0.354584,-0.0098513509,0.38483708,0.0071329021,0.034324455,-0.030031206,0.18408984,0.049949509
0.35478358,-0.0098171727,0.38490258,0.0078307443,0.035789703,-0.0299181,0.18457953,0.053538214
0.35498353,-0.0097790769,0.38495506,0.0085339519,0.037256814,-0.029793096,0.18500322,0.057147429
0.35518378,-0.0097370359,0.38499435,0.0092423023,0.038725254,-0.029656123,0.18536001,0.060775972
0.35538423,-0.0096910235,0.38502024,0.0099555676,0.040194482,-0.029507113,0.185649,0.064422641
0.35558483,-0.0096410147,0.38503256,0.010673514,0.04166395,-0.029346004,0.18586932,0.068086212
0.3557855,-0.0095869857,0.38503115,0.011395905,0.043133106,-0.029172738,0.1860201,0.07176544
0.35598615,-0.0095289141,0.38501581,0.012122494,0.044601393,-0.028987259,0.1861005,0.075459061
0.35618672,-0.009466779,0.38498639,0.012853034,0.046068248,-0.028789516,0.18610971,0.079165792
0.35638712,-0.0094005607,0.38494272,0.01358727,0.047533103,-0.028579464,0.18604691,0.082884328
0.35658728,-0.0093302412,0.38488464,0.014324943,0.048995387,-0.02835706,0.18591133,0.086613347
0.35678711,-0.0092558035,0.38481199,0.01506579,0.050454521,-0.028122267,0.18570221,0.090351508
0.35698654,-0.0091772325,0.38472462,0.015809539,0.051909925,-0.027875052,0.1854188,0.094097448
0.35718548,-0.0090945145,0.38462238,0.016555919,0.053361013,-0.027615384,0.18506038,0.097849791
0.35738385,-0.0090076371,0.38450513,0.017304648,0.054807196,-0.027343241,0.18462627,0.10160714
0.35758157,-0.0089165896,0.38437274,0.018055444,0.056247879,-0.027058603,0.18411577,0.10536808
0.35777856,-0.0088213631,0.38422506,0.018808018,0.057682467,-0.026761454,0.18352825,0.10913118
0.35797472,-0.0087219498,0.38406197,0.019562075,0.059110357,-0.026451783,0.18286307,0.11289499
0.35816998,-0.008618344,0.38388336,0.02031732,0.060530947,-0.026129586,0.18211963,0.11665805
0.35836425,-0.0085105413,0.38368909,0.021073448,0.061943629,-0.025794861,0.18129735,0.12041888
0.35855744,-0.0083985393,0.38347906,0.021830153,0.063347794,-0.025447612,0.18039568,0.12417599
0.35874947,-0.0082823369,0.38325317,0.022587124,0.06474283,-0.025087848,0.17941409,0.12792785
0.35894025,-0.0081619351,0.3830113,0.023344046,0.066128121,-0.024715582,0.17835207,0.13167296
0.3591297,-0.0080373363,0.38275338,0.024100598,0.067503051,-0.024330833,0.17720916,0.13540976
0.35931772,-0.0079085448,0.3824793,0.024856457,0.068867001,-0.023933624,0.17598491,0.1391367
0.35950423,-0.0077755667,0.382189,0.025611296,0.07021935,-0.023523984,0.17467889,0.14285222
0.35968913,-0.00763841,0.38188238,0.026364783,0.071559477,-0.023101947,0.17329072,0.14655475
0.35987234,-0.0074970842,0.38155939,0.027116583,0.072886758,-0.022667551,0.17182003,0.15024268
