eV_LT,dW_LT,eV_WNL,dW_WNL,eV_UR,dW_UR
28.695991,4.9043523e-10,4647.4249,3.8937576e-10,4406939.2,3.9300209e-10
29.53606,2.6016278e-10,4783.4772,2.0654717e-10,4535951.3,2.084756e-10
30.400721,1.3550357e-10,4923.5124,1.0757736e-10,4668740.3,1.0858197e-10
31.290695,6.9257616e-11,5067.6471,5.4983873e-11,4805416.6,5.5498359e-11
32.206723,3.4717902e-11,5216.0013,2.7562157e-11,4946094.1,2.7820017e-11
33.149568,1.7059035e-11,5368.6985,1.3543029e-11,5090889.9,1.3669912e-11
34.120014,8.2113017e-12,5525.866,6.5188587e-12,5239924.5,6.5800987e-12
35.118869,3.8695717e-12,5687.6344,3.0720829e-12,5393322.1,3.1008916e-12
36.146966,1.7841322e-12,5854.1386,1.4164374e-12,5551210.4,1.429752e-12
37.205161,8.0430176e-13,6025.5172,6.3855782e-13,5713720.8,6.4456147e-13
38.294333,3.5427856e-13,6201.9129,2.8127502e-13,5880988.7,2.8392753e-13
39.415391,1.5236935e-13,6383.4725,1.2097727e-13,6053153.3,1.2211525e-13
40.569268,6.3937871e-14,6570.3472,5.0766214e-14,6230358,5.1245086e-14
41.756924,2.6157623e-14,6762.6926,2.0769728e-14,6412750.3,2.096554e-14
