theta,q3_over_t,dq3
3.1936614,-0.0010538105,0.99664014
3.1974562,-0.0010446014,0.9966655
3.201251,-0.0010354743,0.99669067
3.2050459,-0.0010264284,0.99671566
3.2088407,-0.001017463,0.99674045
3.2126355,-0.0010085772,0.99676505
3.2164304,-0.00099977047,0.99678947
3.2202252,-0.00099104201,0.99681371
3.22402,-0.00098239111,0.99683776
3.2278148,-0.00097381708,0.99686163
3.2316097,-0.00096531921,0.99688533
3.2354045,-0.00095689682,0.99690884
3.2391993,-0.00094854922,0.99693218
3.2429942,-0.00094027573,0.99695534
3.246789,-0.00093207568,0.99697832
3.2505838,-0.00092394841,0.99700113
3.2543786,-0.00091589325,0.99702377
3.2581735,-0.00090790955,0.99704624
3.2619683,-0.00089999666,0.99706854
3.2657631,-0.00089215395,0.99709068
3.269558,-0.00088438077,0.99711264
3.2733528,-0.0008766765,0.99713444
3.2771476,-0.00086904052,0.99715608
3.2809425,-0.0008614722,0.99717755
3.2847373,-0.00085397093,0.99719886
3.2885321,-0.00084653612,0.99722001
3.2923269,-0.00083916714,0.997241
3.2961218,-0.00083186342,0.99726183
3.2999166,-0.00082462436,0.99728251
3.3037114,-0.00081744938,0.99730303
3.3075063,-0.0008103379,0.99732339
3.3113011,-0.00080328934,0.9973436
3.3150959,-0.00079630314,0.99736366
3.3188907,-0.00078937873,0.99738357
3.3226856,-0.00078251555,0.99740332
3.3264804,-0.00077571306,0.99742293
3.3302752,-0.00076897071,0.99744239
3.3340701,-0.00076228794,0.99746171
3.3378649,-0.00075566424,0.99748087
3.3416597,-0.00074909905,0.9974999
3.3454545,-0.00074259187,0.99751878
3.3492494,-0.00073614215,0.99753751
3.3530442,-0.00072974939,0.99755611
3.356839,-0.00072341308,0.99757456
3.3606339,-0.0007171327,0.99759288
3.3644287,-0.00071090774,0.99761106
3.3682235,-0.00070473772,0.9976291
3.3720183,-0.00069862214,0.99764701
3.3758132,-0.0006925605,0.99766478
3.379608,-0.00068655233,0.99768241
3.3834028,-0.00068059713,0.99769991
3.3871977,-0.00067469444,0.99771729
3.3909925,-0.00066884379,0.99773453
3.3947873,-0.00066304469,0.99775164
3.3985822,-0.0006572967,0.99776862
3.402377,-0.00065159936,0.99778547
3.4061718,-0.00064595219,0.99780219
3.4099666,-0.00064035477,0.99781879
3.4137615,-0.00063480664,0.99783527
3.4175563,-0.00062930735,0.99785162
3.4213511,-0.00062385647,0.99786784
3.425146,-0.00061845357,0.99788395
3.4289408,-0.00061309821,0.99789993
3.4327356,-0.00060778997,0.99791579
3.4365304,-0.00060252842,0.99793153
3.4403253,-0.00059731316,0.99794716
3.4441201,-0.00059214375,0.99796266
3.4479149,-0.0005870198,0.99797805
3.4517098,-0.00058194088,0.99799333
3.4555046,-0.00057690661,0.99800848
3.4592994,-0.00057191658,0.99802353
3.4630942,-0.0005669704,0.99803845
3.4668891,-0.00056206766,0.99805327
3.4706839,-0.00055720799,0.99806798
3.4744787,-0.00055239099,0.99808257
3.4782736,-0.0005476163,0.99809705
3.4820684,-0.00054288351,0.99811143
3.4858632,-0.00053819227,0.99812569
3.489658,-0.00053354221,0.99813985
3.4934529,-0.00052893294,0.9981539
3.4972477,-0.00052436411,0.99816785
3.5010425,-0.00051983536,0.99818169
3.5048374,-0.00051534633,0.99819543
3.5086322,-0.00051089666,0.99820906
3.512427,-0.00050648601,0.99822259
3.5162219,-0.00050211402,0.99823601
3.5200167,-0.00049778034,0.99824934
3.5238115,-0.00049348465,0.99826256
3.5276063,-0.00048922659,0.99827569
3.5314012,-0.00048500584,0.99828872
3.535196,-0.00048082205,0.99830164
3.5389908,-0.0004766749,0.99831447
3.5427857,-0.00047256407,0.99832721
3.5465805,-0.00046848923,0.99833984
3.5503753,-0.00046445005,0.99835239
3.5541701,-0.00046044623,0.99836483
3.557965,-0.00045647744,0.99837719
3.5617598,-0.00045254337,0.99838945
3.5655546,-0.00044864372,0.99840162
3.5693495,-0.00044477818,0.99841369
3.5731443,-0.00044094644,0.99842568
3.5769391,-0.0004371482,0.99843757
3.5807339,-0.00043338317,0.99844937
3.5845288,-0.00042965105,0.99846109
3.5883236,-0.00042595155,0.99847272
3.5921184,-0.00042228437,0.99848425
3.5959133,-0.00041864923,0.99849571
3.5997081,-0.00041504585,0.99850707
3.6035029,-0.00041147394,0.99851835
3.6072977,-0.00040793322,0.99852955
3.6110926,-0.00040442341,0.99854066
3.6148874,-0.00040094425,0.99855168
3.6186822,-0.00039749546,0.99856262
3.6224771,-0.00039407676,0.99857348
3.6262719,-0.0003906879,0.99858426
3.6300667,-0.0003873286,0.99859496
3.6338616,-0.00038399861,0.99860558
3.6376564,-0.00038069766,0.99861611
3.6414512,-0.0003774255,0.99862657
3.645246,-0.00037418187,0.99863694
3.6490409,-0.00037096651,0.99864724
3.6528357,-0.00036777919,0.99865747
3.6566305,-0.00036461964,0.99866761
3.6604254,-0.00036148763,0.99867768
3.6642202,-0.0003583829,0.99868767
3.668015,-0.00035530522,0.99869758
3.6718098,-0.00035225435,0.99870743
3.6756047,-0.00034923005,0.99871719
3.6793995,-0.00034623208,0.99872688
3.6831943,-0.00034326022,0.9987365
3.6869892,-0.00034031422,0.99874605
3.690784,-0.00033739387,0.99875553
3.6945788,-0.00033449893,0.99876493
3.6983736,-0.00033162918,0.99877426
3.7021685,-0.00032878439,0.99878353
3.7059633,-0.00032596435,0.99879272
3.7097581,-0.00032316884,0.99880184
3.713553,-0.00032039764,0.99881089
3.7173478,-0.00031765053,0.99881988
3.7211426,-0.00031492731,0.9988288
3.7249374,-0.00031222775,0.99883765
3.7287323,-0.00030955166,0.99884643
3.7325271,-0.00030689882,0.99885515
3.7363219,-0.00030426903,0.9988638
3.7401168,-0.00030166209,0.99887238
3.7439116,-0.00029907779,0.99888091
3.7477064,-0.00029651594,0.99888936
3.7515013,-0.00029397633,0.99889776
3.7552961,-0.00029145877,0.99890608
3.7590909,-0.00028896306,0.99891435
3.7628857,-0.00028648902,0.99892256
3.7666806,-0.00028403645,0.9989307
3.7704754,-0.00028160516,0.99893878
3.7742702,-0.00027919496,0.9989468
3.7780651,-0.00027680568,0.99895476
3.7818599,-0.00027443711,0.99896266
3.7856547,-0.00027208909,0.99897049
3.7894495,-0.00026976143,0.99897827
3.7932444,-0.00026745395,0.998986
3.7970392,-0.00026516647,0.99899366
3.800834,-0.00026289882,0.99900126
3.8046289,-0.00026065082,0.99900881
3.8084237,-0.0002584223,0.9990163
3.8122185,-0.00025621309,0.99902374
3.8160133,-0.00025402302,0.99903111
3.8198082,-0.00025185191,0.99903844
3.823603,-0.00024969961,0.9990457
3.8273978,-0.00024756595,0.99905292
3.8311927,-0.00024545076,0.99906007
3.8349875,-0.00024335387,0.99906718
3.8387823,-0.00024127514,0.99907423
3.8425771,-0.0002392144,0.99908122
3.846372,-0.0002371715,0.99908817
3.8501668,-0.00023514626,0.99909506
3.8539616,-0.00023313855,0.9991019
3.8577565,-0.00023114821,0.99910868
3.8615513,-0.00022917507,0.99911542
3.8653461,-0.000227219,0.99912211
3.869141,-0.00022527985,0.99912874
3.8729358,-0.00022335745,0.99913532
3.8767306,-0.00022145168,0.99914186
3.8805254,-0.00021956237,0.99914835
3.8843203,-0.0002176894,0.99915478
3.8881151,-0.0002158326,0.99916117
3.8919099,-0.00021399185,0.99916751
3.8957048,-0.000212167,0.9991738
3.8994996,-0.00021035791,0.99918005
3.9032944,-0.00020856444,0.99918624
3.9070892,-0.00020678646,0.99919239
3.9108841,-0.00020502383,0.9991985
3.9146789,-0.00020327641,0.99920455
3.9184737,-0.00020154408,0.99921057
3.9222686,-0.0001998267,0.99921653
3.9260634,-0.00019812413,0.99922245
3.9298582,-0.00019643626,0.99922833
3.933653,-0.00019476295,0.99923416
3.9374479,-0.00019310407,0.99923995
3.9412427,-0.0001914595,0.9992457
3.9450375,-0.00018982911,0.9992514
3.9488324,-0.00018821278,0.99925706
3.9526272,-0.00018661038,0.99926267
3.956422,-0.0001850218,0.99926824
3.9602168,-0.00018344691,0.99927377
3.9640117,-0.00018188559,0.99927926
3.9678065,-0.00018033773,0.99928471
3.9716013,-0.0001788032,0.99929012
3.9753962,-0.00017728189,0.99929548
3.979191,-0.00017577368,0.99930081
3.9829858,-0.00017427846,0.99930609
3.9867807,-0.00017279612,0.99931134
3.9905755,-0.00017132655,0.99931654
3.9943703,-0.00016986962,0.99932171
3.9981651,-0.00016842524,0.99932683
4.00196,-0.00016699329,0.99933192
4.0057548,-0.00016557366,0.99933697
4.0095496,-0.00016416624,0.99934198
4.0133445,-0.00016277094,0.99934696
4.0171393,-0.00016138764,0.99935189
4.0209341,-0.00016001624,0.99935679
4.0247289,-0.00015865663,0.99936165
4.0285238,-0.00015730872,0.99936648
4.0323186,-0.00015597239,0.99937127
4.0361134,-0.00015464756,0.99937602
4.0399083,-0.00015333411,0.99938074
4.0437031,-0.00015203195,0.99938542
4.0474979,-0.00015074099,0.99939006
4.0512927,-0.00014946111,0.99939467
4.0550876,-0.00014819224,0.99939925
4.0588824,-0.00014693426,0.99940379
4.0626772,-0.00014568709,0.9994083
4.0664721,-0.00014445064,0.99941277
4.0702669,-0.0001432248,0.99941721
4.0740617,-0.00014200949,0.99942161
4.0778565,-0.00014080461,0.99942598
4.0816514,-0.00013961007,0.99943032
4.0854462,-0.00013842579,0.99943463
4.089241,-0.00013725168,0.9994389
4.0930359,-0.00013608764,0.99944314
4.0968307,-0.00013493359,0.99944735
4.1006255,-0.00013378944,0.99945153
4.1044204,-0.0001326551,0.99945568
4.1082152,-0.0001315305,0.99945979
4.11201,-0.00013041554,0.99946387
4.1158048,-0.00012931014,0.99946793
4.1195997,-0.00012821422,0.99947195
4.1233945,-0.00012712769,0.99947594
4.1271893,-0.00012605048,0.9994799
4.1309842,-0.00012498251,0.99948383
4.134779,-0.00012392368,0.99948773
4.1385738,-0.00012287393,0.99949161
4.1423686,-0.00012183318,0.99949545
4.1461635,-0.00012080134,0.99949926
4.1499583,-0.00011977834,0.99950305
4.1537531,-0.0001187641,0.9995068
4.157548,-0.00011775855,0.99951053
4.1613428,-0.00011676162,0.99951423
4.1651376,-0.00011577321,0.9995179
4.1689324,-0.00011479327,0.99952155
4.1727273,-0.00011382172,0.99952517
4.1765221,-0.00011285848,0.99952876
4.1803169,-0.00011190349,0.99953232
4.1841118,-0.00011095667,0.99953585
4.1879066,-0.00011001796,0.99953936
4.1917014,-0.00010908727,0.99954284
4.1954962,-0.00010816455,0.9995463
4.1992911,-0.00010724971,0.99954973
4.2030859,-0.00010634271,0.99955313
4.2068807,-0.00010544345,0.99955651
4.2106756,-0.00010455189,0.99955986
4.2144704,-0.00010366795,0.99956319
4.2182652,-0.00010279157,0.99956649
4.2220601,-0.00010192268,0.99956977
4.2258549,-0.00010106121,0.99957302
4.2296497,-0.00010020711,0.99957625
4.2334445,-9.9360307e-05,0.99957945
4.2372394,-9.8520737e-05,0.99958263
4.2410342,-9.768834e-05,0.99958579
4.244829,-9.6863054e-05,0.99958892
4.2486239,-9.6044816e-05,0.99959202
4.2524187,-9.5233566e-05,0.99959511
4.2562135,-9.4429244e-05,0.99959817
4.2600083,-9.3631789e-05,0.99960121
4.2638032,-9.2841143e-05,0.99960422
4.267598,-9.2057245e-05,0.99960721
4.2713928,-9.1280039e-05,0.99961018
4.2751877,-9.0509466e-05,0.99961313
4.2789825,-8.9745468e-05,0.99961605
4.2827773,-8.898799e-05,0.99961896
4.2865721,-8.8236974e-05,0.99962184
4.290367,-8.7492365e-05,0.9996247
4.2941618,-8.6754108e-05,0.99962753
4.2979566,-8.6022147e-05,0.99963035
4.3017515,-8.5296428e-05,0.99963314
4.3055463,-8.4576897e-05,0.99963592
4.3093411,-8.3863501e-05,0.99963867
4.3131359,-8.3156188e-05,0.9996414
4.3169308,-8.2454903e-05,0.99964411
4.3207256,-8.1759596e-05,0.9996468
4.3245204,-8.1070215e-05,0.99964947
4.3283153,-8.0386708e-05,0.99965212
4.3321101,-7.9709025e-05,0.99965475
4.3359049,-7.9037116e-05,0.99965736
4.3396997,-7.8370931e-05,0.99965995
4.3434946,-7.7710421e-05,0.99966252
4.3472894,-7.7055536e-05,0.99966507
4.3510842,-7.6406228e-05,0.99966761
4.3548791,-7.5762449e-05,0.99967012
4.3586739,-7.5124152e-05,0.99967261
4.3624687,-7.4491288e-05,0.99967509
4.3662636,-7.3863812e-05,0.99967754
4.3700584,-7.3241677e-05,0.99967998
4.3738532,-7.2624836e-05,0.9996824
4.377648,-7.2013245e-05,0.9996848
4.3814429,-7.1406858e-05,0.99968718
4.3852377,-7.080563e-05,0.99968955
4.3890325,-7.0209517e-05,0.9996919
4.3928274,-6.9618474e-05,0.99969422
4.3966222,-6.9032459e-05,0.99969654
4.400417,-6.8451427e-05,0.99969883
4.4042118,-6.7875337e-05,0.99970111
4.4080067,-6.7304144e-05,0.99970337
4.4118015,-6.6737808e-05,0.99970561
4.4155963,-6.6176287e-05,0.99970783
4.4193912,-6.5619538e-05,0.99971004
4.423186,-6.5067521e-05,0.99971224
4.4269808,-6.4520196e-05,0.99971441
4.4307756,-6.3977521e-05,0.99971657
4.4345705,-6.3439458e-05,0.99971871
4.4383653,-6.2905966e-05,0.99972084
4.4421601,-6.2377005e-05,0.99972295
4.445955,-6.1852538e-05,0.99972504
4.4497498,-6.1332525e-05,0.99972712
4.4535446,-6.0816929e-05,0.99972919
4.4573394,-6.030571e-05,0.99973123
4.4611343,-5.9798832e-05,0.99973326
4.4649291,-5.9296257e-05,0.99973528
4.4687239,-5.8797949e-05,0.99973728
4.4725188,-5.8303871e-05,0.99973927
4.4763136,-5.7813985e-05,0.99974124
4.4801084,-5.7328257e-05,0.9997432
4.4839033,-5.6846651e-05,0.99974514
4.4876981,-5.6369131e-05,0.99974706
4.4914929,-5.5895662e-05,0.99974898
4.4952877,-5.542621e-05,0.99975087
4.4990826,-5.496074e-05,0.99975276
4.5028774,-5.4499217e-05,0.99975463
4.5066722,-5.4041608e-05,0.99975648
4.5104671,-5.358788e-05,0.99975832
4.5142619,-5.3137999e-05,0.99976015
4.5180567,-5.2691932e-05,0.99976196
4.5218515,-5.2249646e-05,0.99976376
4.5256464,-5.1811109e-05,0.99976555
4.5294412,-5.1376289e-05,0.99976732
4.533236,-5.0945154e-05,0.99976908
4.5370309,-5.0517672e-05,0.99977083
4.5408257,-5.0093813e-05,0.99977256
4.5446205,-4.9673544e-05,0.99977428
4.5484153,-4.9256836e-05,0.99977598
4.5522102,-4.8843657e-05,0.99977768
4.556005,-4.8433978e-05,0.99977936
4.5597998,-4.8027768e-05,0.99978103
4.5635947,-4.7624998e-05,0.99978268
4.5673895,-4.7225639e-05,0.99978433
4.5711843,-4.6829661e-05,0.99978596
4.5749791,-4.6437035e-05,0.99978757
4.578774,-4.6047732e-05,0.99978918
4.5825688,-4.5661725e-05,0.99979077
4.5863636,-4.5278984e-05,0.99979236
4.5901585,-4.4899482e-05,0.99979393
4.5939533,-4.4523192e-05,0.99979548
4.5977481,-4.4150085e-05,0.99979703
4.601543,-4.3780135e-05,0.99979856
4.6053378,-4.3413314e-05,0.99980009
4.6091326,-4.3049596e-05,0.9998016
4.6129274,-4.2688954e-05,0.9998031
4.6167223,-4.2331361e-05,0.99980459
4.6205171,-4.1976793e-05,0.99980606
4.6243119,-4.1625223e-05,0.99980753
4.6281068,-4.1276625e-05,0.99980899
4.6319016,-4.0930974e-05,0.99981043
4.6356964,-4.0588244e-05,0.99981186
4.6394912,-4.0248412e-05,0.99981329
4.6432861,-3.9911451e-05,0.9998147
4.6470809,-3.9577338e-05,0.9998161
4.6508757,-3.9246048e-05,0.99981749
4.6546706,-3.8917557e-05,0.99981887
4.6584654,-3.8591841e-05,0.99982024
4.6622602,-3.8268877e-05,0.9998216
4.666055,-3.794864e-05,0.99982295
4.6698499,-3.7631109e-05,0.99982428
4.6736447,-3.7316258e-05,0.99982561
4.6774395,-3.7004067e-05,0.99982693
4.6812344,-3.6694511e-05,0.99982824
4.6850292,-3.6387569e-05,0.99982954
4.688824,-3.6083218e-05,0.99983083
4.6926188,-3.5781437e-05,0.99983211
4.6964137,-3.5482202e-05,0.99983337
4.7002085,-3.5185493e-05,0.99983463
4.7040033,-3.4891287e-05,0.99983588
4.7077982,-3.4599564e-05,0.99983713
4.711593,-3.4310303e-05,0.99983836
4.7153878,-3.4023482e-05,0.99983958
4.7191827,-3.373908e-05,0.99984079
4.7229775,-3.3457078e-05,0.999842
4.7267723,-3.3177454e-05,0.99984319
4.7305671,-3.2900188e-05,0.99984438
4.734362,-3.262526e-05,0.99984555
4.7381568,-3.235265e-05,0.99984672
4.7419516,-3.2082339e-05,0.99984788
4.7457465,-3.1814307e-05,0.99984903
4.7495413,-3.1548534e-05,0.99985017
4.7533361,-3.1285002e-05,0.9998513
4.7571309,-3.102369e-05,0.99985243
4.7609258,-3.0764581e-05,0.99985354
4.7647206,-3.0507655e-05,0.99985465
4.7685154,-3.0252894e-05,0.99985575
4.7723103,-3.000028e-05,0.99985684
4.7761051,-2.9749793e-05,0.99985792
4.7798999,-2.9501417e-05,0.999859
4.7836947,-2.9255133e-05,0.99986006
4.7874896,-2.9010923e-05,0.99986112
4.7912844,-2.876877e-05,0.99986217
4.7950792,-2.8528656e-05,0.99986321
4.7988741,-2.8290563e-05,0.99986425
4.8026689,-2.8054476e-05,0.99986527
4.8064637,-2.7820375e-05,0.99986629
4.8102585,-2.7588246e-05,0.9998673
4.8140534,-2.735807e-05,0.99986831
4.8178482,-2.7129832e-05,0.9998693
4.821643,-2.6903514e-05,0.99987029
4.8254379,-2.6679101e-05,0.99987127
4.8292327,-2.6456576e-05,0.99987224
4.8330275,-2.6235924e-05,0.99987321
4.8368224,-2.6017127e-05,0.99987417
4.8406172,-2.5800172e-05,0.99987512
4.844412,-2.5585041e-05,0.99987606
4.8482068,-2.537172e-05,0.999877
4.8520017,-2.5160192e-05,0.99987793
4.8557965,-2.4950444e-05,0.99987885
4.8595913,-2.4742459e-05,0.99987977
4.8633862,-2.4536222e-05,0.99988068
4.867181,-2.433172e-05,0.99988158
4.8709758,-2.4128937e-05,0.99988248
4.8747706,-2.3927858e-05,0.99988336
4.8785655,-2.372847e-05,0.99988425
4.8823603,-2.3530757e-05,0.99988512
4.8861551,-2.3334706e-05,0.99988599
4.88995,-2.3140302e-05,0.99988685
4.8937448,-2.2947531e-05,0.99988771
4.8975396,-2.275638e-05,0.99988856
4.9013344,-2.2566835e-05,0.9998894
4.9051293,-2.2378882e-05,0.99989023
4.9089241,-2.2192508e-05,0.99989106
4.9127189,-2.2007699e-05,0.99989189
4.9165138,-2.1824442e-05,0.99989271
4.9203086,-2.1642724e-05,0.99989352
4.9241034,-2.1462531e-05,0.99989432
4.9278982,-2.1283852e-05,0.99989512
4.9316931,-2.1106673e-05,0.99989591
4.9354879,-2.0930981e-05,0.9998967
4.9392827,-2.0756763e-05,0.99989748
4.9430776,-2.0584008e-05,0.99989826
4.9468724,-2.0412703e-05,0.99989903
4.9506672,-2.0242836e-05,0.99989979
4.9544621,-2.0074393e-05,0.99990055
4.9582569,-1.9907364e-05,0.9999013
4.9620517,-1.9741737e-05,0.99990205
4.9658465,-1.9577499e-05,0.99990279
4.9696414,-1.9414638e-05,0.99990352
4.9734362,-1.9253144e-05,0.99990425
4.977231,-1.9093004e-05,0.99990497
4.9810259,-1.8934207e-05,0.99990569
4.9848207,-1.8776741e-05,0.99990641
4.9886155,-1.8620596e-05,0.99990711
4.9924103,-1.846576e-05,0.99990782
4.9962052,-1.8312223e-05,0.99990851
5,-1.8159972e-05,0.9999092
